episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
19,3800,rician,0.234804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1238.717591675671,6.193587958378355,8.325102283037774,0.656543561760345,7.668558721277428,153.37117442554856,6.512309244558045,0.45177919045090675,200,283.1005089322229,349.1794625095369,260.80021102239124,343.24288483238286,0,647.8368476938649,516.6021797120011,598.3587189740349,431.05218265635375,7.248486866768577,7.248486866768577,0.0
20,4000,rician,0.234004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1013.8648025232944,5.069324012616472,7.807339911267235,1.1295364856610437,6.677803425606191,133.55606851212383,6.351521697185753,0.4527069692313671,200,308.2423043722187,323.38775015014505,292.73573061372474,304.3626148315024,0,946.1953664667764,666.26563236554,477.8541354619322,712.4492560229518,7.219952694710457,7.219952694710457,0.0
21,4200,rician,0.233204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1133.8378311191923,5.669189155595961,7.710729179816545,0.462107823291934,7.2944574539207006,145.88914907841402,6.465588579679373,0.41105461729690435,200,286.876650876789,340.78940254463794,249.03232664544916,264.08105049836064,0,975.5833559262921,561.2867066012814,764.7771184040137,563.8643028074697,7.334962395978226,7.2235005403871355,0.11146185559109067
22,4400,rician,0.232404,ou,velocity,False,False,False,full,True,False,False,False,500.0,887.7018757994795,4.438509378997398,8.265607908092301,2.7838231504592557,6.073444084347072,121.46888168694144,6.484432290666955,0.2036073995195329,200,271.61732422005997,348.09247697399184,263.6674296491914,320.8804462158096,0,687.8429863288111,667.5159680948522,369.5882963936816,621.2869183055669,7.491715529279309,7.171225246930769,0.3204902823485405
23,4600,rician,0.231604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1066.4586778916907,5.332293389458454,8.854414208096674,2.5272389998027247,6.327175208293956,126.54350416587911,5.601940287035324,0.3393552193464711,200,356.6111718899312,229.26701244425962,341.2940245440939,132.63090497793934,0,568.105838033559,520.1523502951092,256.26250678363994,705.0647849953286,7.4376364451574775,7.134527419163952,0.3031090259935256
24,4800,rician,0.230804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1146.4767187746077,5.732383593873038,7.856979221010866,0.8677931529499068,6.989186068060956,139.78372136121914,6.331514675214487,0.42530252286698667,200,333.4877428638101,316.9321203714205,315.24454656021663,296.73504484975444,0,995.3361059713285,511.16046927066213,625.319657062979,854.3759393291733,7.317141016136537,7.128471529534661,0.1886694866018761
25,5000,rician,0.230004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1105.8390771815468,5.529195385907734,7.686579666161854,0.05524621462294416,7.631333451538917,152.62666903077834,6.575645525900324,0.4453102795034647,200,343.5702723198022,196.5584642254673,314.26491147239636,30.947773351446926,0,1011.492573968747,506.4765077341961,967.4159277088207,163.8875110864005,7.304135904804541,7.148586006414831,0.1555498983897099
26,5200,rician,0.229204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1523.8769538900497,7.619384769450249,9.398099080245977,0.8451199503791637,8.552979129866817,171.05958259733634,6.407857081132841,0.46531238362193106,200,378.7870247284361,302.7177637745741,377.0208222405725,240.96209524684977,0,222.15575949884595,121.62340527892947,762.3361080466098,1087.630731175797,7.352803814142388,7.2026011265476,0.1502026875947875
27,5400,rician,0.228404,ou,velocity,False,False,False,full,True,False,False,False,500.0,928.4079268416777,4.6420396342083885,8.59389585638428,3.455613525273317,5.492119523974367,109.84239047948734,6.45754039306411,0.38605667190626264,200,360.3372566033226,352.2676735444325,354.0051155191148,293.6863846631173,0,695.0081377687088,503.66832693774427,166.19139428018062,682.2594571098579,7.243421487315059,7.139249956081925,0.10417153123313394
28,5600,rician,0.227604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1331.8992475672737,6.659496237836368,9.452817852759045,1.039257690207151,8.413560162551887,168.27120325103778,6.4124169464928045,0.46473522305488585,200,373.73453218463135,216.5986292167172,369.05010511702113,82.99897639620868,0,381.41960507995975,319.9189598419218,863.4517797469582,1178.4337128688342,7.305688988253064,7.184761034884423,0.12092795336864093
29,5800,rician,0.226804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1292.529148317585,6.462645741587925,8.643539744246501,0.5713347826519752,8.072204961594526,161.44409923189053,6.505019992887391,0.4168847791850567,200,259.6987757661232,359.42110255724623,241.83368769342619,320.1042209528834,0,537.0614838242806,523.9695927181082,644.5774978894934,701.9961793523056,7.28399273079779,7.215362549598565,0.06863018119922515
30,6000,rician,0.22600399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1315.3616753361202,6.576808376680601,8.51767046172944,0.7983447823100928,7.719325679419348,154.38651358838698,6.875075001882584,0.4727421337366104,200,349.68438728589365,377.5825031813284,329.96019458774515,371.0795991006505,0,491.12031033009316,565.2897280478551,509.9231834253594,727.7601627547402,7.26581668244908,7.232161320592591,0.03365536185648921
31,6200,rician,0.225204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1704.4772614213362,8.52238630710668,9.679285232389915,0.3398687179127481,9.339416514477163,186.78833028954327,6.767416649191161,0.4491633017361164,200,374.29072046002074,372.5286176144029,369.8461939255745,367.1992061061522,0,238.92948755910342,477.0274177086287,737.6401186992364,414.73377236295397,7.370605129990859,7.300137294588867,0.07046783540199186
32,6400,rician,0.224404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1272.5171559947985,6.362585779973992,8.296296461079272,0.6225820010120484,7.673714460067222,153.47428920134445,6.783647294245495,0.4581621153652668,200,305.43951820758303,376.15807786112475,281.30415333052616,371.3166633307776,0,735.3536326508593,575.7470998835335,568.0899575294942,696.2861511257275,7.360189787511274,7.3118115810100655,0.04837820650120861
33,6600,rician,0.223604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1320.0949141595743,6.600474570797871,8.443603728988071,0.6735785035509857,7.7700252254370845,155.4005045087417,6.520978545603315,0.46762028768658637,200,358.1804099653456,322.0080758839321,346.3909703264592,299.548295973947,0,504.6644797406633,329.03735804164774,640.421500255061,759.2912185890425,7.441127350408607,7.325696842962399,0.11543050744620764
34,6800,rician,0.222804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1227.8614201810587,6.1393071009052935,8.580345259669222,0.8189462495485546,7.761399010120657,155.22798020241316,6.651697818154668,0.444358794093132,200,371.0502969611615,257.720924216124,363.8651546662105,225.69110782402407,0,487.9801599718959,129.86338527550654,334.1822897389637,457.89159126647996,7.410566651210461,7.338511612584702,0.07205503862575924
35,7000,rician,0.222004,ou,velocity,False,False,False,full,True,False,False,False,500.0,598.0801625209858,2.9904008126049293,7.973157798410285,3.7045848928165714,4.26857290559371,85.3714581118742,6.800390299877868,0.47414088770747187,200,293.6067008042107,375.294199088639,274.39124806825623,371.46511882727407,0,883.5894188582229,504.7916690436849,127.87483123978974,730.8182908120883,7.33438394064469,7.250799078099244,0.08358486254544584
36,7200,rician,0.221204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1680.9742361560318,8.404871180780159,9.237291787372694,0.05525963979255604,9.182032147580141,183.64064295160284,6.682844022705507,0.4449116915464401,200,374.99793419257827,362.34912218415235,370.80409428286816,348.2328715385526,0,495.89977666524067,434.45782631531137,667.6590433463779,176.66956210380678,7.405154316354197,7.30444444114038,0.10070987521381625
37,7400,rician,0.220404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1222.72363281453,6.11361816407265,8.020057407675665,0.1790201644789562,7.841037243196712,156.82074486393424,6.579164051775092,0.44255553781986234,200,322.7942162176463,296.06538757602857,287.4928400208651,168.4414097949274,0,909.3870217074776,654.3741792144975,1064.4121877904602,436.60126993396875,7.422936265428976,7.318946949304065,0.10398931612491058
38,7600,rician,0.219604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1216.0604295221578,6.080302147610789,8.951297899908283,1.606689708376363,7.344608191531924,146.8921638306385,6.490623800225783,0.46648731499910356,200,371.97048611377494,249.50228633163965,368.9317585474585,175.9686200495132,0,311.52895260593084,238.42268645471447,380.0150082760414,810.6603790515173,7.40464767842284,7.319622245152166,0.08502543327067436
39,7800,rician,0.218804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1551.561875596383,7.757809377981915,9.045850184603259,0.5356324298059214,8.510217754797338,170.2043550959468,6.20851594373015,0.4440264569222927,200,315.6332921786076,376.2999586468996,192.8156942617148,372.8494577540477,0,329.1301279454113,261.09292310055645,395.11202057763813,302.29338184980486,7.446730630098836,7.350150335143068,0.0965802949557677
40,8000,rician,0.218004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1452.5740270562687,7.262870135281344,8.301780444820478,0.2590582925799701,8.042722152240511,160.85444304481027,5.730616081819059,0.4592594256624579,200,265.19647588753185,353.1838974538625,244.9647675245825,299.3974633982056,0,781.3999622206882,562.4089883613651,490.9585736613092,126.69761702342488,7.51497656643055,7.367464630570504,0.14751193586004607
41,8200,rician,0.217204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1300.4990824773504,6.502495412386752,7.763322818545912,0.14094489828068157,7.622377920265232,152.44755840530465,6.6106619787782055,0.4607965214550495,200,341.7345494353727,356.24820564293725,309.1361023357803,303.1430805977536,0,1115.6995614423934,706.7052550594202,415.65888490716463,183.25306371452643,7.531372589747777,7.373682027880132,0.1576905618676454
42,8400,rician,0.21640399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1237.6922058512762,6.188461029256381,8.06958378855029,0.4756129677804706,7.593970820769813,151.87941641539626,6.42399474944496,0.45759752348065375,200,342.98131481699687,324.39719550926714,309.1878628161649,280.8423165380735,0,927.9771010223513,431.2785436619734,969.4707754498369,775.7321871628519,7.607398926568914,7.37892699913941,0.22847192742950373
43,8600,rician,0.215604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1181.4602069480309,5.907301034740154,8.449324761805325,1.8353271192781784,6.61399764252716,132.27995285054322,6.134446156069616,0.46531799510121347,200,297.95842013352427,366.00065723602717,250.1991846259823,357.90380512222487,0,503.87970561779093,249.6100437051304,237.983625419114,735.7372488578044,7.621740048280573,7.361137944334474,0.2606021039460993
44,8800,rician,0.214804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1026.595640093727,5.132978200468635,8.329154651726272,2.138064402257591,6.19109024946868,123.82180498937362,6.254477446930899,0.4678327772766352,200,291.2362519683156,349.9200722776512,213.71017972663307,313.22124942813235,0,662.0214748917042,557.8097089284379,291.9247085489536,898.1831971619486,7.58183525735096,7.334545951269343,0.24728930608161726
45,9000,rician,0.214004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1618.6866569595975,8.093433284797987,9.077531851189049,0.2796366344113889,8.797895216777672,175.9579043355534,6.125069180130388,0.4363630437105894,200,351.75748263032887,330.2680487768369,329.8289975495579,186.06904458769588,0,542.3177551135384,476.1476911785174,479.0155460264611,304.1174343214578,7.6401633456128994,7.367064823836194,0.27309852177670546
46,9200,rician,0.213204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1013.1485266501517,5.065742633250759,7.666009766340089,0.8961455716818676,6.769864194658227,135.39728389316454,5.628533603153715,0.46626324966549876,200,136.86762747022527,356.62275517913685,61.653610409945614,346.05055806272827,0,1064.008098898913,540.9803243609606,596.9631209004824,745.5505516753777,7.551007598852469,7.35408220146276,0.19692539738970893
47,9400,rician,0.21240399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1369.4768133939704,6.847384066969852,8.326306587614992,0.6587360811145689,7.667570506500418,153.35141013000836,6.47455152565037,0.47080704290419817,200,365.93709141405367,350.9091339851881,352.9667498492395,96.1348962077422,0,731.732089608072,539.5342553013519,450.1791462924711,399.67131749385584,7.659780147978772,7.360752165399731,0.29902798257904095
48,9600,rician,0.211604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1629.5954870848736,8.147977435424368,9.431544393766677,0.426174062997609,9.005370330769066,180.10740661538134,6.446224381888501,0.4655766327306628,200,371.08064449465866,343.60735245173964,362.70845026331375,316.75957560378185,0,259.1301740593278,332.06187223552007,810.5537959161427,763.156086945627,7.68937065638963,7.395015043844926,0.2943556125447042
49,9800,rician,0.210804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1162.9164684274435,5.814582342137218,8.37572560417768,1.7586629473783237,6.617062656799353,132.34125313598707,6.115689587218509,0.47072227358818053,200,338.16507047240646,343.7501023602714,320.95134331311056,334.8993528968196,0,467.65238685693356,269.5397833247872,251.47165253068954,442.01792348179634,7.6166135411498725,7.379138464517466,0.23747507663240697
50,10000,rician,0.210004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1332.2298601308853,6.661149300654427,8.468515657392533,0.8890075941231252,7.57950806326941,151.59016126538822,6.338519389636746,0.4645021592080593,200,337.03140510809766,350.6361168331451,281.6076120484498,273.54952084881177,0,489.01176556767314,379.75653997812003,488.8555581909143,633.246059579138,7.6096226603423744,7.383145856492505,0.22647680384986923
51,10200,rician,0.209204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1571.3960061146522,7.856980030573261,9.533396611850119,0.9466082628544389,8.586788348995682,171.73576697991365,6.3428825060052665,0.45984088618308305,200,343.7455584696853,359.77148205702866,277.16776180575164,286.9419541256599,0,162.11997485856972,166.93453009874207,215.10437586747713,209.01411219815918,7.571991252068301,7.406746689678842,0.16524456238945895
52,10400,rician,0.208404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1468.8951787560238,7.344475893780119,8.751355476338984,0.26155647623738876,8.489799000101602,169.79598000203205,6.50574073732251,0.42878301763907073,200,333.82618927733665,348.7927667929532,314.6492479535826,332.1493102160402,0,605.8092874657895,680.7710470712451,367.85683182204843,271.3425355520937,7.61279547907002,7.4275746187254335,0.18522086034458685
53,10600,rician,0.207604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1409.6470502173042,7.048235251086521,7.948327197572526,0.14848590916194784,7.799841288410585,155.9968257682117,6.51286423127888,0.46229594234377147,200,358.39871569225784,363.70530360450783,310.35708847355363,326.39068245060014,0,889.6792105068306,391.65268199661966,410.3399295857297,322.99997111079534,7.614286282218695,7.434598518153455,0.17968776406524078
54,10800,rician,0.206804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1419.080142569903,7.095400712849515,7.917255482389494,0.046196930228926715,7.871058552160566,157.4211710432113,6.674397577228061,0.4516429775208235,200,366.73092597112696,371.1253787881312,363.6414988090214,277.9778917101037,0,830.0137036558972,218.67252587717329,578.5394164304519,181.53590100386756,7.619769259320693,7.4426811113758085,0.17708814794488426
55,11000,rician,0.206004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1424.3210423627725,7.121605211813862,8.702910136007864,0.870702941874049,7.832207194133814,156.6441438826763,6.17259867232733,0.45588598467409613,200,309.21502167151317,375.5929055804934,288.15712790397754,369.2366344819121,0,531.7006313935422,352.8154713806809,447.3083093030018,722.5237803889129,7.797950973747696,7.449763403789589,0.34818756995810674
56,11200,rician,0.205204,ou,velocity,False,False,False,full,True,False,False,False,500.0,536.2168199249592,2.6810840996247958,8.422194073213864,4.5760067946337015,4.156156676869656,83.12313353739312,6.312439252293115,0.348689774768427,200,341.3329136864557,344.68350518129097,281.8086817321245,281.09663129972097,0,437.98644860013565,500.29732261232135,162.6551101672951,870.3626014135828,7.546657200212171,7.390948997951734,0.15570820226043658
57,11400,rician,0.204404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1547.6394894939199,7.7381974474696,9.438994353744977,1.3278966869920086,8.43906508486941,168.78130169738824,6.078713697067791,0.4464780082553625,200,312.2354782552904,362.31845449222266,263.0476051717701,301.51352908529964,0,207.07942660463263,306.6709348060556,421.6332424679294,296.51414991567174,7.576558592295806,7.409336999476606,0.16722159281919957
58,11600,rician,0.203604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1493.0323774668136,7.465161887334068,8.555008211085719,0.39183570256755335,8.163172508518162,163.26345017036326,5.968515181056099,0.4617043314129114,200,299.75145195919845,360.8915289836936,137.83202943265562,250.19892602817742,0,577.5360308282138,162.10791751584736,814.2092714004048,415.6901409256182,7.617486808145117,7.4223341634255995,0.1951526447195171
59,11800,rician,0.20280399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1156.2105000470076,5.781052500235038,8.253692753769313,1.7181231379856154,6.535569615783697,130.71139231567395,6.55194061533551,0.4669635846465826,200,363.52473517946305,362.59638497385953,349.23443473819685,358.47266527103636,0,692.3975913155246,141.8388733842728,166.77195394081033,325.35284806522003,7.518754401194435,7.407304255838448,0.1114501453559873
60,12000,rician,0.202004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1316.3285668212368,6.581642834106184,8.539748496999682,0.6588284494494625,7.880920047550219,157.61840095100436,6.000724598782423,0.458910606354475,200,246.6871682549404,329.977524167905,200.75313338388503,172.0494128700989,0,481.5292348866215,514.6391414619047,776.8939484938858,810.0486789386948,7.51066429595992,7.415197852366977,0.09546644359294287
