episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
11,2200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.98259125,0.005,595.9822924821669,2.9799114624108345,7.668416963117456,7.378173173269281,3.550547117022527,19.0,527.524425166853,914.8633159779229,7.378173173269281,,,71.01094234045054,2.514466793038281,0.265,200,46.95746036817381,49.53971623064816,18.419575961731542,17.114567943628682,785.0850784217936,468.62836706834787,547.2313439876121,15.183954462594695,1.965271381674459,1.965271381674459,1.965271381674459,1.965271381674459,0.0,0.0
12,2400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9810079166666666,0.005,250.24695304409664,1.2512347652204832,8.303539662121151,11.182014756318937,1.5332883654417973,22.0,154.22570385363778,668.1937229095928,11.182014756318937,,,30.66576730883595,2.54589363657878,0.23875,200,61.498977900798955,50.13986025217475,26.923136131059174,25.65401287001872,511.6438139195488,384.0181087423887,137.40408768575858,514.2811613529827,1.929272796988404,1.929272796988404,1.929272796988404,1.929272796988404,0.0,0.0
13,2600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9794245833333334,0.005,366.6178179485619,1.8330890897428094,7.411196357677803,8.007854925387495,2.3974944797581603,16.0,536.3841976025235,1083.5056845429335,8.007854925387495,,,47.94988959516321,2.555560046997486,0.2775,200,45.954118038196974,64.30941486444053,23.95556315731458,9.832433858232234,966.1572754374006,488.89264712858886,550.7373651042814,1093.3920076954212,1.9652898495091544,1.9652898495091544,1.9652898495091544,1.9652898495091544,0.0,0.0
14,2800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.97784125,0.005,413.9126855522475,2.0695634277612376,7.535785943379286,7.684038147629692,2.8307784520173707,20.0,723.8232885006844,1274.3830321657665,7.684038147629692,,,56.61556904034741,2.5180558559193478,0.26625,200,38.37400803721995,57.721990818023905,13.475264932834088,34.09013709200342,843.6546576723185,675.4755767614964,704.6494505881632,400.34999802875825,2.0271104639740267,2.0271104639740267,2.0271104639740267,2.0271104639740267,0.0,0.0
15,3000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9762579166666667,0.005,413.9302129874448,2.069651064937224,8.524269516371321,10.019826331085293,2.553027924477019,18.0,92.15306733582625,441.93842431271275,10.019826331085293,,,51.060558489540384,2.5468420473853652,0.27125,200,66.92774355891461,40.50674472049007,22.86069748673753,10.7104486952083,226.86908870307713,578.4450151205793,81.77109534113826,211.42222897091844,2.0621716280075595,2.0621716280075595,2.0621716280075595,2.0621716280075595,0.0,0.0
16,3200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9746745833333333,0.005,158.95436794262432,0.7947718397131216,8.353897246964141,12.379070903987374,1.1156810300811364,23.0,78.91962111735148,591.047808206609,12.379070903987374,,,22.31362060162273,2.5045170868818314,0.2375,200,43.071250218227924,45.58331534952058,6.451101496631625,19.110647290364128,486.71260440746505,274.4328671920503,98.74546983316776,592.0100600505232,2.0030159656371582,2.0030159656371582,2.0030159656371582,2.0030159656371582,0.0,0.0
17,3400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.97309125,0.005,127.32903412799547,0.6366451706399774,7.497843618182846,11.372935380071992,0.9693376365828855,20.0,105.85413162510791,510.65584440968735,11.372935380071992,,,19.386752731657708,2.5311496306451584,0.25375,200,50.98226436215307,49.44611244492609,21.335808840293048,25.271220960415413,880.9472126308611,430.7272650809175,118.48592673204755,530.848731172194,1.9422113580457303,1.9422113580457303,1.9422113580457303,1.9422113580457303,0.0,0.0
18,3600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9715079166666667,0.005,446.7241496973623,2.2336207484868114,7.60263013329451,9.269744749880317,2.604286277304019,15.0,374.7023098677083,879.953345835321,9.269744749880317,,,52.08572554608038,2.4926155837650814,0.2475,200,38.085041909869204,45.56484448613649,8.170683501832563,8.13760483496976,747.697288907199,490.6375104430921,365.5329495400372,259.54148551120903,1.9789932980045242,1.9789932980045242,1.9789932980045242,1.9789932980045242,0.0,0.0
19,3800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9699245833333333,0.005,515.7577174850253,2.5787885874251266,9.728354165238265,9.400500153668402,3.3915420314254017,21.0,316.65433479470573,1017.749855130629,9.400500153668402,,,67.83084062850803,2.5230603914179626,0.24625,200,40.90828497492352,53.703833892364116,22.833433744995276,25.627752645154317,95.56177143168753,267.6613272612326,331.5385371774951,619.8997523910868,2.0533379681845703,2.0533379681845703,2.0533379681845703,2.0533379681845703,0.0,0.0
20,4000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.96834125,0.005,367.39901734771934,1.8369950867385967,7.7661052377941555,9.53207371100943,2.1148566459185507,18.0,180.91305658032354,563.5944439048099,9.53207371100943,,,42.29713291837102,2.5526647083713594,0.265,200,65.86178469562368,46.56516422266309,30.304620294657262,22.773170586928767,855.4897593072949,427.62289884661715,186.49192466156038,277.6867031584728,2.0564139020712693,2.0564139020712693,2.0564139020712693,2.0564139020712693,0.0,0.0
21,4200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9667579166666667,0.005,503.1727941505711,2.5158639707528554,8.756580716077362,9.080995477493857,2.843817946938057,24.0,283.12103767622824,711.1596442836235,9.080995477493857,,,56.87635893876114,2.53499331419401,0.26375,200,57.761803314268406,49.5981077207294,13.078485663784754,20.79945956232937,355.04347491946,230.4019041260697,267.2130352036618,475.4428161894532,2.0918308226531,2.0918308226531,2.0939093327792118,2.0939093327792118,0.002078510126111599,0.002078510126111599
22,4400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9651745833333334,0.005,261.60444296046086,1.3080222148023042,7.830067787705547,9.731893355346482,2.5939738175752085,19.0,147.53982609177365,525.4058871555708,9.731893355346482,,,51.879476351504174,2.5059332719048624,0.24625,200,42.035759605816416,39.824029877640335,2.251416711532251,12.067576364753936,729.0792833996717,513.6761335672318,167.38720087847858,113.83572437624821,2.14330961487452,2.14330961487452,2.1166395366335755,2.1166395366335755,0.026670078240944584,0.026670078240944584
23,4600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.96359125,0.005,571.9969836941675,2.8599849184708375,7.338502536166739,6.9793506567247166,3.5977925454521116,22.0,826.1077923202316,1230.1659188353683,6.9793506567247166,,,71.95585090904223,2.4888057905185685,0.24625,200,40.7402544724405,38.5136598670403,15.071510438504895,13.746499111457974,1016.3192122781422,526.0045508686037,838.3102904945429,328.0809083435973,2.184753834391157,2.184753834391157,2.181037493538729,2.181037493538729,0.0037163408524278907,0.0037163408524278907
24,4800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9620079166666666,0.005,10.045604012419847,0.050228020062099234,7.609334145965079,13.222359300488252,0.3653101359132146,23.0,47.26917700518467,442.7705703627086,13.222359300488252,,,7.306202718264293,2.5328039131312847,0.2625,200,53.78676542693326,49.182330951869886,29.65001290700323,19.99231926744604,774.6432275794903,544.2407950855827,29.65742676662117,600.4940009037655,2.0856130700782893,2.0856130700782893,2.105382186970999,2.105382186970999,0.01976911689270988,0.01976911689270988
25,5000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9604245833333334,0.005,653.7498903991501,3.2687494519957507,7.67061218456804,7.050340652520572,3.716208000318169,17.0,583.5413035977853,1162.0973787234861,7.050340652520572,,,74.32416000636337,2.5155952417240046,0.25875,200,47.34578617850133,46.43677250897826,14.403083834790882,22.072228645407098,838.5459892955046,457.9864772494655,589.3145358992161,282.87777710827686,2.1934965607511603,2.1934965607511603,2.169815219504886,2.169815219504886,0.02368134124627419,0.02368134124627419
26,5200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.95884125,0.005,424.3122668073103,2.1215613340365516,8.919012853583196,9.557911581807932,2.3988390669220063,19.0,320.0010734049493,847.3090341587055,9.557911581807932,,,47.97678133844013,2.505486652308358,0.265,200,45.050174728878574,40.383462004487974,13.074332337985924,17.055304090592028,331.012217859561,200.02094896466107,336.52493402297324,612.0285064196787,2.2746557630347057,2.2746557630347057,2.178623829020929,2.178623829020929,0.09603193401377652,0.09603193401377652
27,5400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9572579166666667,0.005,379.4725783714555,1.8973628918572774,7.6777521078685655,9.014810219325893,2.17093918865028,18.0,546.2574115822812,1016.5271439859081,9.014810219325893,,,43.41878377300561,2.5168873639906932,0.25625,200,46.92022645659266,51.29436051247761,2.345450736394175,22.334357384423573,809.3868094181773,295.66372677775416,560.5778334951638,833.0215446429843,2.2346923545183257,2.2346923545183257,2.178339212710905,2.178339212710905,0.05635314180742057,0.05635314180742057
28,5600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9556745833333333,0.005,637.0725079348165,3.1853625396740823,9.181341750817873,8.68693494625305,3.519250952323488,21.0,628.5509039620943,985.9411478813962,8.68693494625305,,,70.38501904646976,2.559407177440795,0.2625,200,37.71467842277646,74.24725878952499,14.924175430894952,43.0106497103224,191.68134453315201,310.68021898996557,646.0579553231911,558.7759241378083,2.291977080450364,2.291977080450364,2.226228917697069,2.226228917697069,0.06574816275329498,0.06574816275329498
29,5800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9540912500000001,0.005,85.91167690691141,0.429558384534557,7.604631277693294,12.352798546051373,0.7319382769334688,31.0,44.59082989060475,559.0381175601622,12.352798546051373,,,14.638765538669375,2.508547563196567,0.2575,200,48.40025916246359,43.8625030115387,25.011942019064396,14.687859046342144,777.3972262419328,464.6895618871304,25.064423882342243,332.7803384587121,2.319568254272965,2.319568254272965,2.1747016542224618,2.1747016542224618,0.14486660005050345,0.14486660005050345
30,6000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9525079166666667,0.005,77.43878885315739,0.38719394426578696,8.03607603592477,12.331601618815636,0.9231745116339081,27.0,132.36101987418115,558.4283805400574,12.331601618815636,,,18.46349023267816,2.5316390648612894,0.2525,200,58.85959394420731,44.883272985569306,23.03734327702463,4.231088899655388,566.5057438278868,440.8690996025988,127.76575435235524,787.8061852654462,2.2961042201344393,2.2961042201344393,2.1329840828028437,2.1329840828028437,0.16312013733159558,0.16312013733159558
31,6200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9509245833333333,0.005,476.3356253750268,2.381678126875134,7.758102354063796,8.345137567898155,2.6523834477052524,23.0,664.1084622803901,1228.9253950791767,8.345137567898155,,,53.04766895410505,2.4928216795216525,0.24375,200,36.320624664095874,47.984412521025455,13.159323592512386,17.593606166976866,708.0841469006327,182.6007515699006,683.682550878642,302.4692469630684,2.251196036668575,2.251196036668575,2.149738901025502,2.149738901025502,0.10145713564307313,0.10145713564307313
32,6400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.94934125,0.005,379.7233759878328,1.898616879939164,7.496179517805271,9.069187662913635,2.18261299545199,22.0,608.5013630199747,1208.214623521208,9.069187662913635,,,43.652259909039806,2.545762294254499,0.23125,200,47.467527963804415,65.01781681107073,19.86359682180418,20.639142279089814,875.3350116585821,438.7901579383719,599.3001709520291,327.53062075568283,2.2836622681690852,2.2836622681690852,2.1507662164763293,2.1507662164763293,0.13289605169275598,0.13289605169275598
33,6600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9477579166666666,0.005,444.91687079027724,2.224584353951386,8.13909647906693,8.339193249019825,2.600753586814375,22.0,868.2767207626765,1336.001646276275,8.339193249019825,,,52.0150717362875,2.5246842914672043,0.25875,200,52.36338960269813,50.560559298736635,35.0547741752247,25.17151408568306,615.239520811751,164.57350220390845,852.9571503329934,784.4086259374013,2.293825223521896,2.293825223521896,2.164402197395664,2.164402197395664,0.1294230261262319,0.1294230261262319
34,6800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9461745833333334,0.005,149.81790018648323,0.7490895009324161,8.073059425997904,11.778747845671768,1.037740442447151,20.0,67.81233055626872,534.5666378941918,11.778747845671768,,,20.754808848943025,2.509582169607652,0.2725,200,40.755468646226724,51.38166719103592,7.658398832859943,16.271000997343943,559.6838886517746,477.4730170520412,53.92057093048955,514.8703857819011,2.204173323043385,2.204173323043385,2.131265086956002,2.131265086956002,0.07290823608738295,0.07290823608738295
35,7000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.94459125,0.005,615.1365852457105,3.0756829262285525,8.14770898737086,7.538020266893327,3.3473625033249244,19.0,760.8022438967098,1291.1202687379043,7.538020266893327,,,66.9472500664985,2.5020470453181294,0.265,200,46.32187339537881,41.88450265723855,16.539249850067833,20.760429624432238,534.340974210557,198.7326159808168,768.844974166552,407.67675942471783,2.24389005198578,2.24389005198578,2.1660107274236853,2.1660107274236853,0.07787932456209479,0.07787932456209479
36,7200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9430079166666667,0.005,-25.68003617409626,-0.1284001808704813,7.714379509736857,12.415656499778525,0.5565189914084102,26.0,84.9334588004722,640.0782962957993,12.415656499778525,,,11.130379828168206,2.558900645767659,0.25375,200,66.39494284590596,47.39500641987686,22.360790689193514,28.287590465480918,714.8201608531335,497.9054140707449,103.38995981464662,787.6165441795465,2.215931950052144,2.215931950052144,2.1213026236454833,2.1213026236454833,0.09462932640666066,0.09462932640666066
37,7400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9414245833333333,0.005,158.19654890305267,0.7909827445152634,7.496286618681406,10.241439516006702,1.7732857480383253,17.0,135.12982286153644,362.2643728117687,10.241439516006702,,,35.46571496076651,2.5483890738718236,0.25375,200,58.05811920609179,49.337004233286365,29.579491520401703,25.74446113667401,814.4405697146178,477.9526278252357,117.50679699143171,167.22298025135512,2.256129355624916,2.256129355624916,2.111896762142587,2.111896762142587,0.14423259348232875,0.14423259348232875
38,7600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.93984125,0.005,92.27864983662566,0.4613932491831283,7.992165124183986,13.087037828489942,0.7629704885306978,15.0,114.09824020195097,621.3578111627301,13.087037828489942,,,15.259409770613956,2.5701274346058547,0.2325,200,47.86267226651353,75.02904065292121,13.835487416163842,42.377145105864706,602.7109282633105,391.9642193143014,108.01935086196409,1008.7600738549085,2.1640635661862495,2.1640635661862495,2.076398702310695,2.076398702310695,0.08766486387555439,0.08766486387555439
39,7800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9382579166666667,0.005,484.05300089976686,2.4202650044988343,7.536214787628764,7.145711509552714,3.3910552031472094,19.0,524.0141580684874,1019.7373204253132,7.145711509552714,,,67.82110406294419,2.557449958110325,0.27625,200,59.95024594708863,42.375792407474684,22.236633693231948,10.823761166433874,829.7695767876259,518.3029158972128,505.23319749609226,265.8926314910683,2.16403922477234,2.16403922477234,2.110107843357785,2.110107843357785,0.053931381414555,0.053931381414555
40,8000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9366745833333333,0.005,396.23861160786925,1.9811930580393462,8.695642853637837,10.357398957581573,2.2604480410124057,27.0,196.29316827710016,897.1993144114908,10.357398957581573,,,45.20896082024812,2.5638342327023405,0.25625,200,73.5997744821056,41.16193852776842,55.92291547213711,28.685078373301387,367.949062374894,282.9790729845289,215.409808460563,343.05584573707154,2.171318794527033,2.171318794527033,2.113866348299151,2.113866348299151,0.057452446227881815,0.057452446227881815
41,8200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.93509125,0.005,-85.72276281935667,-0.4286138140967834,7.255411591408776,13.002077085714086,0.28803567648245293,18.0,48.677492443420206,466.58857683743315,13.002077085714086,,,5.760713529649061,2.529253550660546,0.26375,200,56.499893337166746,44.517707245198785,21.145476052138314,20.6190984820243,1041.683424424131,512.882099332693,61.3490777537153,562.0621794627679,2.0435296810042525,2.0435296810042525,2.0693338928889875,2.0693338928889875,0.02580421188473503,0.02580421188473503
42,8400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9335079166666667,0.005,707.6463404528602,3.5382317022643006,9.395489574416853,8.281791849024415,3.817868155478632,22.0,366.73655083745683,953.4818159299341,8.281791849024415,,,76.35736310957263,2.5292271814476455,0.27125,200,46.94198195754987,56.62041333258295,5.682351161077675,28.28794937735277,102.7362987456339,368.5614747915626,346.8373355568173,290.39341356961216,2.1047243978994237,2.1047243978994237,2.110965661045884,2.110965661045884,0.006241263146460341,0.006241263146460341
43,8600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9319245833333334,0.005,359.5202229019874,1.7976011145099369,7.337589857320493,8.524347556496222,2.1020549925644896,17.0,519.6084557738868,924.1993841016443,8.524347556496222,,,42.04109985128979,2.5174418058170405,0.26625,200,53.08994522540046,44.489737166984,36.55190972507227,27.759100742078857,963.7466699744334,484.6740737394589,523.8205429868437,801.8517802373696,2.0299375202550425,2.0299375202550425,2.1107584361974796,2.1107584361974796,0.08082091594243712,0.08082091594243712
44,8800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.93034125,0.005,688.1049529915456,3.4405247649577277,8.27595135973615,7.354641575438727,3.7228237138799574,23.0,505.37390832968833,1107.63765635753,7.354641575438727,,,74.45647427759914,2.5894808640782183,0.27625,200,56.54635298908832,67.40745143328493,32.021434754068515,39.12187306247579,478.4397454994363,218.73739810714113,500.85743378057794,383.969994057366,2.1978131991533796,2.1978131991533796,2.1473962834175357,2.1473962834175357,0.05041691573584384,0.05041691573584384
45,9000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9287579166666666,0.005,869.3736467629979,4.346868233814989,9.679678262716887,7.852884911007575,4.619640444949711,21.0,343.680814930915,927.046681002728,7.852884911007575,,,92.39280889899423,2.510479918379011,0.2525,200,33.065493607636775,58.035299878590415,13.8672594709509,31.05281157778382,124.85715288904295,286.06439557308113,362.0409362258897,272.8089929037909,2.242984821384957,2.242984821384957,2.2023350425626953,2.2023350425626953,0.040649778822261506,0.040649778822261506
46,9200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9271745833333334,0.005,398.41620925816187,1.9920810462908094,9.19157100755094,9.548421272560903,2.4213320464789443,19.0,394.37040247951916,832.4797678146239,9.548421272560903,,,48.426640929578895,2.5570001455461218,0.26625,200,52.36465444514419,59.710639197104065,18.929773893525216,39.179402608758764,209.49106815840145,341.8818562337144,387.11298149436556,1113.465465312821,2.2441094703628033,2.2441094703628033,2.207095846995657,2.207095846995657,0.03701362336714631,0.03701362336714631
47,9400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.92559125,0.005,418.29883911638217,2.0914941955819106,8.220525691945406,8.517622537963346,3.1340115204627703,22.0,666.9371897452489,1098.9824362622867,8.517622537963346,,,62.680230409255415,2.5799101033476814,0.24125,200,45.18263151118493,75.66005996264582,17.248425766984795,27.235745474823197,385.92657200435656,641.0211302207038,651.7446308143192,590.8155983481471,2.292263086953428,2.292263086953428,2.2268174570694255,2.2268174570694255,0.06544562988400271,0.06544562988400271
48,9600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9240079166666667,0.005,352.92913702404246,1.7646456851202124,8.370333313464226,9.000447335933961,2.29246809853473,25.0,534.9330268762203,1177.267568237795,9.000447335933961,,,45.84936197069461,2.570113646547796,0.25875,200,59.18672464538521,62.76558862658488,44.1729404425936,39.532243332503256,352.7643886197564,561.842652993098,554.8212555844796,682.2544814212686,2.23092394426399,2.23092394426399,2.2281851787666196,2.2281851787666196,0.002738765497370288,0.002738765497370288
49,9800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9224245833333333,0.005,597.1084450982268,2.985542225491134,7.652650604505783,6.889293875420017,3.595556276776946,19.0,548.8913426928343,1132.6666668797955,6.889293875420017,,,71.91112553553893,2.5282514224829247,0.2725,200,55.92249069059095,46.47786075661246,22.24092773385,8.094387965327902,793.8377144544708,474.4512579685182,552.9664971672303,362.1143584138074,2.374104844256164,2.374104844256164,2.256090711379075,2.256090711379075,0.11801413287708895,0.11801413287708895
50,10000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9208412500000001,0.005,450.34022957849436,2.2517011478924718,7.596331406231502,7.842090572435189,2.5328891596634446,20.0,645.305660571266,1196.4378388692483,7.842090572435189,2.4721371762220663,2.4721371762220663,50.657783193268905,2.5009450101524795,0.27125,200,45.82043184566052,40.09623670656263,22.90517207104929,4.024409120386261,760.2139757711998,409.8812768414888,632.6365925346931,508.943872328501,2.4545905766576412,2.4545905766576412,2.2616266803447624,2.2616266803447624,0.1929638963128788,0.1929638963128788
51,10200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9192579166666667,0.005,590.2118790826773,2.951059395413387,7.853430079190038,7.843033517263824,3.222502353108308,15.0,328.01561569330954,707.8074507737964,7.843033517263824,,2.4721371762220663,64.45004706216615,2.5000199855290823,0.2775,200,41.392492093043955,45.42720200229401,4.438779858857185,26.798972552154126,681.2357725873936,230.88468350148315,347.5624366967114,460.4553131396525,2.483096521927794,2.483096521927794,2.2804673798107142,2.2804673798107142,0.20262914211707983,0.20262914211707983
