episode,bs_beamformer,uav_trajectory,jammer_beamformer
1,-0.4562370628786559,-0.4562370628786559,-0.4562370628786559
2,0.03591495486232918,0.03591495486232918,0.03591495486232918
3,-0.1369167149261799,-0.1369167149261799,-0.1369167149261799
4,-0.19259534358933944,-0.19259534358933944,-0.19259534358933944
5,0.10031175062057468,0.10031175062057468,0.10031175062057468
6,-0.11695065486672368,-0.11695065486672368,-0.11695065486672368
7,-1.0071267170128058,-1.0071267170128058,-1.0071267170128058
8,0.25404585036070526,0.25404585036070526,0.25404585036070526
9,0.5712364434570116,0.5712364434570116,0.5712364434570116
10,0.34721799674399484,0.34721799674399484,0.34721799674399484
11,0.9602048987867431,0.9602048987867431,0.9602048987867431
12,0.7400168076229136,0.7400168076229136,0.7400168076229136
13,0.695649122203191,0.695649122203191,0.695649122203191
14,0.6924356242984608,0.6924356242984608,0.6924356242984608
15,0.679266478610511,0.679266478610511,0.679266478610511
16,0.7327509208554436,0.7327509208554436,0.7327509208554436
17,0.7134684244045014,0.7134684244045014,0.7134684244045014
18,0.5946819942144936,0.5946819942144936,0.5946819942144936
19,0.5425346887805556,0.5425346887805556,0.5425346887805556
20,0.5049185856740867,0.5049185856740867,0.5049185856740867
21,0.48513705088464687,0.48513705088464687,0.48513705088464687
22,0.46564718391130777,0.46564718391130777,0.46564718391130777
23,0.4631547082324811,0.4631547082324811,0.4631547082324811
24,0.4392231372193428,0.4392231372193428,0.4392231372193428
25,0.4209026466330911,0.4209026466330911,0.4209026466330911
26,0.36093316700442524,0.36093316700442524,0.36093316700442524
27,0.4076448339601811,0.4076448339601811,0.4076448339601811
28,0.42076476437584404,0.42076476437584404,0.42076476437584404
29,0.3730280469129694,0.3730280469129694,0.3730280469129694
30,0.3655077313925588,0.3655077313925588,0.3655077313925588
31,0.3078772958282403,0.3078772958282403,0.3078772958282403
32,0.31052185552234063,0.31052185552234063,0.31052185552234063
33,0.3159984809438694,0.3159984809438694,0.3159984809438694
34,0.30300449952213865,0.30300449952213865,0.30300449952213865
35,0.29984022963089674,0.29984022963089674,0.29984022963089674
36,0.29749816396051565,0.29749816396051565,0.29749816396051565
37,0.28399384368698577,0.28399384368698577,0.28399384368698577
38,0.24943893044352033,0.24943893044352033,0.24943893044352033
39,0.26069740718917633,0.26069740718917633,0.26069740718917633
40,0.28524169169149555,0.28524169169149555,0.28524169169149555
41,0.27625976731846696,0.27625976731846696,0.27625976731846696
42,0.27075122130585644,0.27075122130585644,0.27075122130585644
43,0.2838748585473093,0.2838748585473093,0.2838748585473093
44,0.2785957233384842,0.2785957233384842,0.2785957233384842
45,0.2636754762672184,0.2636754762672184,0.2636754762672184
46,0.27458855833767976,0.27458855833767976,0.27458855833767976
47,0.251515025623514,0.251515025623514,0.251515025623514
48,0.2616705451852214,0.2616705451852214,0.2616705451852214
49,0.263934516162111,0.263934516162111,0.263934516162111
50,0.2418757928950418,0.2418757928950418,0.2418757928950418
51,0.2315377266562999,0.2315377266562999,0.2315377266562999
52,0.2202653896610663,0.2202653896610663,0.2202653896610663
53,0.23182219487324984,0.23182219487324984,0.23182219487324984
54,0.22056473241468233,0.22056473241468233,0.22056473241468233
55,0.20357774254598304,0.20357774254598304,0.20357774254598304
56,0.21986434881355998,0.21986434881355998,0.21986434881355998
57,0.21144133644041202,0.21144133644041202,0.21144133644041202
58,0.20608004062652452,0.20608004062652452,0.20608004062652452
59,0.2089773997383577,0.2089773997383577,0.2089773997383577
60,0.21732076091670488,0.21732076091670488,0.21732076091670488
61,0.20881888191343972,0.20881888191343972,0.20881888191343972
62,0.19446407517057485,0.19446407517057485,0.19446407517057485
63,0.19590351543484844,0.19590351543484844,0.19590351543484844
64,0.21136412496003618,0.21136412496003618,0.21136412496003618
65,0.21768177776282088,0.21768177776282088,0.21768177776282088
66,0.21544153656455017,0.21544153656455017,0.21544153656455017
67,0.20603552375659157,0.20603552375659157,0.20603552375659157
68,0.23659409313546104,0.23659409313546104,0.23659409313546104
69,0.2521765728785189,0.2521765728785189,0.2521765728785189
70,0.22415035781259873,0.22415035781259873,0.22415035781259873
71,0.2660365549958365,0.2660365549958365,0.2660365549958365
72,0.2922196806820538,0.2922196806820538,0.2922196806820538
73,0.41814260552771515,0.41814260552771515,0.41814260552771515
74,0.2027503135988318,0.2027503135988318,0.2027503135988318
75,0.21934044138363745,0.21934044138363745,0.21934044138363745
76,0.21611513099072116,0.21611513099072116,0.21611513099072116
77,0.23015842465480088,0.23015842465480088,0.23015842465480088
78,0.24063426800101786,0.24063426800101786,0.24063426800101786
79,0.27313811116526776,0.27313811116526776,0.27313811116526776
80,0.2537164171381352,0.2537164171381352,0.2537164171381352
81,0.24053695261282326,0.24053695261282326,0.24053695261282326
82,0.12845924405286202,0.12845924405286202,0.12845924405286202
83,0.2572798372388799,0.2572798372388799,0.2572798372388799
84,0.19753090238936172,0.19753090238936172,0.19753090238936172
85,0.2090190712283602,0.2090190712283602,0.2090190712283602
86,0.14143355057640514,0.14143355057640514,0.14143355057640514
87,0.13430853445603133,0.13430853445603133,0.13430853445603133
88,0.14958435753708715,0.14958435753708715,0.14958435753708715
89,0.1767708719625514,0.1767708719625514,0.1767708719625514
90,0.19159043570639603,0.19159043570639603,0.19159043570639603
91,0.18173938769622025,0.18173938769622025,0.18173938769622025
92,0.1918254950052464,0.1918254950052464,0.1918254950052464
93,0.17929138912589923,0.17929138912589923,0.17929138912589923
94,0.203972220025675,0.203972220025675,0.203972220025675
95,0.16241918439366843,0.16241918439366843,0.16241918439366843
96,0.22206636922453765,0.22206636922453765,0.22206636922453765
97,0.138999436422822,0.138999436422822,0.138999436422822
98,0.14117424260926423,0.14117424260926423,0.14117424260926423
99,0.13038020405122877,0.13038020405122877,0.13038020405122877
100,0.13998056896021494,0.13998056896021494,0.13998056896021494
