episode,epsilon,episode_reward_bps_step,avg_R_sec_mbps,episode_secrecy_mbits,rolling100_avg_R_sec_mbps
1,0.99527375,748261614.8457643,3.7413080742288214,74.82616148457643,3.7413080742288214
