episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,tau,reward_scale_divisor,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,mean_q_value,critic_loss,actor_loss,rolling_reward_variance,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
11,2200,rician,0.08323649980475284,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1178.4985086276347,5.892492543138173,8.434196381513074,0.8048754044539275,7.629320977059144,,,152.58641954118286,6.936034530495315,0.4882472777366638,200,314.1768179495671,361.1525364936651,293.71594587190316,350.34628662989013,0,484.2743256678574,518.021779060202,693.6286102386468,992.2612963124329,8.208208084106445,0.03343205899000168,-8.259172439575195,1.5133954331106763,7.567456846011598,7.567456846011598,7.567456846011598,7.567456846011598,0.0,0.0
12,2400,rician,0.07531361607788178,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,-163.89113002902732,-0.8194556501451367,8.737871579647914,9.079739143948947,0.4120471884473653,,,8.240943768947307,6.939996298840997,0.49030421681702135,200,380.9758895155905,340.8762080229875,380.266922991369,319.1673205095102,0,501.6643947517058,339.3710036976226,25.87017014499912,826.5869027196712,8.726993560791016,0.04262675344944,-8.713401794433594,5.474554697412806,6.971172707881244,6.971172707881244,6.971172707881244,6.971172707881244,0.0,0.0
13,2600,rician,0.0681448737036236,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,689.4089050329144,3.447044525164572,9.45313598081928,8.589505765464775,4.22863874587298,,,84.57277491745961,6.82306905477191,0.20193642238155007,200,376.8060628854446,377.29603562535624,285.3518936686577,275.62859254599135,0,386.63735172711324,90.05957280689577,361.8511821854232,757.9265600529843,9.123908996582031,0.046536657959222794,-9.13984203338623,5.475733899166613,6.760208556957532,6.760208556957532,6.760208556957532,6.760208556957532,0.0,0.0
14,2800,rician,0.06165848957883975,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1253.5197639552564,6.267598819776282,9.237916023994726,3.809440215935542,6.973027983053825,,,139.4605596610765,6.1602043520202425,0.3330470880959183,200,342.4474169280227,332.2532308223954,131.87599883728106,123.20052437388976,0,368.5715524480068,275.6430947927588,721.8299835659542,426.4096836228336,9.709675788879395,1.2498475313186646,-9.931028366088867,5.106116043220524,6.775409944535839,6.775409944535839,6.775409944535839,6.775409944535839,0.0,0.0
15,3000,rician,0.05578951329014982,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1141.4810312442055,5.707405156221028,9.221260595232861,2.5072463651067465,6.714014230126113,,,134.28028460252227,6.915002397131725,0.4891715595126152,200,378.68679103410227,369.38633704005457,376.13699745666906,361.15154454550964,0,490.1234537421388,599.5742317012594,173.44374643878388,708.0766900634142,10.68427562713623,0.3346407115459442,-10.819354057312012,4.76576982133436,6.771316896908524,6.771316896908524,6.771316896908524,6.771316896908524,0.0,0.0
16,3200,rician,0.05047917674292099,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1352.6869131244796,6.763434565622398,8.992397698831445,1.3659853477844437,7.626412351047005,,,152.52824702094009,6.8573530633635995,0.4898264862596989,200,377.6600879035079,377.02665212295784,353.97133005146657,294.0725184592272,0,246.02728925922918,234.75427889977823,283.21173230616375,416.65623229731597,11.37911605834961,0.17539682984352112,-11.513208389282227,4.52967161213407,6.82476036279218,6.82476036279218,6.82476036279218,6.82476036279218,0.0,0.0
17,3400,rician,0.045674305695958727,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1076.3064678119279,5.381532339059639,8.38595145259793,0.6212924227510123,7.764659029846908,,,155.29318059693816,6.916936953858923,0.49304918572306633,200,279.1781070209824,278.59891117257723,271.72187587407007,121.70100710801283,0,586.7343555249862,611.6262988452168,713.0660881924722,676.4864207483466,12.291438102722168,0.44560569524765015,-12.45755386352539,4.2729579316620265,6.880048519677752,6.880048519677752,6.880048519677752,6.880048519677752,0.0,0.0
18,3600,rician,0.041326787309391703,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1132.2763081804173,5.661381540902087,7.855865183623835,0.3733759918062016,7.482489191817641,,,149.64978383635284,6.875873401227365,0.4335726934950799,200,354.0059444642304,312.9771150224705,315.4501723681668,269.66910477573583,0,737.0186026212823,438.95701260373625,667.9583089515027,588.7707504601187,12.74819564819336,3.0759050846099854,-12.899490356445312,4.036263688874816,6.913517445907746,6.913517445907746,6.913517445907746,6.913517445907746,0.0,0.0
19,3800,rician,0.037393088374123105,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1238.7697190369604,6.193848595184802,7.88292340602108,0.8888322705881339,6.994091135432953,,,139.88182270865906,6.606903235043741,0.3988766970438883,200,357.30308135531413,373.40807210018016,347.2387277843241,348.63326321656115,0,1062.0124009499796,637.9494082044464,328.0894712909911,454.0150408346907,13.345903396606445,1.4007915258407593,-13.468406677246094,3.8327918492452056,6.917758166409072,6.917758166409072,6.917758166409072,6.917758166409072,0.0,0.0
20,4000,rician,0.03383381939871293,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,966.729337150075,4.8336466857503755,8.545121933736514,1.603117709802573,6.942004223933943,,,138.84008447867888,6.135408553525707,0.4723074799031019,200,276.60192647822424,130.4029319945958,238.588992503282,119.29204840090748,0,396.1004732498094,491.21800918552657,460.19533441172825,947.8773409909755,14.19212818145752,0.06161017343401909,-14.380901336669922,3.684794825721956,6.918970469285315,6.918970469285315,6.918970469285315,6.918970469285315,0.0,0.0
21,4200,rician,0.03061334018874199,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1300.5873838153652,6.502936919076826,8.497957367927889,0.9138134238157571,7.584143944112136,,,151.68287888224273,5.937795739130516,0.4325682761333883,200,288.64237243911487,363.8137290869313,154.71917576539346,354.44257225573483,0,548.4851774494728,409.1949816481861,197.39750412264468,216.09620379598886,14.73928165435791,0.22816386818885803,-14.970452308654785,3.5354325852534987,7.00682774124693,7.00682774124693,6.950645396658021,6.950645396658021,0.05618234458890914,0.05618234458890914
22,4400,rician,0.02769940296918699,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1018.1971128334416,5.090985564167208,9.025803381511848,2.6472852580792807,6.37851812343257,,,127.5703624686514,6.7592417422301265,0.4591269888635725,200,371.2728343732302,334.35350299043273,328.96997350623263,313.5747198433293,0,445.8393152994232,524.1020620891129,222.87060786660132,840.772831919764,15.59145736694336,4.399991035461426,-15.796058654785156,3.395352295704315,6.926012861321702,6.926012861321702,6.9246396115114095,6.9246396115114095,0.0013732498102925206,0.0013732498102925206
23,4600,rician,0.02506282947626743,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1114.4399160157607,5.572199580078803,7.643061446818724,0.6396762319372774,7.003385214881454,,,140.0677042976291,6.151047018980486,0.482361930757761,200,299.7942486381635,276.703110116929,277.20211805346327,177.51129413234995,0,1123.0004247220943,708.8723439378913,948.368985108562,1072.7217295809742,16.490398406982422,0.08774669468402863,-16.64756965637207,3.2490289467890836,6.851166500514661,6.851166500514661,6.928063333397064,6.928063333397064,0.07689683288240268,0.07689683288240268
24,4800,rician,0.022677218785372842,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1466.7132203593767,7.333566101796883,9.136583457193613,0.379915964765858,8.756667492427756,,,175.13334984855513,6.471830868177668,0.2401140596542973,200,269.40501281732344,380.99359001220097,240.25553408062353,380.9691262195248,0,386.1314503686212,517.3875094621893,699.0664234158298,564.5284015650944,16.90372657775879,0.10530529916286469,-17.104331970214844,3.2148817423778095,7.034252331742598,7.034252331742598,7.004255173356675,7.004255173356675,0.029997158385922873,0.029997158385922873
25,5000,rician,0.02051868294945022,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1292.9187056959413,6.464593528479707,8.811350759748699,0.8288787235663861,7.982472036182315,,,159.6494407236463,6.741207710361935,0.41841266832314433,200,284.75115793944155,372.6371735467206,259.4057029011086,350.1519669111924,0,526.7966801716691,565.2171367975218,844.0263548480515,965.5475463244074,17.826812744140625,0.3574550151824951,-18.14241600036621,3.102856417107443,7.007298264106533,7.007298264106533,7.043383847869701,7.043383847869701,0.036085583763168394,0.036085583763168394
26,5200,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1206.221591624463,6.031107958122314,9.203127407675908,1.9016757695793416,7.301451638096565,,,146.0290327619313,6.878403000246589,0.4821748933196068,200,254.7095719254406,380.9600457176974,198.25215652418186,379.8636839158465,0,299.0935462064965,565.6474484011898,302.05604260702796,559.2803968408057,18.571823120117188,0.12798205018043518,-18.79168701171875,2.984952955469836,6.977359942948796,6.977359942948796,7.053309532109195,7.053309532109195,0.07594958916039918,0.07594958916039918
27,5400,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1089.9095732765336,5.449547866382668,9.363614879281625,3.2199197202774132,6.143695159004209,,,122.87390318008418,5.924186357637791,0.4454913028888404,200,262.34590459774967,380.9976309146993,204.61423392179955,380.9807125547599,0,125.54124190469679,523.1615059443726,148.34418607340794,731.0117945084555,19.02444839477539,0.10357407480478287,-19.420024871826172,2.8798798932526903,6.902395805808316,6.902395805808316,7.019620110883085,7.019620110883085,0.11722430507476833,0.11722430507476833
28,5600,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1183.327820493788,5.91663910246894,8.740650287171835,0.2866692300482217,8.453981057123617,,,169.07962114247232,6.902595317624178,0.4370372474635951,200,245.9021064566929,236.91039905676402,235.93728678927127,225.8517941336815,0,325.22873188961563,505.6316833900794,1059.323764518856,717.2904563965866,19.137849807739258,0.1057218462228775,-19.49138641357422,2.777303520810482,6.940367700016364,6.940367700016364,7.070847287534533,7.070847287534533,0.13047958751816857,0.13047958751816857
29,5800,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1146.4471936752389,5.7322359683761945,9.197366441100463,1.3541731227652527,7.843193318335201,,,156.86386636670406,6.922476455603647,0.4725159154087305,200,301.8098029369678,327.64535215057737,281.4194570407246,304.18912741091884,0,351.81154975221966,569.4333824590879,318.23661466522304,555.9423121568512,19.461261749267578,0.060299620032310486,-19.7634220123291,2.6818542061077215,6.8603918386181375,6.8603918386181375,7.09747990928628,7.09747990928628,0.23708807066814241,0.23708807066814241
30,6000,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1621.2534010147585,8.106267005073793,10.323741785760285,0.9888148252448072,9.334926960515478,,,186.6985392103096,6.83620895645449,0.305317079598899,200,375.6089696037897,321.49173254181335,355.7377054789162,270.6028727475308,0,117.79409480798131,193.99617738021354,333.0728267078002,427.97977001651606,19.431291580200195,0.1389690488576889,-19.861570358276367,2.7598760126092183,6.977457000037458,6.977457000037458,7.172061477660587,7.172061477660587,0.1946044776231286,0.1946044776231286
31,6200,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1102.959226420363,5.514796132101814,8.313391409292043,1.9955147131771709,6.317876696114868,,,126.35753392229736,6.874520743690527,0.4606092809140682,200,375.67572819899414,380.41325301773276,367.41855436786346,378.86386596726715,0,511.20214478193355,306.6758565173374,287.8159386830072,806.6201217808274,19.515178680419922,0.1545710563659668,-19.817764282226562,2.6755484165855354,6.911884785990244,6.911884785990244,7.144507129868789,7.144507129868789,0.2326223438785453,0.2326223438785453
32,6400,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1383.9472181910876,6.919736090955438,9.154693639732292,1.1363034499277762,8.018390189804514,,,160.36780379609027,6.878452997047728,0.35477642655954694,200,376.15035635434737,350.8672686018241,373.1858194793308,336.04146292408245,0,199.7259124991227,223.5578693018891,485.2708306780196,746.4113954137055,19.959522247314453,0.022313212975859642,-20.07563018798828,2.624018073330247,7.292201936058102,7.292201936058102,7.171815975491781,7.171815975491781,0.12038596056632045,0.12038596056632045
33,6600,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1412.6002151880568,7.063001075940284,8.266242674714203,0.24503498727810524,8.021207687436108,,,160.42415374872218,6.913219661850622,0.273595398053294,200,368.3963035165583,380.9973297301134,360.44238847798897,380.97839472993024,0,576.870214668439,523.5587082487368,964.8953776382107,234.4013376088796,19.79315948486328,0.018870322033762932,-20.005027770996094,2.5827249555180414,7.481830383136258,7.481830383136258,7.197555118277974,7.197555118277974,0.2842752648582847,0.2842752648582847
34,6800,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1161.8518882762357,5.809259441381179,7.443977598620606,0.2039380247346083,7.240039573885999,,,144.80079147772,6.940723451886524,0.4973598621785641,200,274.45423850296686,380.9986009727325,253.78471480466928,380.96214091766035,0,1232.5142276903248,708.8723439378913,938.4389659953981,668.2288616179335,19.89794158935547,0.015891045331954956,-20.133892059326172,2.5073859952862025,7.4951809626778685,7.4951809626778685,7.198804661089974,7.198804661089974,0.29637630158789463,0.29637630158789463
35,7000,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1461.908967672432,7.30954483836216,8.219003192542822,0.07465848770643015,8.144344704836389,,,162.8868940967278,6.935904495971805,0.48125455878674983,200,380.63270001515497,380.99244219608244,377.8742290842225,380.9321435680684,0,543.9291093268567,195.59100802130385,761.4728227572367,102.65632994691013,19.939746856689453,0.028037695214152336,-20.061965942382812,2.4868438994917903,7.566697486413382,7.566697486413382,7.2258200909113,7.2258200909113,0.3408773955020816,0.3408773955020816
36,7200,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1411.2085287740756,7.056042643870378,8.51606239640797,0.678184557388756,7.837877839019214,,,156.75755678038428,6.8358420786421625,0.4972978639602661,200,371.6937401023842,380.9974011313659,310.0189382380135,380.9688355209543,0,670.049523677651,388.5397791369606,654.6378932155585,742.2226784590547,19.876056671142578,0.019775396212935448,-19.975561141967773,2.448371266784065,7.577270760811993,7.577270760811993,7.242821695025409,7.242821695025409,0.3344490657865844,0.3344490657865844
37,7400,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1326.1217586945254,6.630608793472627,9.417260867008588,1.2410901928066003,8.176170674201991,,,163.52341348403982,6.898322212885334,0.4962889374047518,200,370.3078059550763,297.78433014972956,317.2779264821926,209.65760083902268,0,220.3914374530586,623.6547026442512,589.4211479466602,967.1882571750652,19.53579330444336,0.21018086373806,-19.74152183532715,2.391970074417229,7.597846343029746,7.597846343029746,7.268047343111263,7.268047343111263,0.3297989999184825,0.3297989999184825
38,7600,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1118.8503767191603,5.594251883595802,8.362270895553353,1.1662129434434838,7.196057952109869,,,143.9211590421974,6.90204453359965,0.4968058077991009,200,377.6206563158712,298.47384086419964,368.6629118839568,279.89296243738175,0,493.49684922992424,115.87924019642652,327.0736472015036,588.9004136531786,19.793987274169922,0.04288296028971672,-19.91977310180664,2.334058088037126,7.583524781044356,7.583524781044356,7.266152885453332,7.266152885453332,0.3173718955910241,0.3173718955910241
39,7800,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1013.1459378672572,5.065729689336286,8.176574381487907,1.1762013127288113,7.000373068759097,,,140.00746137518195,6.737051592917541,0.49674900390207766,200,327.94898211055875,292.5384537397069,293.11109806430903,275.0344422622661,0,761.8835094006691,516.6233481032843,361.10545225880554,467.4536203982936,19.751487731933594,0.06311318278312683,-19.88932991027832,2.2972412385561465,7.583838877710664,7.583838877710664,7.259338018358608,7.259338018358608,0.32450085935205664,0.32450085935205664
40,8000,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1163.7006974511512,5.818503487255756,7.769055908000426,0.4353234692738089,7.333732438726615,,,146.6746487745323,6.878342522667695,0.4958632895350456,200,339.61743218946674,380.9920366056375,327.4701645210865,380.9636856888336,0,845.6392348369394,506.6113981439982,937.4016131985843,602.9713831305021,19.90015411376953,5.620871067047119,-19.99042320251465,2.2406241083785856,7.603425288450299,7.603425288450299,7.261197878867807,7.261197878867807,0.34222740958249176,0.34222740958249176
41,8200,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1019.7642738458663,5.098821369229332,7.882761632355985,1.063651168663467,6.819110463692521,,,136.3822092738504,6.941670207635974,0.49503679901361464,200,282.119347275142,380.99730619180934,272.3330146233042,380.9812512879237,0,836.2638551848697,510.1552387227703,317.77418460529213,631.7994864027578,19.96364402770996,0.009615401737391949,-20.05411148071289,2.2051568038781784,7.565173614429318,7.565173614429318,7.250415258985484,7.250415258985484,0.3147583554438338,0.3147583554438338
42,8400,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1161.3642473201676,5.806821236600838,8.395045443974226,0.22124897177549013,8.173796472198733,,,163.47592944397468,6.939511666629046,0.496329755038023,200,294.78539997549814,300.6472229669451,275.65481636265594,280.2514113091475,0,629.3435710980696,512.1881656557945,896.333550453221,601.7479714665396,19.789955139160156,0.045009512454271317,-19.88324546813965,2.1533086550328435,7.654937531867627,7.654937531867627,7.272400525966751,7.272400525966751,0.38253700590087547,0.38253700590087547
43,8600,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,842.1225396326665,4.210612698163333,8.193918907137155,2.1483961770786446,6.04552273005851,,,120.91045460117022,6.89177411905244,0.4954408611357212,200,279.95838149499644,377.11253729754554,272.3669375770702,371.4462509318897,0,668.7010634057393,531.6300055951425,329.7314741068792,689.2210000696007,20.017728805541992,5.669726848602295,-20.12371063232422,2.1736061569339067,7.607044407626479,7.607044407626479,7.243868484201443,7.243868484201443,0.363175923425036,0.363175923425036
44,8800,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1318.6015786977828,6.593007893488914,8.549732692591967,0.41009734264869807,8.139635349943273,,,162.7927069988655,6.941526161291782,0.4966439674794674,200,301.9157999759027,380.9970508551082,280.1190739422185,380.98567112386246,0,667.9716270702432,571.3822796956603,373.89332699234654,254.90275993222232,19.872337341308594,0.018473638221621513,-19.996337890625,2.13397425151052,7.576192800502254,7.576192800502254,7.264226822059212,7.264226822059212,0.31196597844304197,0.31196597844304197
45,9000,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1743.416507205087,8.717082536025435,9.606964436946834,0.05848802598687553,9.54847641095997,,,190.9695282191994,6.890677565987926,0.49737562127411367,200,378.2664355719566,379.3393740885865,374.38761747658236,355.86343025973275,0,266.17655658865,287.7816133724987,784.1634284880123,122.6620318478847,19.71567726135254,0.0701681524515152,-19.794736862182617,2.253534324002845,7.654493019241137,7.654493019241137,7.314987924034783,7.314987924034783,0.33950509520635386,0.33950509520635386
46,9200,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1026.5533523822312,5.132766761911156,9.117814734000337,2.5377295610699466,6.580085172930385,,,131.60170345860772,6.9411359389606835,0.48967923678457737,200,380.99763005749134,322.8670637586157,380.97893523588897,298.6516020815596,0,507.86790189052124,313.64029597701654,205.20540386734802,603.0131369458647,19.887922286987305,0.016590621322393417,-20.00933837890625,2.2207799566122297,7.618424695982827,7.618424695982827,7.299011777271645,7.299011777271645,0.3194129187111816,0.3194129187111816
47,9400,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1621.8542780694113,8.109271390347056,10.031703416449998,0.3150887698463184,9.716614646603684,,,194.3322929320737,6.851114583646648,0.4981313826143742,200,372.3686842961043,245.96278025894753,348.75967014204485,228.60847285117785,0,195.710708385446,317.11678527969417,610.6134024043723,372.29584058949007,19.940082550048828,0.012923947535455227,-19.99382781982422,2.2672752332807833,7.797070670362802,7.797070670362802,7.3504501361936025,7.3504501361936025,0.4466205341691998,0.4466205341691998
48,9600,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,850.1446930786516,4.250723465393258,8.450827067869294,2.2310066732156857,6.2200387748931405,,,124.40077549786281,6.930475803166596,0.4955242145806551,200,324.0573110704253,329.99937081029805,299.43232739923616,306.46521777485714,0,716.4425656955472,631.2892593609236,205.18739321404163,606.9734247925396,19.991249084472656,0.08684194833040237,-19.97956085205078,2.284814252284437,7.685373556251278,7.685373556251278,7.326899899499843,7.326899899499843,0.3584736567514355,0.3584736567514355
49,9800,rician,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1138.094647838155,5.690473239190775,8.818172272095875,1.3384871168284533,7.479685155267425,,,149.5937031053485,6.9415217225082495,0.4936371922492981,200,380.9969151529099,45.28991467298446,380.89810949419774,42.070576918404164,0,635.1425726409552,648.1402792146233,542.7677548844662,975.8847765132741,20.271320343017578,0.0975974053144455,-20.32642364501953,2.2400458925900697,7.66719814809789,7.66719814809789,7.330017965944079,7.330017965944079,0.3371801821538112,0.3371801821538112
