episode,global_step,fading_model,hidden_dim,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,steps,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
50,10000,rician,64,7.648218717248768,8.743161149401072,0.6436870973332187,8.099474052067848,8.109447082715985,8.109447082715985,200,7.189578344332171,7.189578344332171,7.107024394305983,7.107024394305983,0.08255395002618737,0.08255395002618737
51,10200,rician,64,6.829707495012518,8.743096842831,1.431585136879544,7.311511705951451,,8.109447082715985,200,7.282267968688203,7.282267968688203,7.111033949436287,7.111033949436287,0.17123401925191573,0.17123401925191573
52,10400,rician,64,7.288437721600181,7.918849655705349,0.10425481316637343,7.814594842538978,,8.109447082715985,200,7.217775298106377,7.217775298106377,7.124563966611338,7.124563966611338,0.09321133149503957,0.09321133149503957
53,10600,rician,64,7.631397523951972,8.732221369990073,0.6346302092189663,8.097591160771112,,8.109447082715985,200,7.18756884857698,7.18756884857698,7.142922970274729,7.142922970274729,0.04464587830225053,0.04464587830225053
54,10800,rician,64,5.207190763643547,8.387800867627378,1.6611695472900216,6.726631320337358,,8.109447082715985,200,7.2457268293688175,7.2457268293688175,7.13521386564626,7.13521386564626,0.1105129637225577,0.1105129637225577
55,11000,rician,64,7.153983641241021,9.227314161001473,1.552484223349553,7.674829937651911,,8.109447082715985,200,7.288526716422598,7.288526716422598,7.145025066955453,7.145025066955453,0.1435016494671446,0.1435016494671446
56,11200,rician,64,8.016730844094186,8.92198916655772,0.47184548806319965,8.450143678494516,,8.109447082715985,200,7.416046992736975,7.416046992736975,7.168330756447225,7.168330756447225,0.24771623628975004,0.24771623628975004
57,11400,rician,64,5.424295684870077,10.122738399380692,4.169418015267225,5.958070191046485,,8.109447082715985,200,7.369543016821622,7.369543016821622,7.1470981149489665,7.1470981149489665,0.2224449018726551,0.2224449018726551
58,11600,rician,64,5.902008159493338,8.318200952379176,1.2377790207532204,7.080421931625963,,8.109447082715985,200,7.322203595292078,7.322203595292078,7.145948525581328,7.145948525581328,0.17625506971074945,0.17625506971074945
59,11800,rician,64,7.905040979377053,8.897033104703931,0.5841514773759052,8.312881627328034,,8.109447082715985,200,7.319591539650408,7.319591539650408,7.165727052729577,7.165727052729577,0.1538644869208312,0.1538644869208312
60,12000,rician,64,6.164301969729154,8.030390181660906,1.2380785880609084,6.792311593600001,,8.109447082715985,200,7.2952927192952375,7.2952927192952375,7.159503461744084,7.159503461744084,0.13578925755115367,0.13578925755115367
61,12200,rician,64,8.163077933743732,9.10438648074113,0.4530898826947835,8.651296598046342,,8.109447082715985,200,7.436930726356158,7.436930726356158,7.183959086929367,7.183959086929367,0.25297163942679113,0.25297163942679113
62,12400,rician,64,7.005949221071595,8.146916449731599,0.3145500401428359,7.832366409588758,,8.109447082715985,200,7.4614681541054155,7.4614681541054155,7.194417269552905,7.194417269552905,0.2670508845525106,0.2670508845525106
63,12600,rician,64,4.885612309185552,9.000934949201566,2.613302202500622,6.387632746700944,,8.109447082715985,200,7.4785521201529885,7.4785521201529885,7.181611166015572,7.181611166015572,0.2969409541374164,0.2969409541374164
64,12800,rician,64,7.859062137645776,9.237612457625735,0.5975660352614417,8.6400464223643,,8.109447082715985,200,7.482103365609286,7.482103365609286,7.2043992168960225,7.2043992168960225,0.2777041487132639,0.2777041487132639
65,13000,rician,64,6.287821032599133,7.9773815696252,0.11048872690324173,7.86689284272196,,8.109447082715985,200,7.753433130853045,7.753433130853045,7.214591426524113,7.214591426524113,0.5388417043289317,0.5388417043289317
66,13200,rician,64,5.60581035817544,8.634707308641048,1.406011755343895,7.22906565793534,,8.109447082715985,200,7.716731943612068,7.716731943612068,7.214810733060647,7.214810733060647,0.501921210551421,0.501921210551421
67,13400,rician,64,8.289927454085348,9.481265753079974,0.650482788173519,8.830782964906449,,8.109447082715985,200,7.728425017329579,7.728425017329579,7.238929721595659,7.238929721595659,0.4894952957339198,0.4894952957339198
68,13600,rician,64,7.393853908933818,9.27275792359756,1.2714897743772278,8.001268149220323,,8.109447082715985,200,7.701324440784111,7.701324440784111,7.250140580825434,7.250140580825434,0.45118385995867705,0.45118385995867705
69,13800,rician,64,6.947285121894392,8.146901559196047,0.6768209317472944,7.47008062744876,,8.109447082715985,200,7.6613947230173425,7.6613947230173425,7.253328117733018,7.253328117733018,0.4080666052843247,0.4080666052843247
70,14000,rician,64,6.678934255160254,8.89533878870101,1.5120980143437446,7.383240774357263,,8.109447082715985,200,7.625583059131813,7.625583059131813,7.25518401282765,7.25518401282765,0.3703990463041631,0.3703990463041631
71,14200,rician,64,5.608725921832989,8.931048300785179,2.380130385072331,6.550917915712855,,8.109447082715985,200,7.587553369619883,7.587553369619883,7.245264772023216,7.245264772023216,0.3422885975966672,0.3422885975966672
72,14400,rician,64,6.267490122118878,8.741351974758192,1.013891100948132,7.727460873810058,,8.109447082715985,200,7.583196671183437,7.583196671183437,7.25196194010359,7.25196194010359,0.3312347310798467,0.3312347310798467
73,14600,rician,64,7.729868766911391,9.141840653102836,0.39691890853585354,8.744921744566977,,8.109447082715985,200,7.615563200373229,7.615563200373229,7.2724134442743225,7.2724134442743225,0.3431497560989065,0.3431497560989065
74,14800,rician,64,7.180214317094928,9.392056444248858,0.8037283756662685,8.588328068582596,,8.109447082715985,200,7.708648037785491,7.708648037785491,7.290196074332542,7.290196074332542,0.41845196345294955,0.41845196345294955
75,15000,rician,64,6.782916520671392,9.475391570009752,1.45704885562903,8.018342714380726,,8.109447082715985,200,7.725823676621933,7.725823676621933,7.299904696199851,7.299904696199851,0.42591898042208154,0.42591898042208154
76,15200,rician,64,5.4428580473095085,8.955458516704894,1.8202210970053836,7.135237419699516,,8.109447082715985,200,7.660078363682183,7.660078363682183,7.297738021509057,7.297738021509057,0.36234034217312683,0.36234034217312683
77,15400,rician,64,6.322763695266189,8.632476856123887,0.9764447486541954,7.656032107469686,,8.109447082715985,200,7.744976459503343,7.744976459503343,7.302391191456598,7.302391191456598,0.44258526804674503,0.44258526804674503
78,15600,rician,64,6.199142568274436,9.015348902315763,2.02542815806777,6.989920744247989,,8.109447082715985,200,7.740451400134444,7.740451400134444,7.2983851600821295,7.2983851600821295,0.44206624005231454,0.44206624005231454
79,15800,rician,64,7.20748317753436,9.301703849743657,0.5950527766783812,8.706651073065276,,8.109447082715985,200,7.760139872421307,7.760139872421307,7.316211310879384,7.316211310879384,0.4439285615419237,0.4439285615419237
80,16000,rician,64,8.669140387117187,9.595106620167378,0.4322704198020063,9.162836200365378,,8.109447082715985,200,7.878666102759576,7.878666102759576,7.339294121997957,7.339294121997957,0.5393719807616186,0.5393719807616186
81,16200,rician,64,5.610877548501657,9.06196087390356,2.9172674900673274,6.144693383836226,,8.109447082715985,200,7.75333594204907,7.75333594204907,7.324545964736701,7.324545964736701,0.4287899773123689,0.4287899773123689
82,16400,rician,64,6.045721716251989,8.403447591103083,1.1878853204645161,7.2155622706385625,,8.109447082715985,200,7.72249573510156,7.72249573510156,7.323216895296479,7.323216895296479,0.3992788398050813,0.3992788398050813
83,16600,rician,64,9.039854624280892,9.577738920897508,0.04795026509422456,9.529788655803282,,8.109447082715985,200,7.879603530556677,7.879603530556677,7.349802097230296,7.349802097230296,0.529801433326381,0.529801433326381
84,16800,rician,64,5.041459415096653,8.083928754320686,2.299907910667822,5.790881777054136,,8.109447082715985,200,7.737145298291168,7.737145298291168,7.331243521990103,7.331243521990103,0.4059017763010644,0.4059017763010644
85,17000,rician,64,2.0984878468472443,8.89646226549239,6.364128082589,2.5788606721855913,,8.109447082715985,200,7.472743689764348,7.472743689764348,7.275333135521815,7.275333135521815,0.1974105542425333,0.1974105542425333
86,17200,rician,64,6.650668718055815,8.402213839017108,1.2210360038585877,7.181177835158517,,8.109447082715985,200,7.470349298625507,7.470349298625507,7.274238306447823,7.274238306447823,0.19611099217768402,0.19611099217768402
87,17400,rician,64,7.486892413934779,9.380646350928128,0.7726752794986064,8.607971071429512,,8.109447082715985,200,7.459208703951662,7.459208703951662,7.289568568114279,7.289568568114279,0.16964013583738247,0.16964013583738247
88,17600,rician,64,6.015586099613596,9.917342272388503,2.7926451459853823,7.124697126403123,,8.109447082715985,200,7.415380152810802,7.415380152810802,7.287695029003927,7.287695029003927,0.12768512380687547,0.12768512380687547
89,17800,rician,64,7.169644952676622,8.927626621377486,0.8414208923033439,8.086205729074145,,8.109447082715985,200,7.446186407892071,7.446186407892071,7.296667059341793,7.296667059341793,0.14951934855027815,0.14951934855027815
90,18000,rician,64,2.2193597870552715,9.05832534199085,5.387946542359544,3.6803392490992826,,8.109447082715985,200,7.261041331629174,7.261041331629174,7.2564856392279875,7.2564856392279875,0.004555692401186917,0.004555692401186917
91,18200,rician,64,6.956576458560092,8.575346548225856,0.5288365693422394,8.046509978883622,,8.109447082715985,200,7.33582093478771,7.33582093478771,7.265167225378049,7.265167225378049,0.07065370940966176,0.07065370940966176
92,18400,rician,64,8.645545974346096,9.655613984124482,0.5321921830922641,9.123421801032219,,8.109447082715985,200,7.405618981148818,7.405618981148818,7.285365644678637,7.285365644678637,0.12025333647018055,0.12025333647018055
93,18600,rician,64,6.252648755998986,8.241517056384478,1.4750554853190256,6.766461571065451,,8.109447082715985,200,7.306695972473742,7.306695972473742,7.279786030983872,7.279786030983872,0.026909941489869915,0.026909941489869915
94,18800,rician,64,5.768093762723951,8.35431653500489,1.4294194625383767,6.9248970724665115,,8.109447082715985,200,7.223524422667937,7.223524422667937,7.2760106165315594,7.2760106165315594,0.05248619386362208,0.05248619386362208
95,19000,rician,64,7.224749412296879,8.899884815564464,1.0468224558944699,7.8530623596699956,,8.109447082715985,200,7.215260404932401,7.215260404932401,7.282084845406701,7.282084845406701,0.06682444047430014,0.06682444047430014
96,19200,rician,64,6.449539815280983,7.714761814825011,0.30257919470944994,7.412182620115558,,8.109447082715985,200,7.229107664953202,7.229107664953202,7.28344003055992,7.28344003055992,0.054332365606717836,0.054332365606717836
97,19400,rician,64,6.074932227132965,8.890170231433801,1.6113537186523024,7.2788165127814874,,8.109447082715985,200,7.210246885218792,7.210246885218792,7.283392365428184,7.283392365428184,0.0731454802093916,0.0731454802093916
98,19600,rician,64,7.580184230535341,9.129549537341656,0.5578994001391289,8.571650137202534,,8.109447082715985,200,7.289333354866519,7.289333354866519,7.296537852895268,7.296537852895268,0.007204498028748674,0.007204498028748674
99,19800,rician,64,6.4916339969855565,8.782543698122941,1.6891383401604372,7.093405357962498,,8.109447082715985,200,7.2086710691113804,7.2086710691113804,7.294486009512109,7.294486009512109,0.0858149404007289,0.0858149404007289
100,20000,rician,64,6.841499395657492,8.405206752357971,0.636486537855843,7.768720214502126,7.870673586691086,7.870673586691086,200,7.13896526981822,7.13896526981822,7.299228351562009,7.299228351562009,0.16026308174378912,0.16026308174378912
101,20200,rician,64,4.547696852526837,9.160983181649108,3.1938418425479975,5.967141339101105,,7.870673586691086,200,7.130087667581465,7.130087667581465,7.273166003922657,7.273166003922657,0.14307833634119138,0.14307833634119138
102,20400,rician,64,7.987288652334918,9.727980108783672,0.7093005898684613,9.018679518915208,,7.870673586691086,200,7.2202435299952965,7.2202435299952965,7.300306583602527,7.300306583602527,0.08006305360723065,0.08006305360723065
103,20600,rician,64,7.324409784041185,8.356565766518498,0.37125701965638463,7.985308746862113,,7.870673586691086,200,7.143019534548236,7.143019534548236,7.32016593747637,7.32016593747637,0.177146402928134,0.177146402928134
104,20800,rician,64,3.6604410433291394,8.51951004758858,3.18654646666461,5.33296358092397,,7.870673586691086,200,7.120123624741728,7.120123624741728,7.30662398512516,7.30662398512516,0.1865003603834321,0.1865003603834321
105,21000,rician,64,7.508164374427237,8.80950156239781,0.7965491310763652,8.012952431321441,,7.870673586691086,200,7.391828212698522,7.391828212698522,7.374435113276872,7.374435113276872,0.017393099421649794,0.017393099421649794
106,21200,rician,64,6.661118736801963,7.866725505834255,0.6123844267377835,7.254341079096482,,7.870673586691086,200,7.39548637489542,7.39548637489542,7.404534833678116,7.404534833678116,0.009048458782696223,0.009048458782696223
107,21400,rician,64,6.168609574383662,8.595354408511346,1.4126664286451498,7.182687979866196,,7.870673586691086,200,7.324222220317255,7.324222220317255,7.383132688288405,7.383132688288405,0.05891046797114985,0.05891046797114985
108,21600,rician,64,7.527360974378826,9.180233607273871,1.1907703936527267,7.989463213621144,,7.870673586691086,200,7.367460524678154,7.367460524678154,7.3885457312123615,7.3885457312123615,0.021085206534207757,0.021085206534207757
109,21800,rician,64,5.699531935632665,8.401837918692284,2.236647357665321,6.165190561026962,,7.870673586691086,200,7.271409766275797,7.271409766275797,7.3736221467084935,7.3736221467084935,0.10221238043269665,0.10221238043269665
110,22000,rician,64,6.699748001166913,8.090800556499259,0.9121101069889938,7.178690449510271,,7.870673586691086,200,7.446327326296346,7.446327326296346,7.361394569765956,7.361394569765956,0.08493275653038967,0.08493275653038967
111,22200,rician,64,6.953685454513871,9.252322225235192,1.4940030053705455,7.758319219864642,,7.870673586691086,200,7.431917788345396,7.431917788345396,7.38951238957335,7.38951238957335,0.04240539877204608,0.04240539877204608
112,22400,rician,64,8.234686298079799,9.089661580085306,0.35868666962504336,8.730974910460262,,7.870673586691086,200,7.412295443816797,7.412295443816797,7.412870099579784,7.412870099579784,0.0005746557629873195,0.0005746557629873195
113,22600,rician,64,7.019035299862349,8.224190075668306,0.6868771193543439,7.5373129563139605,,7.870673586691086,200,7.450838013079225,7.450838013079225,7.410495358986587,7.410495358986587,0.04034265409263771,0.04034265409263771
114,22800,rician,64,6.30760461438436,8.02017149597572,0.4728718462889589,7.547299649686762,,7.870673586691086,200,7.481958141940235,7.481958141940235,7.425861426587037,7.425861426587037,0.05609671535319816,0.05609671535319816
115,23000,rician,64,6.922700565376159,9.239368967929058,1.859067175862818,7.380301792066241,,7.870673586691086,200,7.458320113560047,7.458320113560047,7.41598529646443,7.41598529646443,0.04233481709561726,0.04233481709561726
116,23200,rician,64,6.123428641523275,7.757843212343618,0.884932403565743,6.87291080877787,,7.870673586691086,200,7.431356522993164,7.431356522993164,7.402610593107637,7.402610593107637,0.028745929885527488,0.028745929885527488
117,23400,rician,64,8.763333117250609,9.546243867790478,0.19990796117497847,9.3463359066155,,7.870673586691086,200,7.534732492684865,7.534732492684865,7.433938126837929,7.433938126837929,0.10079436584693635,0.10079436584693635
118,23600,rician,64,6.425303927184259,8.376123767293725,1.2566883043897525,7.119435462903964,,7.870673586691086,200,7.462121758969937,7.462121758969937,7.449156210937058,7.449156210937058,0.01296554803287897,0.01296554803287897
119,23800,rician,64,7.717489009311908,8.560989772986636,0.41595626387083817,8.145033509115802,,7.870673586691086,200,7.514703166527601,7.514703166527601,7.447975694647905,7.447975694647905,0.06672747187969641,0.06672747187969641
120,24000,rician,64,6.96476976938966,9.13302462922096,0.7959293577688364,8.337095271452123,,7.870673586691086,200,7.543121919375101,7.543121919375101,7.450815893800654,7.450815893800654,0.09230602557444634,0.09230602557444634
121,24200,rician,64,5.530095793701926,7.841255176418227,1.0742708246738095,6.7669843517444095,,7.870673586691086,200,7.583114070007265,7.583114070007265,7.442607623886136,7.442607623886136,0.14050644612112873,0.14050644612112873
122,24400,rician,64,6.384337035517814,8.09334842501553,0.34262497826081534,7.750723446754718,,7.870673586691086,200,7.519716266399241,7.519716266399241,7.438856404601698,7.438856404601698,0.0808598617975429,0.0808598617975429
123,24600,rician,64,7.012802148115736,7.644552102132712,0.023458794721491753,7.621093307411219,,7.870673586691086,200,7.501505494426697,7.501505494426697,7.440038400389779,7.440038400389779,0.06146709403691819,0.06146709403691819
124,24800,rician,64,6.830376176386148,8.928849012904466,1.7299357766867882,7.198913236217681,,7.870673586691086,200,7.5948029771913825,7.5948029771913825,7.444745697983667,7.444745697983667,0.15005727920771594,0.15005727920771594
125,25000,rician,64,6.712960305111318,7.921840307467765,0.8359195560301244,7.085920751437645,,7.870673586691086,200,7.548451393197193,7.548451393197193,7.4405083375526795,7.4405083375526795,0.10794305564451356,0.10794305564451356
126,25200,rician,64,7.2833814349254045,9.466166916580503,1.350326478711916,8.118541384573133,,7.870673586691086,200,7.591661408471024,7.591661408471024,7.450471812616216,7.450471812616216,0.14118959585480795,0.14118959585480795
127,25400,rician,64,7.919952588820913,9.591594604437018,1.2745189921923419,8.317075612244683,,7.870673586691086,200,7.648380790089948,7.648380790089948,7.45393452214414,7.45393452214414,0.19444626794580788,0.19444626794580788
128,25600,rician,64,8.813850692828321,9.694516892380998,0.4882452520199686,9.206271640361027,,7.870673586691086,200,7.709221211426943,7.709221211426943,7.481537619474937,7.481537619474937,0.22768359195200638,0.22768359195200638
129,25800,rician,64,4.621105809315034,9.335352262100558,3.791755524784661,5.564333735703915,,7.870673586691086,200,7.679178370160789,7.679178370160789,7.448809935411523,7.448809935411523,0.23036843474926627,0.23036843474926627
130,26000,rician,64,6.696063262645872,7.874449136748065,0.5451653329324406,7.329283803815624,,7.870673586691086,200,7.686708037876059,7.686708037876059,7.441847619853113,7.441847619853113,0.2448604180229461,0.2448604180229461
131,26200,rician,64,5.291873056999408,8.24854622426163,1.9474989750225737,6.309536863166971,,7.870673586691086,200,7.614268920041175,7.614268920041175,7.450365796296474,7.450365796296474,0.16390312374470106,0.16390312374470106
132,26400,rician,64,5.843876085126678,8.634118065470876,2.2318094139201174,6.4023086515507615,,7.870673586691086,200,7.4978356070957,7.4978356070957,7.423344400270228,7.423344400270228,0.07449120682547239,0.07449120682547239
133,26600,rician,64,8.22360847377117,9.52133012210744,0.8389489197240508,8.682381202383391,,7.870673586691086,200,7.555089019399172,7.555089019399172,7.42315101078047,7.42315101078047,0.13193800861870209,0.13193800861870209
134,26800,rician,64,7.818590978421804,9.153827946618623,0.8554045150388816,8.298423431579739,,7.870673586691086,200,7.592645208493822,7.592645208493822,7.45050052805126,7.45050052805126,0.1421446804425619,0.1421446804425619
135,27000,rician,64,7.356968118369526,8.95891617733738,0.1345635169060468,8.824352660431336,,7.870673586691086,200,7.664847751912076,7.664847751912076,7.470555732689811,7.470555732689811,0.19429201922226458,0.19429201922226458
136,27200,rician,64,7.520304492536783,8.164811231399266,0.1732039954542896,7.991607235944978,,7.870673586691086,200,7.720782573270431,7.720782573270431,7.49147442352719,7.49147442352719,0.22930814974324054,0.22930814974324054
