episode,avg_crb,avg_pd,avg_reward,eval_avg_crb,eval_avg_pd,eval_avg_reward,eval_std_crb,eval_std_pd,eval_std_reward
1,0.19086135714776759,0.6425000000000001,0.6031174032160097,0.06188782211188959,0.7955,0.3435323118299219,0.07223463198170364,0.11511342232771987,0.628944523742019
2,0.005917182130044026,0.99,1.1634892371171854,,,,,,
3,1.2499354790043777,0.9125,-0.06770490462324177,,,,,,
4,0.24039411512512202,0.7325000000000002,0.567193780886141,,,,,,
5,0.8024784146750561,0.9199999999999999,-0.24697908213930053,0.0903720758835685,0.817,0.3301485631640416,0.10217394027064289,0.12409794518846799,0.5686180811638141
