episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,batch_size,exploration_noise,target_policy_noise,target_noise_clip,policy_delay,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,replay_size
26,5200,TD3PG,rayleigh,64,0.001,0.001,64,0.2983753125,0.2,0.5,2,velocity,False,True,full,True,907.0228483982238,4.535114241991119,8.68139385836244,2.446220019362733,6.2404798893875135,,,124.80959778775028,6.735656955480295,0.46829457575820344,200,345.3356006360074,298.26691487436347,325.45073932976027,178.68402536580754,465.4816135804387,508.3148925333416,302.05604260702796,1004.0746298443665,6.783469498846344,6.767985737814218,0.015483761032125898,12.804091453552246,-60.280616760253906,5200
27,5400,TD3PG,rayleigh,64,0.001,0.001,64,0.29831281249999997,0.2,0.5,2,velocity,False,True,full,True,985.8449201704294,4.929224600852147,8.587417928710392,2.5159061079012175,6.099158277563142,,,121.98316555126286,6.882766223993243,0.4655540884799529,200,345.07176534865016,377.4812688206296,326.25452080143725,376.8984917875394,493.59313727769756,514.0626574202837,148.34418607340794,204.50348250814426,6.77339125974374,6.743214350397511,0.03017690934622852,15.609707832336426,-58.46768569946289,5400
28,5600,TD3PG,rayleigh,64,0.001,0.001,64,0.2982503125,0.2,0.5,2,velocity,False,True,full,True,931.7549971318724,4.658774985659362,7.688859021648628,0.6008958648201812,7.208222913652293,,,144.16445827304588,6.712048538795417,0.4400779036210618,200,275.73536405016864,247.3805642365036,265.43521561812537,196.14765747757872,820.9573758140211,669.2790467240188,1059.323764518856,320.74954464381756,6.78955964046407,6.759821799085182,0.02973784137888824,9.438333511352539,-66.37954711914062,5600
29,5800,TD3PG,rayleigh,64,0.001,0.001,64,0.2981878125,0.2,0.5,2,velocity,False,True,full,True,408.6217995881495,2.0431089979407475,9.192477848136683,11.122283020377848,2.739515505168133,,,54.79031010336266,5.9878977328184995,0.029290887914631573,200,378.8440141224678,287.6163694684661,378.0346698028166,280.9648290317842,286.6798100443857,311.1606821309859,318.23661466522304,339.8987033877411,6.498010151810414,6.621190547570801,0.12318039576038675,10.523126602172852,-65.95463562011719,5800
30,6000,TD3PG,rayleigh,64,0.001,0.001,64,0.29812531249999996,0.2,0.5,2,velocity,False,True,full,True,1396.7279882415855,6.983639941207928,8.78424936134331,1.2335018101128115,7.939599828224474,,,158.7919965644895,5.957471827952496,0.4243381384547411,200,350.2688419656475,286.3883993130248,280.56692635479345,260.5474589298141,500.7902459579189,357.6809858600637,333.0728267078002,101.36108994264403,6.556934423641612,6.66513752359259,0.10820309995097865,13.73941421508789,-68.68328857421875,6000
31,6200,TD3PG,rayleigh,64,0.001,0.001,64,0.2980628125,0.2,0.5,2,velocity,False,True,full,True,1058.9391529896773,5.294695764948386,7.7278704995659115,1.6461161739582555,6.08882647398571,,,121.77652947971421,6.506395709572189,0.46801002317207474,200,345.09382669331,376.3527947590693,340.955321262873,375.05503175808354,791.9894901350197,532.1185183446806,287.8159386830072,326.7279020640534,6.489242088965524,6.646546844573013,0.15730475560748935,21.471942901611328,-71.22699737548828,6200
32,6400,TD3PG,rayleigh,64,0.001,0.001,64,0.2980003125,0.2,0.5,2,velocity,False,True,full,True,1271.395929530612,6.35697964765306,8.19043039692602,0.9435438596827578,7.246886537243255,,,144.93773074486512,5.0426796291989096,0.47241249212573677,200,256.7939050692749,281.0379595122698,226.47323910851253,189.74530297467214,505.7300525712145,503.1475777996892,485.2708306780196,455.3404343381325,6.801707347748424,6.665307459968959,0.136399887779465,13.657493591308594,-73.5654067993164,6400
33,6600,TD3PG,rayleigh,64,0.001,0.001,64,0.2979378125,0.2,0.5,2,velocity,False,True,full,True,1336.232902942673,6.681164514713365,7.782631690045706,0.4051254263025823,7.377506263743118,,,147.55012527486238,5.8726030870468025,0.47213722203549496,200,315.7081062691488,330.9248933017948,314.6917682923332,329.604667897911,578.6714447738228,482.36594226876,964.8953776382107,515.2014777802024,6.765785907788697,6.68688924190151,0.07889666588718658,10.130890846252441,-78.46541595458984,6600
34,6800,TD3PG,rayleigh,64,0.001,0.001,64,0.2978753125,0.2,0.5,2,velocity,False,True,full,True,1331.2631710609608,6.656315855304804,7.205545177027979,0.20188058388291844,7.003664593145054,,,140.07329186290107,2.9331129040387203,0.4699765402272201,200,98.28999707772762,118.74555031771487,40.10517849073838,58.278610394885405,1032.2741945672865,500.55631767630075,938.4389659953981,290.11667652541877,6.7130939286276625,6.696206163996909,0.01688776463075392,9.78188705444336,-80.22725677490234,6800
35,7000,TD3PG,rayleigh,64,0.001,0.001,64,0.29781281249999997,0.2,0.5,2,velocity,False,True,full,True,1326.6735917084848,6.633367958542424,7.842655900738474,0.38058890629977404,7.462066994438702,,,149.24133988877404,6.899259335953422,0.46711013270570123,200,378.8130358086235,379.33234709047196,378.52447312081125,378.50425522137726,534.8147046062686,188.95048812596104,761.4728227572367,548.2330679884209,6.703782698033959,6.718087902009532,0.014305203975572667,15.5189790725708,-80.23625946044922,7000
36,7200,TD3PG,rayleigh,64,0.001,0.001,64,0.2977503125,0.2,0.5,2,velocity,False,True,full,True,1533.3289781695942,7.666644890847971,9.059251088101282,0.6025417753167108,8.456709312784577,,,169.13418625569153,6.860027977921399,0.4727751548674119,200,376.5086132156253,378.45054457182476,375.89573297141743,377.7862114104799,195.78226835172552,305.53613640786205,654.6378932155585,262.35067583943965,6.81231697594784,6.766382941197727,0.04593403475011293,14.033973693847656,-85.22796630859375,7200
37,7400,TD3PG,rayleigh,64,0.001,0.001,64,0.2976878125,0.2,0.5,2,velocity,False,True,full,True,1374.7261120762446,6.873630560381223,8.995473339552316,1.4496379838462128,7.545835355706096,,,150.91670711412192,5.25842905375821,0.4672854511672079,200,306.51418643945505,278.0052842393323,305.46709569962155,165.3856779874261,311.43471566276565,464.9215805254061,589.4211479466602,710.8387761047306,6.835058348139543,6.787449222670926,0.047609125468617286,12.72249984741211,-88.04873657226562,7400
38,7600,TD3PG,rayleigh,64,0.001,0.001,64,0.2976253125,0.2,0.5,2,velocity,False,True,full,True,1245.7630571482612,6.228815285741306,7.727523891580028,0.8553655590451151,6.87215833253491,,,137.44316665069817,5.500904557766768,0.47204948613907827,200,222.9089258052044,373.2117945669573,196.51617136651907,367.94415518669865,799.9290492277133,372.2478109896795,327.0736472015036,325.41272890469924,6.835087879325757,6.789678409772609,0.04540946955314773,18.202970504760742,-91.21981811523438,7600
39,7800,TD3PG,rayleigh,64,0.001,0.001,64,0.2975628125,0.2,0.5,2,velocity,False,True,full,True,1029.9714060741007,5.149857030370503,8.526551225152518,2.1450895486679777,6.381461676484538,,,127.62923352969078,5.712841868749697,0.4701093177000208,200,311.544578283016,249.7527413817715,299.66866698525905,114.32014377821083,352.39904900633564,163.21139983266383,361.10545225880554,811.0879290673839,6.821715449814354,6.7792113140472745,0.042504135767079454,404.74066162109375,-92.9057388305664,7800
40,8000,TD3PG,rayleigh,64,0.001,0.001,64,0.2975003125,0.2,0.5,2,velocity,False,True,full,True,971.7019511498157,4.858509755749079,7.243437114416566,1.0272727371155967,6.216164377300969,,,124.32328754601939,5.154368316926624,0.4665869451879654,200,273.0145440349728,247.02433771976962,248.47624949552403,46.249158748619074,1010.1559055498761,547.3425660354748,937.4016131985843,952.6502668135896,6.815651749930209,6.765135140628615,0.05051660930159407,292.68536376953125,-94.77599334716797,8000
41,8200,TD3PG,rayleigh,64,0.001,0.001,64,0.2974378125,0.2,0.5,2,velocity,False,True,full,True,786.476877127506,3.93238438563753,7.478082306800626,1.6335689423379363,5.8511336002338235,,,117.02267200467647,6.3418208159329765,0.46697247457469937,200,218.55294952781384,336.96411830152016,205.13043306812799,282.7970004654703,929.4139945022524,629.3646223311246,317.77418460529213,673.470338951029,6.781676239216749,6.742842420131181,0.03883381908556771,12.74390697479248,-96.81916809082031,8200
42,8400,TD3PG,rayleigh,64,0.001,0.001,64,0.2973753125,0.2,0.5,2,velocity,False,True,full,True,1317.2496819595265,6.586248409797633,8.05730503616984,0.2008565968135476,7.856448439356294,,,157.1289687871259,6.132264743433982,0.4717073966661564,200,227.27325473052872,339.146801206317,149.3472710675232,327.6254077220032,435.24953235913296,621.2796889759549,896.333550453221,189.73016430440228,6.898168154737844,6.769356849160351,0.12881130557749287,12.961669921875,-102.7681884765625,8400
43,8600,TD3PG,rayleigh,64,0.001,0.001,64,0.29731281249999997,0.2,0.5,2,velocity,False,True,full,True,713.490013327761,3.5674500666388047,7.740585535793326,2.377865564268836,5.387065876323026,,,107.74131752646053,6.6794260826999166,0.4703185400751777,200,315.8457902870757,372.970496789869,308.6784537662138,326.3286727392995,673.5424775231544,520.8813787851044,329.7314741068792,770.8277734082999,6.821020446893766,6.737210547466461,0.08380989942730555,10.947286605834961,-101.78736877441406,8600
44,8800,TD3PG,rayleigh,64,0.001,0.001,64,0.2972503125,0.2,0.5,2,velocity,False,True,full,True,1332.3497044777162,6.661748522388581,9.05531482560768,1.3839952396231923,7.671319585984503,,,153.42639171969006,6.512911149219662,0.4734759386822462,200,354.14798004010714,317.3777020110981,303.5349360979204,292.063011611224,252.41865000923838,130.7572632702073,373.89332699234654,653.495193999159,6.786239337755829,6.7584402983418705,0.027799039413958226,9.195158004760742,-104.22197723388672,8800
45,9000,TD3PG,rayleigh,64,0.001,0.001,64,0.2971878125,0.2,0.5,2,velocity,False,True,full,True,1427.404001447999,7.137020007239995,8.545963549460964,0.42363087979437547,8.122332669666593,,,162.44665339333184,6.47336740829316,0.4745224476682416,200,371.9551627974442,307.49567743166915,369.37044415733925,270.68643223388005,567.3689222154279,333.07656027175983,784.1634284880123,521.2484029248448,6.788327825146337,6.788749017704642,0.0004211925583055276,13.488011360168457,-107.02597045898438,9000
46,9200,TD3PG,rayleigh,64,0.001,0.001,64,0.2971253125,0.2,0.5,2,velocity,False,True,full,True,760.0319173824014,3.800159586912007,8.656800243537486,3.2319038312120623,5.42727896367454,,,108.54557927349082,6.373303777512775,0.4699146135104423,200,348.14006018558484,289.90407458547395,331.3279478831447,287.1931407909018,561.3522426101595,150.32088231565888,205.20540386734802,891.2840851151764,6.747667778860688,6.759151842617032,0.011484063756344476,15.915426254272461,-105.14088439941406,9200
47,9400,TD3PG,rayleigh,64,0.001,0.001,64,0.2970628125,0.2,0.5,2,velocity,False,True,full,True,1561.4484699959394,7.807242349979697,9.038526614948857,0.5273800450745472,8.511146569874311,,,170.2229313974862,6.009918207983793,0.47552757463605616,200,318.2158191736543,352.72481424919715,300.55878871297006,317.9219731663364,400.02438688950167,102.06812354767057,610.6134024043723,418.1958236041374,6.868267193476247,6.796428326175698,0.07183886730054923,11.952503204345703,-114.9957275390625,9400
48,9600,TD3PG,rayleigh,64,0.001,0.001,64,0.2970003125,0.2,0.5,2,velocity,False,True,full,True,970.228745802664,4.8511437290133195,8.021146296599188,1.7981130045243414,6.227218780575031,,,124.54437561150063,6.842752556342726,0.47587428510166396,200,313.70996044644846,380.0030909150831,293.20792441013833,379.60741833839836,710.8553884194594,627.252323037013,205.18739321404163,460.28265544060656,6.819216986822383,6.784569793975682,0.034647192846700925,672.8402099609375,-107.6776351928711,9600
49,9800,TD3PG,rayleigh,64,0.001,0.001,64,0.2969378125,0.2,0.5,2,velocity,False,True,full,True,1251.073631170305,6.255368155851524,8.347059243351643,1.1940450649059613,7.153014178445678,,,143.06028356891355,6.908471526365077,0.46558350691596767,200,379.3089886248529,379.9559520859487,378.820961592175,379.33525285283497,635.0916090911737,646.0894077360853,542.7677548844662,566.1992392687429,7.0398919204862604,6.792089067128131,0.24780285335812913,255.89474487304688,-116.9267578125,9800
50,10000,TD3PG,rayleigh,64,0.001,0.001,64,0.2968753125,0.2,0.5,2,velocity,False,True,full,True,1441.8773860840383,7.209386930420192,8.422502110261975,0.3380009129510354,8.08450119731094,7.283162533014412,7.283162533014412,161.69002394621882,6.891150859902066,0.47028507957679466,200,379.4486701832624,378.2214303187712,378.96336375131403,377.64396109513353,370.41026214606967,200.66428579793683,451.1433618296551,56.28866321899145,7.047136988940584,6.8179373097317875,0.22919967920879625,8.631217956542969,-120.11317443847656,10000
51,10200,TD3PG,rayleigh,64,0.001,0.001,64,0.29681281249999997,0.2,0.5,2,velocity,False,True,full,True,1558.7195183002548,7.793597591501274,9.142232429365086,0.2923439960780852,8.849888433287003,,7.283162533014412,176.99776866574007,6.749941653656365,0.469776945312857,200,365.4399213247989,356.66807369333253,327.77849587009354,343.6217227974468,241.11101007428059,468.48918652009854,802.732873639715,513.9914103114568,7.185190086905647,6.8577794886250265,0.32741059828062014,14.88024616241455,-121.62036895751953,10200
52,10400,TD3PG,rayleigh,64,0.001,0.001,64,0.2967503125,0.2,0.5,2,velocity,False,True,full,True,1523.1154272179879,7.615577136089939,9.046795278827922,0.6077784229783164,8.439016855849609,,7.283162533014412,168.78033711699217,6.686361386482705,0.4731570782622251,200,368.7067801919934,368.0993426478247,363.7744894010899,299.3690866860068,144.660008590519,444.3878234189611,479.72969151785827,229.1592621846333,7.244796602835966,6.888187899533192,0.35660870330277383,11.834083557128906,-123.7426986694336,10400
53,10600,TD3PG,rayleigh,64,0.001,0.001,64,0.2966878125,0.2,0.5,2,velocity,False,True,full,True,1327.8281620403257,6.639140810201628,8.83083192557325,0.4162737478542317,8.414558177719018,,7.283162533014412,168.29116355438035,6.846915755512412,0.4725802792269024,200,232.29560828770295,378.87176494927826,130.7704311599858,378.3945393381293,95.19471583295493,584.3235898258403,583.5801865201905,164.94661841894435,7.296649198534761,6.916987338744245,0.3796618597905157,12.47246265411377,-128.9449005126953,10600
54,10800,TD3PG,rayleigh,64,0.001,0.001,64,0.2966253125,0.2,0.5,2,velocity,False,True,full,True,1352.8083751553163,6.764041875776582,8.157189490667808,0.3427171929840717,7.814472297683731,,7.283162533014412,156.28944595367466,6.6695215753819745,0.4694696553991784,200,355.76880839412513,351.0050624136913,330.3075510259923,340.0012964218836,572.4839195597891,180.1994878780665,421.6643147661732,343.4899186279789,7.3371895837616945,6.9336074305764575,0.40358215318523705,18.571346282958984,-126.71382141113281,10800
55,11000,TD3PG,rayleigh,64,0.001,0.001,64,0.2965628125,0.2,0.5,2,velocity,False,True,full,True,1170.200413996003,5.851002069980015,8.152863783810599,0.754821024090995,7.398042759719602,,7.283162533014412,147.96085519439205,6.901986591313913,0.4719199359540549,200,369.37758587893217,326.60834340003237,361.70208140961176,302.6171871908865,677.4673922589778,525.0802175950647,975.8167621077804,974.4427138948946,7.333988372025739,6.942051709288151,0.39193666273758776,38.56832504272461,-129.2062530517578,11000
56,11200,TD3PG,rayleigh,64,0.001,0.001,64,0.2965003125,0.2,0.5,2,velocity,False,True,full,True,1267.4524186484366,6.337262093242183,8.76694432145884,0.9594627351259658,7.80748158633287,,7.283162533014412,156.14963172665742,6.775125702431922,0.4749978155493838,200,364.5126573404053,308.7929925844253,358.53726995373785,287.5978161993537,450.50996441919074,463.51600860483234,648.4149613748194,803.4948339020688,7.301526985703154,6.957505814235378,0.34402117146777567,350.93035888671875,-134.4630584716797,11200
