episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,epsilon,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
19,3800,rician,velocity,False,False,full,True,False,False,False,500.0,0.90977375,1017.5425251227559,5.087712625613779,8.878539578344812,5.784617590115287,5.4887252232682515,109.77450446536504,2.5218124379093743,0.25625,200,47.60804254879548,51.8315986933513,22.701684238165104,31.155396473312184,339.85343743302434,523.3040127317084,564.4976269505365,698.0242484419485,4.862034318975839,4.862034318975839,0.0
20,4000,rician,velocity,False,False,full,True,False,False,False,500.0,0.90502375,495.23033822161653,2.4761516911080825,8.858368130017444,10.20278612259799,2.8285814511193594,56.5716290223872,2.6528004963969254,0.2375,200,88.74450758318015,63.4824156804079,48.972293372506165,33.4959495684474,414.551154467219,438.4118227262854,167.3811424080863,996.976938785151,4.760361675583015,4.760361675583015,0.0
21,4200,rician,velocity,False,False,full,True,False,False,False,500.0,0.90027375,282.72110314102014,1.4136055157051006,7.713018573118807,9.215620004821279,2.621202455575611,52.42404911151222,2.5572471312701923,0.26,200,55.08445121513494,63.578551260355056,35.224196051478025,38.66821624229423,1029.2140124531775,629.4381257344188,154.16309377803125,717.537607660593,4.636759274306297,4.658496950820758,0.021737676514460347
22,4400,rician,velocity,False,False,full,True,False,False,False,500.0,0.89552375,910.396611250532,4.55198305625266,8.711377620769538,7.466766232807321,4.898437850099235,97.9687570019847,2.581070798525662,0.24875,200,55.459594667543385,73.66243378817948,10.500992078153619,48.434316103551524,424.09807108919085,618.7228311988343,217.09908626508386,345.83861793546447,4.647557799003844,4.669403355333416,0.021845556329571636
23,4600,rician,velocity,False,False,full,True,False,False,False,500.0,0.89077375,976.822543655537,4.8841127182776845,8.501329239870225,6.351840685489557,5.162351493464131,103.24702986928261,2.5559800697364037,0.2275,200,64.67125098517873,50.0895910494207,34.74251607461447,8.996079217983018,582.3800329269693,313.37573985552893,650.8943813651629,163.90772397384916,4.671752415603314,4.69083588307823,0.01908346747491585
24,4800,rician,velocity,False,False,full,True,False,False,False,500.0,0.88602375,740.9671215471836,3.704835607735918,9.108246593676466,9.101083258922236,3.9944121774870407,79.88824354974082,2.578087529261503,0.25625,200,54.083520477404775,65.98146114814142,12.334930057873875,26.785046270848422,339.62897497327657,274.60126845486144,139.55980389001263,484.25778479673073,4.761041050917409,4.661818228678597,0.0992228222388114
25,5000,rician,velocity,False,False,full,True,False,False,False,500.0,0.88127375,770.81871401047,3.85409357005235,9.225900440705745,8.635453158255737,4.232748567006931,84.65497134013862,2.5831002296295846,0.24375,200,63.75404679562872,67.77861110377307,27.5722362502519,42.9159038437016,355.22290218756785,135.504162106313,264.2163981756015,738.0615649467666,4.735657684045844,4.6446554422117305,0.0910022418341132
26,5200,rician,velocity,False,False,full,True,False,False,False,500.0,0.87652375,992.8159643450483,4.9640798217252415,8.910825205855641,6.9573194130174985,5.256780880917497,105.13561761834994,2.4938529283489532,0.25625,200,44.3631234000795,38.46960241756045,23.062600036674016,5.2277348661869,419.73066157143626,327.63018912441447,286.4006209043005,348.04199900463703,4.856274046956251,4.668198728315799,0.18807531864045224
27,5400,rician,velocity,False,False,full,True,False,False,False,500.0,0.87177375,665.9941508971452,3.329970754485726,8.06276741469936,7.889064043597583,4.073188864039861,81.46377728079723,2.551843533955703,0.2225,200,65.63438143074416,51.929491139980854,35.73627108969032,25.708444449328006,768.0163699121464,278.9333736722115,424.6218229120981,693.0781976613313,4.786637131535372,4.646161325935209,0.14047580560016293
28,5600,rician,velocity,False,False,full,True,False,False,False,500.0,0.86702375,1100.8606624407826,5.504303312203913,8.19462306722987,4.549504792612734,5.802814554707658,116.05629109415317,2.589779152307445,0.2675,200,70.58203717478416,55.164203860777405,30.454503865152393,27.01624368900249,694.5947692567137,303.01071523157015,819.9615891153135,187.6815027140222,4.842457683472344,4.687470369819939,0.1549873136524047
29,5800,rician,velocity,False,False,full,True,False,False,False,500.0,0.86227375,1104.3330961276968,5.521665480638484,9.535580764334053,5.543226232187986,6.186154891978252,123.72309783956507,2.6458846229973942,0.25,200,86.22994323427179,63.05904385825872,63.45681079247673,9.23822344501829,269.1790030328836,303.6954349676625,757.1948959508737,237.16868328560787,4.867610154638473,4.7391491464460875,0.12846100819238515
30,6000,rician,velocity,False,False,full,True,False,False,False,500.0,0.85752375,1139.3898816407661,5.696949408203831,9.666959512058396,4.582751260647124,6.92130483704143,138.4260967408286,2.5864102104708477,0.27625,200,43.46418417798078,39.47816169650612,20.1455081534939,18.38679478441767,103.23297607116199,390.3324164101909,699.1725094419456,319.6020768319452,4.939941707200881,4.811887669465932,0.12805403773494906
31,6200,rician,velocity,False,False,full,True,False,False,False,500.0,0.85277375,1077.0008681541306,5.385004340770653,8.87932849529093,5.46452319460675,5.669222525112246,113.3844505022449,2.5718278073885683,0.27,200,64.19333651697384,54.11217498874707,42.95297967061695,6.128831740356935,474.6696359085411,109.18826850252326,835.7460553075573,752.5592149282733,4.943231475852296,4.839543632551297,0.10368784330099956
32,6400,rician,velocity,False,False,full,True,False,False,False,500.0,0.84802375,633.1999748876373,3.1659998744381865,8.707563618172879,8.946464722404363,3.4468877888192697,68.9377557763854,2.578133551478288,0.29125,200,69.08511600635802,55.063950475706115,41.94505683964629,34.08193570965057,496.50428492844424,139.4192154683527,42.14766322903994,219.36123915126453,4.894848164174642,4.796023137434671,0.09882502673997173
33,6600,rician,velocity,False,False,full,True,False,False,False,500.0,0.84327375,1076.7584235381876,5.383792117690938,8.178740831370444,4.892404175409492,5.748031550640293,114.96063101280585,2.57754064216334,0.25875,200,61.79157151932412,65.3307949127605,21.182279780264196,37.936063864791215,682.5154209163029,361.20717294842973,655.7284099431612,102.59661091072797,4.9086621546269615,4.82487187722878,0.08379027739818135
34,6800,rician,velocity,False,False,full,True,False,False,False,500.0,0.83852375,814.1419642824216,4.070709821412108,8.98735585835484,7.487460099731646,4.527631658048326,90.55263316096652,2.536037420073616,0.275,200,40.17913642215644,62.23402606148961,10.69846001857922,18.526321399108415,431.61597236102597,135.95461709065123,167.11491625042635,526.8273340228102,4.916301235400447,4.81612951784112,0.10017171755932708
35,7000,rician,velocity,False,False,full,True,False,False,False,500.0,0.83377375,958.6901311680012,4.793450655840006,9.455004883047573,7.84927420197807,5.078810237685349,101.57620475370697,2.614676865698694,0.27125,200,61.277574848079176,71.60508836548888,29.251036543088066,55.99798133904851,306.54584413905303,190.26954978447725,209.35129805140724,442.69535427219074,4.929557986708138,4.823634681265242,0.10592330544289652
36,7200,rician,velocity,False,False,full,True,False,False,False,500.0,0.82902375,995.3948960439152,4.976974480219576,9.208717020539396,6.160761290221569,5.492012768876757,109.84025537753513,2.5689999129911176,0.2625,200,53.628714430399526,66.00299802993028,33.53118837059024,45.90126433406745,321.5638621667157,328.483435305782,521.5847908576698,823.1241605944008,4.956273207826436,4.84220073925445,0.11407246857198672
37,7400,rician,velocity,False,False,full,True,False,False,False,500.0,0.82427375,1260.6128307571669,6.303064153785835,9.516556347632296,5.439404378821335,6.6361068911178505,132.722137822357,2.557469489395879,0.26125,200,60.45597724358547,54.061041488167575,35.062372198083004,23.515992485799888,112.97805294986556,440.9928257780963,409.0898121083757,101.30711513106714,4.983511565167165,4.890684689304813,0.09282687586235205
38,7600,rician,velocity,False,False,full,True,False,False,False,500.0,0.81952375,1273.6601628000649,6.3683008140003246,9.435947239842477,5.382427048136785,6.663151890479329,133.2630378095866,2.693339885566908,0.275,200,77.11508134142795,81.57211718677364,37.36290750060958,41.978437585638645,274.2460801637072,100.91359563822347,347.62080515323663,101.03418530336955,5.036427927874234,4.937328563019931,0.09909936485430304
39,7800,rician,velocity,False,False,full,True,False,False,False,500.0,0.81477375,1171.7074495712845,5.858537247856423,8.624268308684714,4.069726258053137,6.146621864311596,122.93243728623193,2.633524723183064,0.2825,200,56.62084856044164,89.07258610826047,37.105299736179774,31.116414076711955,509.4267204874385,416.6468995897832,815.3699331767336,766.840785902111,5.0693227599264015,4.968336083565871,0.10098667636053005
40,8000,rician,velocity,False,False,full,True,False,False,False,500.0,0.81002375,941.3818592930745,4.706909296465373,8.445158740353603,6.6685249739809676,4.997875936979448,99.95751873958898,2.5474815176970886,0.2225,200,55.46855655336697,53.26735115812198,30.45719993836888,33.07588949996542,582.3683163046386,199.05808172843678,672.3477999740714,76.65411638862746,5.177787484219405,4.969074579901211,0.20871290431819478
41,8200,rician,velocity,False,False,full,True,False,False,False,500.0,0.80527375,695.3368760263438,3.476684380131719,8.5212267914547,8.495470924629393,3.7760652486953026,75.52130497390606,2.5867464520507237,0.2725,200,60.230448742563595,69.6065283392175,19.380697986604634,42.973565969233654,550.2433011860286,316.95436761222385,139.3457595833478,526.5696827018628,5.23553062387539,4.939976791335212,0.2955538325401781
42,8400,rician,velocity,False,False,full,True,False,False,False,500.0,0.80052375,841.510931202758,4.20755465601379,8.164205144529182,6.72324829756656,4.519097549278196,90.38195098556392,2.5588713712399827,0.2425,200,61.585906331097476,53.82592048253019,24.759723994838243,4.340666998640092,722.467070769116,566.2795321416057,559.506606053982,735.5088783253926,5.216563608834339,4.929955857000522,0.2866077518338175
43,8600,rician,velocity,False,False,full,True,False,False,False,500.0,0.79577375,1015.4388063136911,5.077194031568456,8.580413713258148,6.135413878068829,5.377441202120115,107.5488240424023,2.7288313048169486,0.24875,200,80.23447374081023,90.20911205499671,23.291106741448424,54.37921649775054,526.6677435495296,357.04414853435594,490.83567218836816,376.61701530598793,5.227318094267138,4.940362492933535,0.2869556013336023
44,8800,rician,velocity,False,False,full,True,False,False,False,500.0,0.79102375,1115.668528504722,5.57834264252361,9.361185496405719,5.6903750571260545,5.902111251045043,118.04222502090084,2.786075602044938,0.255,200,109.54195835772951,84.89047359532297,85.38992081049412,63.37095830029585,205.99470299008541,432.04769454101023,781.5318027640337,563.8165252253904,5.322703047945038,4.962220419254252,0.36048262869078584
45,9000,rician,velocity,False,False,full,True,False,False,False,500.0,0.78627375,1067.7859746973115,5.338929873486558,8.566921594998721,5.592911821849605,5.628688514085818,112.57377028171638,2.6522147104874096,0.2775,200,72.34055058972255,79.35895618282231,6.748083695191999,21.561718815587284,522.6525115960787,409.1989123345312,438.14411155483396,359.8522400693668,5.392500045298982,4.97703082136162,0.41546922393736274
46,9200,rician,velocity,False,False,full,True,False,False,False,500.0,0.78152375,827.7771797480896,4.1388858987404475,9.134297297991479,7.672603330392307,4.971071037759461,99.42142075518923,2.7324549328308554,0.275,200,86.91152836152727,85.05813444683615,65.82562735014926,65.61707822911016,295.16166365240844,443.4308966001004,196.91563137450316,432.74308084161754,5.378214553141079,4.976901260848529,0.4013132922925502
47,9400,rician,velocity,False,False,full,True,False,False,False,500.0,0.77677375,812.8617697796515,4.064308848898257,8.228656803878962,6.348386920074381,4.60173156322767,92.03463126455341,2.6437472870516,0.26125,200,83.85191748675645,63.15818117405482,49.01059556710804,35.44989184322435,640.4899043538854,548.8505414308775,719.0624139982073,1173.293186423604,5.404641688100471,4.968918926856596,0.4357227612438743
48,9600,rician,velocity,False,False,full,True,False,False,False,500.0,0.77202375,911.4419866481442,4.5572099332407205,9.086460510610857,6.704348788603639,5.050675625155739,101.01351250311477,2.58569805777585,0.26625,200,72.2296822262132,58.806270685480726,53.107731796015756,27.033707497600844,374.2356333171093,205.90229103579736,324.25677522744763,755.1924616514609,5.3670347416228745,4.9706221914044955,0.39641255021837907
49,9800,rician,velocity,False,False,full,True,False,False,False,500.0,0.76727375,766.8336653454794,3.834168326727397,8.112006412173734,5.838679229822998,5.180958399230385,103.61916798460771,2.6781444807725854,0.2525,200,54.90196259106076,88.3716846348249,21.90752643588079,62.049889345164516,712.1442184784512,643.0493527901318,743.4633540510476,176.98514371704783,5.316774916985482,4.974914767074411,0.3418601499110707
50,10000,rician,velocity,False,False,full,True,False,False,False,500.0,0.76252375,955.7264760667048,4.778632380333524,8.142238439542302,5.465994930789596,5.101038861183454,102.0207772236691,2.5472206147422196,0.265,200,60.75066692159645,50.861436317375755,32.74537620741624,17.90644334515901,707.6241046080144,297.2895674942157,1026.9429488093122,582.9444072994328,5.225761618192582,4.9774372489565915,0.24832436923599044
51,10200,rician,velocity,False,False,full,True,False,False,False,500.0,0.75777375,769.3093807934799,3.8465469039673996,8.967354156122797,8.532873966671735,4.417853984209879,88.3570796841976,2.5711936641717448,0.24375,200,38.33759450211706,74.40022235558949,13.93772425914523,33.72239388628032,373.50357157377215,469.47158546993086,266.66446720618325,525.5488788256587,5.163193191147464,4.966465028079205,0.1967281630682587
52,10400,rician,velocity,False,False,full,True,False,False,False,500.0,0.75302375,1062.0395246746295,5.310197623373147,8.167978991110898,4.736384378005612,5.588927338894073,111.77854677788146,2.560485681600932,0.28,200,53.69916544361713,67.73735181593246,24.755057431682076,34.741761488923785,706.8468732813951,407.164008748486,510.48178374931547,527.1297231905326,5.270295168651204,4.978435457133338,0.2918597115178665
53,10600,rician,velocity,False,False,full,True,False,False,False,500.0,0.7482737500000001,966.9079402261524,4.834539701130762,9.265556993619846,8.157275265126826,5.133334134571709,102.66668269143419,2.7279676059527738,0.215,200,75.5870678801852,80.91749193641735,54.46620046836889,32.61261560407329,333.54100940407045,260.0743243534226,367.06518851455286,146.45801017842498,5.239560297847776,4.981358073688779,0.25820222415899696
54,10800,rician,velocity,False,False,full,True,False,False,False,500.0,0.74352375,597.1699745494626,2.985849872747313,8.024644767902586,7.688772887540842,4.173823546109217,83.47647092218435,2.6979959349273197,0.23625,200,88.97388639376011,74.62265134642568,36.58801761668568,48.68415704895463,722.3301109259156,523.7175670185334,483.41445770193803,546.7708312011879,5.22186989225082,4.966403730585453,0.2554661616653666
55,11000,rician,velocity,False,False,full,True,False,False,False,500.0,0.73877375,657.8310540923321,3.2891552704616607,7.74657776223954,6.215945676627945,4.546210389907873,90.92420779815747,2.6221372093421733,0.25875,200,57.155765322330154,54.319253079303195,36.617385670360655,38.03570607092707,953.0193244599167,510.27385818046275,676.7797362920487,679.8781132308435,5.195239899861945,4.958763851664042,0.23647604819790313
56,11200,rician,velocity,False,False,full,True,False,False,False,500.0,0.73402375,937.2080010208488,4.6860400051042435,7.916591731478874,5.532530372666678,5.033975474925652,100.67950949851304,2.701849482352115,0.245,200,91.24197602039757,77.09301440028256,39.89948485483677,8.254906653622951,872.8478341318911,434.766779211151,853.920039928127,574.0398107509881,5.172338035164391,4.960106916365143,0.21223111879924872
57,11400,rician,velocity,False,False,full,True,False,False,False,500.0,0.72927375,983.1305616517506,4.915652808258753,8.607234328719436,5.874569332561253,5.20975729060319,104.1951458120638,2.5809870274591,0.285,200,76.89178045628898,26.041032012755636,40.788246106755984,7.079506734276198,520.6092668117842,435.8009042684348,346.0149716936826,603.0988099961648,5.101020555138659,4.964486747492126,0.13653380764653278
58,11600,rician,velocity,False,False,full,True,False,False,False,500.0,0.72452375,962.1693090288674,4.8108465451443365,8.167675164469706,5.3420128752252936,5.156152501787843,103.12305003575688,2.805243481733292,0.27125,200,95.95391017518511,106.13376981678755,66.4570218481403,82.915080565347,698.4552822455931,441.3693582382364,937.7936301824893,868.2610519953785,5.025670585704083,4.9677913294627425,0.057879256241340826
59,11800,rician,velocity,False,False,full,True,False,False,False,500.0,0.7197737500000001,867.2852161590574,4.336426080795287,8.954437075513777,6.880019681942093,4.715174558966771,94.30349117933541,2.8099818202222595,0.31875,200,81.1080008042311,109.93586051691715,61.758149817887535,82.13012638826066,377.12508223202934,487.20589857215265,124.17962362084197,493.6594216874678,4.954098220436842,4.9635096892848445,0.009411468848002258
60,12000,rician,velocity,False,False,full,True,False,False,False,500.0,0.7150237500000001,1326.3363712407554,6.631681856203777,10.257886353007404,5.727051848086744,6.95128481887866,139.0256963775732,2.6290499451217677,0.29125,200,95.74221938579426,48.22485755416081,61.161566363144125,12.09531207044823,134.23167286924,160.1646281718095,208.50980376019194,271.8349606817732,5.051768664531803,4.996639274778075,0.05512938975372794
