episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
1,200,rayleigh,0.249204,ou,waypoint,False,565324539.1783004,2.8266226958915017,9.537980977562123,10.935530354487428,2.883460991365005,57.66921982730011,5.683829547350132,0.07296656340360641,200,376.445670103757,236.75909116438672,370.3393211161695,131.351093959351,0,344.0061523295891,136.35371982220744,235.35173450521737,716.6205977413746,2.883460991365005,2.883460991365005,0.0
2,400,rayleigh,0.248404,ou,waypoint,False,131980023.93143593,0.6599001196571797,9.195537531951672,19.483775800712632,0.7166761913316778,14.333523826633558,5.677607167449817,0.03216760642826557,200,278.97095947502567,352.01244890982764,270.1657626989659,346.4957561006048,0,87.62120995116659,442.6652628634151,19.84590758268788,352.920879770976,1.8000685913483414,1.8000685913483414,0.0
3,600,rayleigh,0.247604,ou,waypoint,False,1221283819.320067,6.106419096600335,7.977240925194961,2.4466310863536727,6.160100284176334,123.20200568352669,5.368118757599891,0.3370678246021271,200,339.4238139665832,239.2244167834399,199.40306590052717,161.57676000966674,0,496.812221987052,357.64485715654644,796.2000063806325,905.9465086644774,3.253412488957672,3.253412488957672,0.0
4,800,rayleigh,0.246804,ou,waypoint,False,1522082572.3826501,7.610412861913251,9.289747499246102,1.6115222034536962,7.6782252957924015,153.56450591584806,6.781243387915283,0.46126922689378264,200,375.8757531677239,372.0064898720656,372.15334666938537,363.49768161392257,0,326.8837928682254,294.27723222960594,232.5672805592268,406.06166782815313,4.359615690666354,4.359615690666354,0.0
5,1000,rayleigh,0.246004,ou,waypoint,False,1575839001.0828502,7.879195005414251,9.05614618038672,1.1297423348368398,7.940482379203572,158.80964758407146,6.128737378932094,0.4584888459742069,200,371.9964421544326,310.8254697277275,359.3510634196373,276.7913312213028,0,250.17243205583404,449.3890750676969,610.0036129199158,810.7727925152537,5.075789028373798,5.075789028373798,0.0
