episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,tau,reward_scale_divisor,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,mean_q_value,critic_loss,actor_loss,rolling_reward_variance,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
12,2400,rayleigh,0.07531361607788178,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,85.77374691908001,0.42886873459540004,8.150949033559945,7.970562550998963,1.1786978554468897,,,23.5739571089378,6.477437955075415,0.49030998058617115,200,358.6888923649936,358.18634168299667,318.04102262502164,318.7834990153079,0,794.9975616116634,335.189404667781,25.87017014499912,457.29243591538284,7.915720462799072,0.0462588332593441,-7.8929362297058105,4.168741949058099,6.468292339898604,6.468292339898604,6.468292339898604,6.468292339898604,0.0,0.0
13,2600,rayleigh,0.0681448737036236,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1554.1680139317407,7.770840069658703,9.374974527812359,0.8213058688236604,8.553668658988702,,,171.07337317977405,6.852719473274205,0.45985405750572683,200,380.96081073662873,373.1465115224914,380.69476888403915,329.680303408937,0,380.1476007110679,281.5856920800531,361.8511821854232,209.10381993420697,8.381266593933105,0.050454650074243546,-8.421733856201172,4.239702537827245,6.628705902905535,6.628705902905535,6.628705902905535,6.628705902905535,0.0,0.0
14,2800,rayleigh,0.06165848957883975,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1572.8294879252915,7.864147439626457,8.951102380832822,0.29823930816802696,8.65286307266479,,,173.0572614532958,6.90643691932902,0.15140458451234737,200,380.9773538381304,380.9287214169869,380.8275046500499,380.2290854715423,0,226.08425994791133,306.0395245045988,721.8299835659542,95.21814678480477,8.882135391235352,1.1994303464889526,-9.04340648651123,4.275984680276291,6.773288557888338,6.773288557888338,6.773288557888338,6.773288557888338,0.0,0.0
15,3000,rayleigh,0.05578951329014982,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1099.4720175611255,5.497360087805628,9.231799711371172,2.525281117085179,6.7183940378188005,,,134.367880756376,6.87852934654508,0.40624797128140927,200,376.33131902946735,339.0346130670299,321.9349112275544,318.3439823618513,0,375.063040169971,223.42166849561946,173.44374643878388,352.5999923869816,9.971456527709961,0.04013004153966904,-10.029637336730957,3.9953593252338186,6.769628923217036,6.769628923217036,6.769628923217036,6.769628923217036,0.0,0.0
16,3200,rayleigh,0.05047917674292099,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,578.6513479820002,2.893256739910001,7.7294979690243695,2.558243016276062,5.1897621115205865,,,103.79524223041174,6.933494619460524,0.4825705090165138,200,304.2701060713629,223.41528178063078,280.4992744786661,218.63138273174792,0,809.1712259301086,544.5245388788927,283.21173230616375,840.9352743084602,10.421049118041992,0.18164528906345367,-10.546817779541016,4.222723548572077,6.670887247486009,6.670887247486009,6.670887247486009,6.670887247486009,0.0,0.0
17,3400,rayleigh,0.045674305695958727,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1276.865645344411,6.3843282267220545,8.373710825051546,1.1381873015079806,7.2355235235435655,,,144.7104704708713,6.936062970826149,0.4833493144903332,200,380.6243715363088,380.98435007967316,380.5002176077268,380.8438448786089,0,304.71938033875057,404.4721539847031,713.0660881924722,926.7969039288246,11.133824348449707,0.06241065263748169,-11.285672187805176,4.011190268152389,6.70410114607763,6.70410114607763,6.70410114607763,6.70410114607763,0.0,0.0
18,3600,rayleigh,0.041326787309391703,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1328.6739888046332,6.643369944023166,7.731654780252972,0.21406289556463098,7.517591884688345,,,150.35183769376692,6.8866884408862346,0.48503444011323155,200,380.7588986775569,376.42972128745043,380.48974885762175,278.0656071967458,0,647.4741904341691,381.19166787438957,667.9583089515027,75.15522607661529,11.410357475280762,2.5196616649627686,-11.611268997192383,3.843689583917836,6.749295076000447,6.749295076000447,6.749295076000447,6.749295076000447,0.0,0.0
19,3800,rayleigh,0.037393088374123105,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1220.3974135116298,6.101987067558149,7.639007397502783,0.7458759936219186,6.894282271350616,,,137.88564542701232,6.872900746056416,0.48933875098824503,200,374.9499882307189,380.9746521869375,317.00547808665044,380.88203483646004,0,881.9280294427056,461.8522292714063,328.0894712909911,156.01248370388222,12.390992164611816,1.3348348140716553,-12.511749267578125,3.65054888112319,6.7569259810188775,6.7569259810188775,6.7569259810188775,6.7569259810188775,0.0,0.0
20,4000,rayleigh,0.03383381939871293,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,839.3693681509426,4.196846840754713,7.850161708717592,1.5681623540273308,6.287369096067039,,,125.74738192134078,6.676595121838793,0.4931485649943352,200,311.3235278500885,304.05183160338424,126.39488250700508,282.1027580925246,0,593.9524398006844,542.9343118642287,460.19533441172825,713.0900538524111,12.823480606079102,0.171421080827713,-12.964010238647461,3.574770186913555,6.733448136771285,6.733448136771285,6.733448136771285,6.733448136771285,0.0,0.0
21,4200,rayleigh,0.03061334018874199,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1094.8568583328217,5.474284291664109,8.02041816435382,0.9434492937862958,7.076968870567515,,,141.5393774113503,6.833249168906041,0.49512342296540734,200,252.78762145465447,380.9916097228771,110.96111609190868,380.9328251855622,0,556.7857634357205,596.7676390914514,197.39750412264468,175.96469814307846,13.444744110107422,0.13701774179935455,-13.494542121887207,3.405519313797817,6.826944667232146,6.826944667232146,6.749806266952059,6.749806266952059,0.077138400280087,0.077138400280087
22,4400,rayleigh,0.02769940296918699,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1065.856998337248,5.329284991686239,8.602675026367523,2.412208224435448,6.209367641108702,,,124.18735282217406,6.872887286338157,0.4864419586956501,200,373.52463091877763,380.99220051597183,368.79741498790656,380.9403317225599,0,437.65759340775065,480.48597050394375,222.87060786660132,641.407312923339,14.167747497558594,4.785067558288574,-14.324323654174805,3.254240612195098,6.772735061863716,6.772735061863716,6.725240874868271,6.725240874868271,0.047494186995445276,0.047494186995445276
23,4600,rayleigh,0.02506282947626743,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,920.7943289749113,4.603971644874557,7.4495669605101,0.9433693304632357,6.50619763004687,,,130.1239526009374,6.88188406400012,0.4940409354120493,200,290.270965857809,338.3289022094131,218.17498555111035,316.99884350557153,0,1065.9795878358207,662.3554117300667,948.368985108562,1242.7628700184625,15.632423400878906,0.08487509191036224,-15.738651275634766,3.154099276798369,6.698952771033726,6.698952771033726,6.71571725552821,6.71571725552821,0.016764484494483867,0.016764484494483867
24,4800,rayleigh,0.022677218785372842,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1354.1892095714766,6.770946047857382,8.591651067189895,0.3793424262909049,8.21230864089899,,,164.2461728179798,6.940463184347408,0.4929755822569132,200,316.23709753472735,380.99359005899396,292.5741984301819,380.97726819297566,0,435.16035663452516,534.0271161269376,699.0664234158298,564.5448403405944,15.539032936096191,0.046190295368433,-15.53917121887207,3.0814526202935517,6.867400374796624,6.867400374796624,6.778075229918659,6.778075229918659,0.08932514487796528,0.08932514487796528
25,5000,rayleigh,0.02051868294945022,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1076.328697504409,5.381643487522045,8.378180622380844,1.7498665972282545,6.8248798079892214,,,136.4975961597844,6.876142744882809,0.36387937603867615,200,312.4226302465748,380.99835136758327,291.4967698154154,380.96803208509607,0,555.2910782499207,581.6809792263832,844.0263548480515,719.2712169312566,16.701963424682617,0.05854739248752594,-16.810625076293945,2.960166799689424,6.809274066792158,6.809274066792158,6.779947413041481,6.779947413041481,0.02932665375067689,0.02932665375067689
26,5200,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,578.0690750785558,2.890345375392779,8.73889316465468,5.7837674684276354,4.4794437015581625,,,89.58887403116326,6.714476769328569,0.21398217757523524,200,357.18024457170384,342.01883216833505,156.59275558137423,318.3776519821541,0,265.98875648458187,523.3146636310742,302.05604260702796,948.6445562252072,17.362306594848633,0.19533604383468628,-17.44823455810547,3.117687861863856,6.655556979732159,6.655556979732159,6.6914665010613525,6.6914665010613525,0.03590952132919334,0.03590952132919334
27,5400,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,770.3008368037555,3.8515041840187774,8.73436534825402,3.7658721102320505,5.087448435844129,,,101.74896871688259,6.836207283493726,0.4890904625505209,200,332.98258352689544,374.58363257273504,296.58736691331785,348.41348431637357,0,243.9752078561426,637.4114995054653,148.34418607340794,756.5620169062854,17.349185943603516,0.12612178921699524,-17.58434295654297,3.0985552918683528,6.6287131000091986,6.6287131000091986,6.6320584245718255,6.6320584245718255,0.003345324562626928,0.003345324562626928
28,5600,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,923.6178338111692,4.618089169055846,7.683015897946493,0.4897685889845589,7.193247308961936,,,143.86494617923873,6.940568149593309,0.48455704768188296,200,280.11875631140776,241.87687973532928,269.9754519647969,225.8517941336815,0,825.5125303439426,672.3027639499602,1059.323764518856,717.2904563965866,18.034069061279297,0.1279735267162323,-18.19097900390625,3.010827346606015,6.645128028522464,6.645128028522464,6.652100884728616,6.652100884728616,0.006972856206151512,0.006972856206151512
29,5800,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1224.4120654390374,6.122060327195187,9.13924331943645,1.6800639398183985,7.459179379618056,,,149.18358759236114,6.933787954083124,0.4960401482135057,200,380.32167232431516,327.65803603996375,378.4120540487503,304.24962527525275,0,293.84865807757063,329.1126871562755,318.23661466522304,555.9137826667965,18.12469482421875,0.31737029552459717,-18.48703384399414,2.924124232262032,6.604842750102549,6.604842750102549,6.679931177655837,6.679931177655837,0.07508842755328882,0.07508842755328882
30,6000,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1373.136653326147,6.865683266630736,9.13158087694904,1.1456367592839316,7.985944117665106,,,159.71888235330212,6.939551667187667,0.473737673740834,200,380.9990326217055,352.73955530313475,380.9849060616739,336.4503928676164,0,346.6063115069433,234.0101277211907,333.0728267078002,515.9852314656529,18.263671875,0.2520604133605957,-18.70602798461914,2.8930942302374425,6.656678950516087,6.656678950516087,6.7234649423228126,6.7234649423228126,0.06678599180672595,0.06678599180672595
31,6200,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,767.7124631491389,3.8385623157456945,7.676653167748787,2.304077056613125,5.387393154117809,,,107.74786308235618,6.838539967880211,0.4959081290662289,200,226.6122247412861,380.9987206700826,164.55530333488474,380.8963895868091,0,770.2008974922658,505.4294837905836,287.8159386830072,831.9743505737417,17.967437744140625,0.25602924823760986,-18.17809295654297,2.8836323404572872,6.532526560023291,6.532526560023291,6.6803658523807155,6.6803658523807155,0.14783929235742477,0.14783929235742477
32,6400,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1135.8220754781337,5.679110377390669,8.264093203761709,1.0966516639904138,7.167441539771298,,,143.34883079542598,6.913348400292968,0.49595844648778437,200,293.73766558405,351.73007475707504,242.77033554440504,337.3012385349208,0,486.5029582264641,505.31744857188465,485.2708306780196,746.9375651724422,18.786123275756836,0.09365029633045197,-19.133087158203125,2.795477882791769,6.831963744239511,6.831963744239511,6.695586967611671,6.695586967611671,0.13637677662783965,0.13637677662783965
33,6600,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1326.721026614751,6.633605133073755,7.811189831402833,0.2993801617174481,7.511809669685385,,,150.2361933937077,6.933007471652486,0.40857275905204005,200,380.9978183971858,380.99732973011305,380.9783808845697,380.97847631226546,0,546.120315236432,513.8077898822613,964.8953776382107,234.37950547254664,18.060794830322266,0.1364801526069641,-18.50501251220703,2.7531461383324225,6.779870794774345,6.779870794774345,6.720320988886632,6.720320988886632,0.05954980588771264,0.05954980588771264
34,6800,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1092.8389713407919,5.464194856703959,7.219970931498217,0.35953749523167416,6.860433436266544,,,137.20866872533088,6.892321003429682,0.4974807552993298,200,320.4013625917117,376.8896874357564,295.7203994107966,361.36125828259327,0,999.7660252590596,502.62162569471155,938.4389659953981,623.0942830421013,19.276412963867188,0.07280987501144409,-19.7106876373291,2.6721719293618817,6.690249312954434,6.690249312954434,6.724441943221335,6.724441943221335,0.03419263026690178,0.03419263026690178
35,7000,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1382.2515332702499,6.91125766635125,7.848242170604191,0.10325525086118649,7.74498691974301,,,154.8997383948602,6.941410967837137,0.4937168178707361,200,380.9927323776931,380.9922066212478,380.9688562991886,380.9293899800225,0,532.0878888663491,186.23800529131285,761.4728227572367,102.45035289012576,18.9552001953125,0.11532385647296906,-19.390853881835938,2.653563907061448,6.741578957050645,6.741578957050645,6.753600371121955,6.753600371121955,0.01202141407131041,0.01202141407131041
36,7200,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1272.533180235502,6.36266590117751,8.109340045569986,0.9293916281148694,7.179948417455123,,,143.59896834910248,6.941883567910715,0.4973582547158003,200,380.99693661004926,380.997400880271,380.96995589148054,380.9674544809393,0,807.110709869063,528.4617541871626,654.6378932155585,741.9422668710097,19.555261611938477,0.1103166863322258,-20.053855895996094,2.599482236013123,6.841088272347372,6.841088272347372,6.7654433724089875,6.7654433724089875,0.07564489993838475,0.07564489993838475
37,7400,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1174.2854750135793,5.8714273750678965,8.971892695321735,1.5962339483904553,7.375658746931281,,,147.51317493862564,6.801887312223849,0.4966610299795866,200,375.08013571133336,234.4759884098384,354.0282446976735,178.85142649418734,0,225.19163900982622,674.4785121372058,589.4211479466602,953.3080035377511,19.053504943847656,0.24719053506851196,-19.404338836669922,2.5322233137087284,6.848095033516758,6.848095033516758,6.78193567982851,6.78193567982851,0.06615935368824832,0.06615935368824832
38,7600,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1242.4285396563225,6.212142698281613,7.851458383418955,0.8394201428994813,7.012038240519476,,,140.24076481038952,6.941858014436159,0.4968239565193653,200,380.99881377461077,380.9986832020314,380.9834639931981,380.97637614810014,0,628.4304108470102,334.98944773699515,327.0736472015036,349.02927913185704,19.531787872314453,0.10055549442768097,-19.765522003173828,2.477060825997189,6.822817351308314,6.822817351308314,6.787991010373009,6.787991010373009,0.03482634093530468,0.03482634093530468
39,7800,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,761.4282336849219,3.8071411684246095,7.83182600905913,2.056841535072623,5.781409769418194,,,115.62819538836389,6.839097161403563,0.4970653149485588,200,345.0067279157877,159.7472957912965,252.79551726048408,121.36212501099278,0,753.8398509149112,505.0248951057354,361.10545225880554,818.7824793612219,19.596561431884766,0.0893464982509613,-19.89091682434082,2.490356924213309,6.767173726211692,6.767173726211692,6.762181234963911,6.762181234963911,0.004992491247780784,0.004992491247780784
40,8000,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,926.4348709739568,4.632174354869784,7.340745181454938,1.0515937194312759,6.289151462023659,,,125.78302924047318,6.89537400659323,0.4958411603420973,200,309.1169190570099,380.9969509309958,283.60573800709824,380.97381246755765,0,859.5135993773032,499.99446645006384,937.4016131985843,1026.7110856442707,19.508953094482422,5.636001110076904,-19.6760196685791,2.4471208263373696,6.767262844509522,6.767262844509522,6.750355490640405,6.750355490640405,0.01690735386911779,0.01690735386911779
41,8200,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1014.0858717316069,5.070429358658035,7.882459278111295,1.754985619696609,6.1338352854214895,,,122.6767057084298,6.9389970054524905,0.4950517609715462,200,380.8858281966074,364.6699614096343,380.84407975633246,354.31966336682683,0,540.7653921681716,226.41278215830044,317.77418460529213,756.750687738737,19.722900390625,0.0763230100274086,-19.946670532226562,2.391694151876094,6.720106165252221,6.720106165252221,6.735318412464333,6.735318412464333,0.015212247212112118,0.015212247212112118
42,8400,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1132.4744965359887,5.6623724826799435,7.747122876950673,0.4923862356191575,7.25811879843806,,,145.1623759687612,6.940491194862567,0.49632990956306455,200,161.61931572451658,380.937752248835,150.0638588439586,380.7488101903961,0,566.0742427625522,708.8723439378913,896.333550453221,667.867903332982,19.75844955444336,0.07579641044139862,-19.87176513671875,2.3354953233623252,6.77254372311869,6.77254372311869,6.747766040701802,6.747766040701802,0.024777682416887714,0.024777682416887714
43,8600,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,489.9393458896911,2.4496967294484553,7.737597171050854,2.592502067266222,5.181798179701995,,,103.63596359403992,6.932239991611735,0.4954904361814261,200,276.7780623694939,277.62598572574126,269.1949980292082,274.6933719213444,0,668.3705393013375,532.6772051102083,329.7314741068792,966.1296272747963,19.80575942993164,5.600889205932617,-19.82425880432129,2.4907943851307035,6.706323750601444,6.706323750601444,6.711348183469249,6.711348183469249,0.005024432867804407,0.005024432867804407
44,8800,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1212.447058008695,6.062235290043475,8.44723203473801,1.3212598980914725,7.125972136646534,,,142.51944273293068,6.904400628989236,0.49668258368968965,200,380.9966011529271,354.2674761110349,380.9804555793945,250.94044075719935,0,551.1951729998357,312.74473340479324,373.89332699234654,588.6293182981121,19.90898895263672,0.06021229922771454,-20.005460739135742,2.443437928109684,6.652006925388823,6.652006925388823,6.720771455132368,6.720771455132368,0.06876452974354486,0.06876452974354486
45,9000,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1497.1836289411306,7.485918144705653,8.539356206938475,0.24121413427259464,8.298142072665893,,,165.96284145331788,6.941902547013464,0.4973759626597166,200,380.998543632639,380.99789984524745,380.97903899088357,380.99221017603776,0,583.3797893550787,349.69445481780446,784.1634284880123,359.5035415672191,20.018535614013672,0.04463382065296173,-19.963058471679688,2.4808490857916627,6.725670038622657,6.725670038622657,6.755824135522002,6.755824135522002,0.030154096899345006,0.030154096899345006
46,9200,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,759.362741457092,3.79681370728546,8.737208375914259,3.18634086009044,5.550867515823817,,,111.01735031647634,6.941727144109999,0.49578730672597887,200,380.997714486256,131.54457216842277,380.9796250520998,125.8487389699656,0,507.8304746394656,313.6823888967934,205.20540386734802,881.346600235009,19.871002197265625,0.02865198813378811,-19.95842742919922,2.486962863500958,6.77924122933594,6.77924122933594,6.7296294263981284,6.7296294263981284,0.049611802937811866,0.049611802937811866
47,9400,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1300.7853441110938,6.5039267205554685,8.932377100310568,0.8159199311491667,8.116457169161405,,,162.3291433832281,6.941969889519578,0.49813153259456155,200,380.997803670353,294.71664002251146,380.98572984454427,276.3426757905452,0,474.07299381934075,162.8041476540113,610.6134024043723,708.9836021680712,19.89852523803711,0.04387419670820236,-19.915912628173828,2.4575935340179815,6.930691666001803,6.930691666001803,6.759136399648411,6.759136399648411,0.17155526635339235,0.17155526635339235
48,9600,rayleigh,0.02,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,0.005,5.0,1051.266702289074,5.256333511445369,8.010215731166559,1.310023179184305,6.700192551982248,,,134.00385103964496,6.941955656952786,0.49780669681727885,200,314.5400138063982,380.99868028702883,290.62459811294866,380.9891893369297,0,708.5365796842655,625.5862719501011,205.18739321404163,216.53188620936677,20.076807022094727,0.031762249767780304,-20.08760643005371,2.4072668442921525,6.906038928152819,6.906038928152819,6.757908402822035,6.757908402822035,0.1481305253307843,0.1481305253307843
