episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,alpha_lr,batch_size,alpha,target_entropy,auto_entropy_tuning,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,alpha_loss,policy_entropy,replay_size
11,2200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.1445954293012619,-5.0,True,velocity,False,True,full,True,1439.5948618219707,7.197974309109854,8.057635890133811,0.4771003353575114,7.5805355547763025,,,151.61071109552606,3.0295770158746325,0.4747226013429463,200,119.58986465740297,134.2119598802874,108.97476686414463,127.77508660091071,824.177617192698,400.1911518568929,617.5822319786515,588.6219183224032,7.863802272482312,7.863802272482312,0.0,2.530547618865967,-43.76947784423828,-12.220251083374023,1.320141315460205,2200
12,2400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.1368224322795868,-5.0,True,velocity,False,True,full,True,1742.5941319498745,8.712970659749372,9.260199806814194,0.20865149681506903,9.051548309999125,,,181.03096619998252,3.058454012718592,0.4730606173165143,200,87.88485288020846,159.42913460074922,71.87350288995239,151.8691453280926,314.0882866088408,268.11811576259123,764.0802922931773,342.4994292345795,7.962781108942046,7.962781108942046,0.0,66.19861602783203,-50.8951416015625,-13.078819274902344,1.5762662887573242,2400
13,2600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.12944068014621735,-5.0,True,velocity,False,True,full,True,1429.3674601142393,7.146837300571196,7.919111041965102,0.24771995119235568,7.671391090772744,,,153.4278218154549,3.2765168542197576,0.4749395199585706,200,119.33427866512723,186.38288922521056,104.33039267835058,177.743381571704,811.5748071255086,322.73683954728983,785.1112494148889,379.8042345970813,7.940366492159792,7.940366492159792,0.0,78.25093078613281,-57.23322296142578,-12.17441177368164,0.9553993940353394,2600
14,2800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.12257570773363113,-5.0,True,velocity,False,True,full,True,1436.6478390041736,7.183239195020868,7.873801112990167,0.016071318746363,7.8577297942438005,,,157.15459588487602,3.8886563795338502,0.46800421410705895,200,216.41177745356373,210.4030723044743,209.14539865049773,205.05964652074462,885.9979042238346,458.2045953678767,800.1842847222701,163.89855664615868,7.934463870880078,7.934463870880078,0.0,189.68043518066406,-63.558170318603516,-11.994171142578125,0.7149242162704468,2800
15,3000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.11574609577655792,-5.0,True,velocity,False,True,full,True,1668.8770782257848,8.344385391128924,9.010370981748693,0.056267925173551794,8.954103056575146,,,179.08206113150294,3.3505391211724405,0.47157250713557003,200,129.67253822119773,197.76200170536686,121.266266023039,186.1484758761842,69.01415098734465,556.2716957461228,1172.7229668488467,258.55455588304915,8.002439816593084,8.002439816593084,0.0,5.755026817321777,-72.11151123046875,-13.333693504333496,1.1842546463012695,3000
16,3200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.10942453891038895,-5.0,True,velocity,False,True,full,True,1214.842574625431,6.074212873127156,7.596897100956717,0.15910936287321953,7.437787738083495,,,148.7557547616699,3.749170061097556,0.47259583385661247,200,91.81878121608644,192.9966181303069,45.579948322778584,188.32771393873668,1080.093720446601,695.815643201117,921.7481050140378,474.4979886915492,7.967149061686234,7.967149061686234,0.0,143.35366821289062,-78.30630493164062,-14.379531860351562,1.499998688697815,3200
17,3400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.10360868275165558,-5.0,True,velocity,False,True,full,True,1129.529072703651,5.647645363518255,7.968989505471205,0.8488047263390862,7.120184779132122,,,142.40369558264243,3.922684451105916,0.4682264546118677,200,97.35905063598727,203.03940912944606,47.572567642299134,193.92792588028158,780.7647337306269,535.8784617128234,324.71786252933055,447.67073600070745,7.917327633300698,7.917327633300698,0.0,3.7289578914642334,-86.3298110961914,-12.858013153076172,0.6721848249435425,3400
18,3600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.09753884375095367,-5.0,True,velocity,False,True,full,True,1305.7233198237898,6.528616599118949,8.808151869759456,1.3148406290111896,7.493311240748269,,,149.86622481496536,2.889566626709446,0.48035516202449796,200,115.04385572449829,110.84266722016092,73.94870468482823,93.60903849538566,418.18891346035355,481.39158718778987,550.282455403843,981.4149396134436,7.893771167047785,7.893771167047785,0.0,3.655669689178467,-89.47294616699219,-14.112312316894531,1.064074993133545,3600
19,3800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.09195071458816528,-5.0,True,velocity,False,True,full,True,1554.5797728093944,7.772898864046972,8.619429831038614,0.12298276784132922,8.496447063197293,,,169.9289412639459,3.2774737508440706,0.4717836577026173,200,132.80750003705617,156.13161156420657,118.36159725804157,148.89951289344216,566.3210452929167,520.2713762542521,309.1440755198284,108.59046376552132,7.925490951055653,7.925490951055653,0.0,4.015036582946777,-97.63518524169922,-15.55721378326416,1.519687533378601,3800
20,4000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.08682507276535034,-5.0,True,velocity,False,True,full,True,1763.0589648932635,8.815294824466317,10.086811075992546,0.6152107711816307,9.471600304810915,,,189.43200609621832,3.605618008298721,0.48200675811618565,200,127.75866449632365,219.12851262148035,109.1423732033918,202.4689413024917,142.44483532442214,257.52341261299597,811.2948808470705,917.1161268356253,8.002796418743417,8.002796418743417,0.0,285.87322998046875,-102.12986755371094,-12.813814163208008,0.24387812614440918,4000
21,4200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.08220270276069641,-5.0,True,velocity,False,True,full,True,1665.5347548489385,8.327673774244692,9.688915163812242,0.08127483556954775,9.607640328242688,,,192.1528065648538,3.5055908864423757,0.47910238191485405,200,219.28226418615841,58.3289648626901,209.1673180943078,41.68856763805565,333.4654783007637,185.18574134496842,657.9971634842691,220.90001096966793,8.13838755723297,8.079217557291,0.05916999994196992,308.95635986328125,-109.3577880859375,-14.837604522705078,0.9391234517097473,4200
22,4400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0777549147605896,-5.0,True,velocity,False,True,full,True,1482.9502488974877,7.414751244487438,8.766715914985033,0.8521395520755858,7.914576362909444,,,158.29152725818886,4.24197718944974,0.47343071855604646,200,178.33563186152753,284.19418188430245,162.36939369352933,275.1425198582071,424.1786728543557,480.97340196109866,572.7964841136275,780.141502603983,8.18574580326517,8.071733866637295,0.11401193662787534,10.722209930419922,-114.46560668945312,-11.65388298034668,-0.43689054250717163,4400
23,4600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0735020563006401,-5.0,True,velocity,False,True,full,True,1363.0143896513994,6.815071948256997,8.216233092060861,0.7835848373668689,7.4326482546939925,,,148.65296509387986,3.9420203851576763,0.47889722596853973,200,112.28643117412128,283.5886142067154,81.96818203812134,281.9292104445465,712.4322763058914,553.7323614477779,329.8830834426949,344.54708999367534,8.130503189209875,8.043947535683238,0.08655565352663785,9.670520782470703,-120.150146484375,-15.838798522949219,1.0681906938552856,4600
24,4800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.06929909437894821,-5.0,True,velocity,False,True,full,True,1364.1932078185291,6.820966039092646,8.073695516455146,0.7546491041980856,7.319046412257057,,,146.38092824514112,3.075776257869185,0.4794593345746398,200,105.07449376092957,144.8621267702187,70.35491689917052,121.98455065432186,721.1435211346072,521.3918379452738,533.73972045628,532.5310793884843,8.060692561372703,8.013743322207146,0.04694923916555638,8.721456527709961,-127.12745666503906,-14.7723388671875,0.5347322821617126,4800
25,5000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.06550908833742142,-5.0,True,velocity,False,True,full,True,1927.3682941016602,9.636841470508301,10.062791552052197,0.03834140940990741,10.024450142642285,,,200.48900285284572,3.46420394744747,0.4716663271561265,200,212.56547225254508,129.76644011011595,140.65240233210577,109.36099566022268,163.46181274002055,183.880070223756,529.4535641460794,142.2161807139107,8.223459964834555,8.094171595024552,0.1292883698100038,445.3891296386719,-134.4818878173828,-14.901988983154297,0.46807044744491577,5000
26,5200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.06193535402417183,-5.0,True,velocity,False,True,full,True,1444.9360837668185,7.224680418834092,8.60796904019404,0.15591988441550683,8.452049155778539,,,169.04098311557078,3.627521078571939,0.4841427458450198,200,128.71951464326182,181.94392600518847,67.92354057999454,157.09219003227233,463.2843118051697,663.6096406935355,430.99479695354546,131.49595431118146,8.32383422935249,8.107936116592013,0.21589811276047755,8.468534469604492,-138.33799743652344,-14.997215270996094,0.39196157455444336,5200
27,5400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.05893362686038017,-5.0,True,velocity,False,True,full,True,1376.9217256437198,6.884608628218599,8.209931763272934,0.6564899571677594,7.553441806105176,,,151.06883612210353,5.085070276411249,0.48841660149395466,200,257.6457075329373,315.2806876201289,229.4698087563685,309.77927136711145,750.4399003287178,591.4687170120628,559.5353469946323,527.3732393623648,8.23937937725087,8.087399290277686,0.15198008697318421,6.605831146240234,-146.3635711669922,-13.743047714233398,-0.14564460515975952,5400
28,5600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0561191663146019,-5.0,True,velocity,False,True,full,True,1464.6178728881453,7.323089364440726,8.78461644422646,0.8121094798588075,7.972506964367654,,,159.4501392873531,4.246588226179754,0.48742226406931877,200,179.81864949081418,266.62124943925824,169.86282304531787,259.53544272577585,446.22666208306117,242.3892893635848,898.6363551553308,1250.2017144996244,8.203097369548562,8.083295992923755,0.11980137662480672,6.352009296417236,-150.18983459472656,-16.140714645385742,0.6044507026672363,5600
29,5800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.05312567949295044,-5.0,True,velocity,False,True,full,True,1379.6188866891935,6.8980944334459675,8.297022094463781,0.8965073884331412,7.40051470603064,,,148.01029412061283,4.375116191620965,0.4834516956470907,200,229.47093875970089,262.32662986923367,200.62543048415066,251.61755321494712,539.698432556934,304.0510782716746,655.6633216956981,805.6651687429895,8.170029503752168,8.059751810617097,0.11027769313507108,7.481067657470703,-156.45404052734375,-11.936254501342773,-0.9329091906547546,5800
30,6000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.050552621483802795,-5.0,True,velocity,False,True,full,True,1450.6208800690003,7.253104400345002,8.195778716136681,0.42950482057228156,7.7662738955643995,,,155.325477911288,4.503732536467679,0.4830082353204489,200,289.3785719459162,205.34432342044204,285.77960566696146,131.8595042266362,869.2110442406655,316.4203273556302,384.3473861291253,246.0604460356842,8.128889348046556,8.049969213448673,0.07892013459788316,12.614214897155762,-164.34555053710938,-8.418839454650879,-2.1791810989379883,6000
31,6200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.04827307164669037,-5.0,True,velocity,False,True,full,True,1356.9893434731173,6.784946717365586,8.850853175367567,0.9127713825798532,7.938081792787717,,,158.76163585575435,4.941847490037244,0.4876009538024664,200,254.43076687087802,285.97432848243096,163.13495594727218,276.90483395331256,480.228256952609,447.03487844208365,482.3532903620876,714.1079603266613,8.146766659947126,8.04635994181445,0.10040671813267643,7.864745140075684,-169.46780395507812,-12.121435165405273,-1.000367283821106,6200
32,6400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.04559538513422012,-5.0,True,velocity,False,True,full,True,1397.5664413059505,6.9878322065297525,8.288253529590447,0.3475787123776977,7.940674817212751,,,158.81349634425504,3.841657114234753,0.49015167184174063,200,136.92619769812313,241.56015794884345,104.29817417422296,229.87682145324712,682.4526809330533,506.5058586375793,679.1815675079403,520.1071988698617,8.091222985307807,8.043057281670647,0.04816570363716011,8.74337100982666,-175.1026611328125,-12.319076538085938,-1.0102307796478271,6400
33,6600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0432521253824234,-5.0,True,velocity,False,True,full,True,1417.01566726374,7.085078336318699,8.061306042397938,0.027917863756511486,8.03338817864142,,,160.6677635728284,4.6687361613682565,0.478717102445662,200,300.9519525783238,211.2782049495767,256.57186153994076,190.80060932187922,743.6213758821777,433.79375320649257,654.0531193316036,205.64593832716224,8.10932283970124,8.04276427854855,0.0665585611526911,7.537224292755127,-178.0728302001953,-15.006031036376953,-0.22166192531585693,6600
34,6800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.040930621325969696,-5.0,True,velocity,False,True,full,True,1251.0458553054018,6.255229276527009,8.686243239203991,1.2730379184257195,7.413205320778267,,,148.26410641556535,4.295093738073503,0.47885291546583175,200,211.08580289789987,192.67671295784132,198.73258122225113,143.04115250201346,508.1053759429092,223.7571134917302,367.0793609598648,718.9014316281075,8.087096616027964,8.02424783861413,0.06284877741383355,10.605823516845703,-184.04745483398438,-11.812702178955078,-1.303480625152588,6800
35,7000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0388423427939415,-5.0,True,velocity,False,True,full,True,1346.944754219332,6.73472377109666,9.47161013340772,1.4345107915073028,8.037099341900422,,,160.74198683800847,4.121310348097856,0.4895662667602301,200,216.13238584271525,191.45517354267054,185.4084531192768,146.18459192858847,229.2029060510504,441.1122801602271,404.1770812312399,736.9360827797918,8.041246430294226,8.02461502442231,0.016631405871915916,17.678573608398438,-185.95523071289062,-14.131073951721191,-0.6492620706558228,7000
36,7200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.036846984177827835,-5.0,True,velocity,False,True,full,True,1303.6075167056647,6.518037583528323,8.434889818979181,0.8021335677427042,7.632756251236472,,,152.65512502472947,4.351476030121777,0.47945901423692705,200,232.08367031265607,195.1443969762893,137.45924325083743,129.652449426038,547.8379591012183,187.9976887551364,653.0852212577631,826.9426439705317,8.050994855951876,8.01373005850048,0.03726479745139599,8.944679260253906,-192.40135192871094,-13.282414436340332,-0.9758914709091187,7200
37,7400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03494603559374809,-5.0,True,velocity,False,True,full,True,1533.6307490283791,7.668153745141896,8.362940770282027,0.07173432039514611,8.291206449886879,,,165.82412899773757,5.419379672481651,0.4890786336734891,200,284.04452383159975,323.52593271905107,273.4404879042828,303.1455983139036,790.733149995775,465.27571155789065,912.6926164319872,239.2209019865293,8.109545939489616,8.021229420429842,0.08831651905977367,8.987140655517578,-197.69662475585938,-9.817240715026855,-2.072758436203003,7400
38,7600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03345809131860733,-5.0,True,velocity,False,True,full,True,969.1097986598415,4.845548993299207,8.995444910705773,2.7001262190423,6.295318691663473,,,125.90637383326946,6.318258582129397,0.4833026546612382,200,366.4916616564928,108.56489158513874,360.2428301643221,98.2619629075807,544.0384002564967,193.87273810466297,244.7465803999938,903.1082257599392,8.049646312035375,7.975810717041253,0.0738355949941214,11.694138526916504,-199.925537109375,-0.7712505459785461,-4.772984504699707,7600
39,7800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03198346868157387,-5.0,True,velocity,False,True,full,True,1047.7996324023447,5.238998162011724,7.733342479163618,1.4514007393731427,6.288448890126084,,,125.76897780252169,4.591579221960987,0.4901479707285762,200,254.8902155238518,190.23347299330212,108.19531131654381,71.39775944121484,968.4522929637185,559.6699598565807,249.91726116605724,568.4630799242582,7.939246403381816,7.932545029171633,0.006701374210182465,2696.0810546875,-204.21852111816406,-13.722684860229492,-1.013451337814331,7800
40,8000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03009049966931343,-5.0,True,velocity,False,True,full,True,1221.109528804281,6.105547644021405,8.295975558982441,1.5835084818388947,6.712467077143545,,,134.24934154287092,5.173241089461641,0.46110975043382496,200,315.97012567858246,267.7993117068003,273.1866699705373,258.6952216996057,784.8839175159299,462.7355819160697,291.2609782543464,534.2517716976661,7.801289741998447,7.902043080370932,0.10075333837248479,1435.246826171875,-210.75099182128906,-10.132549285888672,-2.1076974868774414,8000
41,8200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.028493106365203857,-5.0,True,velocity,False,True,full,True,1399.2434756540483,6.9962173782702415,8.589422451700896,0.37121791425928363,8.218204537441617,,,164.36409074883235,5.335387569852156,0.481867022626102,200,224.9642134863323,318.74354681445556,178.02461436558897,256.3049637174206,471.22072019846394,496.4948403934374,488.77205761540534,198.76422669038024,7.7318179524583925,7.909754335421437,0.17793638296304426,13.91653823852539,-216.80410766601562,-11.515207290649414,-1.7634460926055908,8200
42,8400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.027162868529558182,-5.0,True,velocity,False,True,full,True,432.28777266343343,2.161438863317167,8.403389117671564,5.347736751346244,3.0689851917391944,,,61.37970383478389,4.272850329164311,0.4942310053482652,200,249.77953717535883,176.06045286702266,71.93911263816567,120.60943137942486,572.1185556391166,377.2809914414819,74.5282229458774,694.9782244175511,7.489538393899879,7.794497927238527,0.3049595333386472,9.86186408996582,-217.04568481445312,-7.815122604370117,-2.832568645477295,8400
43,8600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.025791388005018234,-5.0,True,velocity,False,True,full,True,1203.3589862814974,6.016794931407487,8.364853003102107,1.2145022435191046,7.150350759583013,,,143.00701519166026,4.773556537079468,0.4302148771425709,200,262.43686078736613,277.59578713000644,246.82419134210807,253.44628951495287,549.3585870874388,491.59418096548075,547.8606886689503,933.7688792583357,7.475423519144329,7.779517760548864,0.30409424140453556,12.740294456481934,-222.72500610351562,-15.56302261352539,-0.7447882890701294,8600
44,8800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.025071537122130394,-5.0,True,velocity,False,True,full,True,1310.7718870224746,6.553859435112373,8.441124517083491,1.2764050969075524,7.164719420175944,,,143.2943884035189,5.066158376544604,0.4839128226786852,200,208.03237573342295,342.6924455941426,108.60256720809717,304.2517754967048,533.5730020268916,373.4175936924655,444.20566526627726,649.9882449614354,7.467707169540273,7.765545070994935,0.2978379014546615,13.167854309082031,-226.17604064941406,5.245487689971924,-6.423055648803711,8800
45,9000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.024579353630542755,-5.0,True,velocity,False,True,full,True,1398.8586612593124,6.994293306296562,8.693566549601067,0.8974786006632159,7.796087948937855,,,155.9217589787571,6.624017360536545,0.4966196410357952,200,370.81477082593557,361.4256901075825,368.4786239477374,336.82064137235415,658.6016251643877,501.880243396858,557.5187581194482,869.5090969958972,7.356289059855054,7.766223801615888,0.4099347417608348,11.448801040649414,-233.6452178955078,-9.607513427734375,-2.407345771789551,9000
46,9200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0232098251581192,-5.0,True,velocity,False,True,full,True,1445.0157907070225,7.225078953535112,7.888052514241909,0.1904796232459101,7.697572890995998,,,153.95145781991997,4.1624035830192465,0.4544635159522295,200,174.45671755346348,265.86802302772645,144.89735870062793,205.59517890831398,911.4998659926854,372.65773245511815,907.1358125902212,355.9303617011928,7.3185652466159254,7.764731390515456,0.44616614389953035,9.339651107788086,-235.90846252441406,-12.34254264831543,-1.719911813735962,9200
47,9400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.021849069744348526,-5.0,True,velocity,False,True,full,True,1266.9411008894429,6.334705504447214,8.702940838038431,1.4356910151212863,7.267249822917145,,,145.34499645834288,3.629081475554666,0.4933667396754026,200,177.36920496230093,164.02209987766645,143.78711394965387,92.10185371034865,383.5360149992862,407.6520946893234,220.25766148696482,385.86538999905116,7.304255647456524,7.754146676311237,0.44989102885471244,23.602083206176758,-236.2809295654297,-11.718963623046875,-1.9348269701004028,9400
48,9600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.02102733962237835,-5.0,True,velocity,False,True,full,True,113.56560062400318,0.5678280031200159,9.854636843291761,10.919176963762267,1.1578948063005094,,,23.157896126010193,5.148127203255321,0.1808286765962839,200,202.35155206132987,352.0117951112015,150.66107254425066,337.5780212670856,174.62880155206312,238.88583510862418,38.32369304235505,565.7204163607174,6.963525039553166,7.6167247623526775,0.6531997227995117,3169.50732421875,-243.8258514404297,-9.861010551452637,-2.446409225463867,9600
49,9800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.02014181949198246,-5.0,True,velocity,False,True,full,True,1191.7611021588343,5.958805510794171,8.129548242861171,1.5491007000091395,6.58044754285203,,,131.6089508570406,5.071815450435266,0.49195333920419215,200,256.210818289511,301.3120806632005,192.8648267336077,246.87512444604846,823.7302521718302,367.6246406150549,389.3884035544608,796.9606276414316,6.922521681394237,7.5955762476689905,0.6730545662747538,1450.081298828125,-242.36990356445312,-7.8810577392578125,-2.9816794395446777,9800
50,10000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.01919024996459484,-5.0,True,velocity,False,True,full,True,950.3370153472647,4.751685076736323,8.308654768779562,3.0583039095888847,5.2503508591906805,8.225103429099812,8.225103429099812,105.0070171838136,4.386862710938363,0.49452102959156036,200,213.63783204794197,262.33318629371377,88.80232272136772,70.58981592271367,695.27702451832,374.95110413497946,126.17151266018782,513.1257768761955,6.796725529575552,7.548671739899424,0.7519462103238723,11.775008201599121,-251.02938842773438,-10.66018009185791,-2.3033065795898438,10000
51,10200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.018241362646222115,-5.0,True,velocity,False,True,full,True,1755.2654094201162,8.776327047100581,9.427545585929385,0.06781086881089668,9.359734717118494,,8.225103429099812,187.19469434236987,5.0987056194002305,0.4820919027924538,200,278.8290381057149,283.0392500616167,250.3071230984178,265.12900013730393,367.92942914153815,167.9606039957618,801.9618780656377,254.37502862738265,6.8678081757920895,7.584182778668426,0.7163746028763365,14.674799919128418,-255.43820190429688,-11.42080020904541,-2.1474947929382324,10200
52,10400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.017463475465774536,-5.0,True,velocity,False,True,full,True,1421.8467657117503,7.109233828558752,8.534937399216847,0.8881845943801497,7.6467528048367015,,8.225103429099812,152.93505609673403,4.679031081591249,0.43092891492546187,200,314.54861996778556,197.59646619873283,267.18688561099094,131.6047977504933,475.69092756518484,289.5825294576447,614.3848792594591,726.7739675426923,6.853112075173286,7.585386048402431,0.7322739732291454,12.718958854675293,-259.755615234375,-14.257256507873535,-1.4773805141448975,10400
