episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
1,200,rayleigh,0.24996683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,970.9281354111738,4.854640677055869,9.331378511551334,4.299252643932209,5.343110808227889,,,106.8622161645578,4.296879110626865,0.19110259735491128,200,229.68587840520217,229.02618022797205,217.25208319521676,190.65209731736599,0,338.4214533517705,216.5775156213723,221.45147784555985,683.0908754328077,5.343110808227889,5.343110808227889,5.343110808227889,5.343110808227889,0.0,0.0
2,400,rayleigh,0.2499335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,1043.0816847294213,5.215408423647107,8.829581390275541,1.9305803417295044,7.001910101184794,,,140.0382020236959,3.476352336010148,0.2252412797138095,200,106.10936568387828,146.8469807730329,71.52841461725804,106.14934884081423,0,179.9461817133778,520.0500654606857,876.7825486213293,953.8935428418604,6.172510454706342,6.172510454706342,6.172510454706342,6.172510454706342,0.0,0.0
3,600,rayleigh,0.24990016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,1333.8605810589565,6.669302905294782,8.067072386661946,0.8558100760052119,7.546953685502277,,,150.93907371004553,4.542077911409797,0.3001394228008576,200,241.79316600998922,217.17531632140197,183.69093668457919,109.90360185502311,0,528.7862908218317,598.4508340833121,285.85968339022054,99.2373384072763,6.630658198304988,6.630658198304988,6.630658198304988,6.630658198304988,0.0,0.0
4,800,rayleigh,0.24986683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,872.3256170367674,4.361628085183837,8.133743322310984,2.981204906342762,5.185394173598773,,,103.70788347197546,6.782945877961533,0.4485547862946987,200,376.9214608213072,371.0390991535272,372.91838045916813,368.09564158901867,0,643.5005494013175,611.8082025663731,168.01599921494162,500.5842264645765,6.269342192128434,6.269342192128434,6.269342192128434,6.269342192128434,0.0,0.0
5,1000,rayleigh,0.2498335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,1392.4186802098645,6.962093401049323,8.950106986659138,0.8388724069592973,8.118763610024516,,,162.37527220049031,6.869721478945902,0.46900876484811305,200,359.00715300461746,375.5600112907778,345.22666540541354,369.77346875019623,0,244.04099357668645,519.1558404417857,614.7002481629668,624.8353197287792,6.63922647570765,6.63922647570765,6.63922647570765,6.63922647570765,0.0,0.0
6,1200,rayleigh,0.24980016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,1382.6598855464001,6.913299427732,8.737538763727486,1.0549536689896335,7.682585094737854,,,153.65170189475708,6.67929277179675,0.4685960305482149,200,369.7536286997401,367.9798118560291,357.27962782233305,364.8634424983251,0,206.39857599353027,125.66486178482016,418.2388334161173,663.647477575988,6.813119578879351,6.813119578879351,6.813119578879351,6.813119578879351,0.0,0.0
7,1400,rayleigh,0.24976683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,676.718645952427,3.383593229762135,7.947142014553595,2.1245999764198102,5.838269539088095,,,116.76539078176191,6.704077064671035,0.4391755557060242,200,300.57888145874205,259.8574237867007,273.7845869566173,249.73450624183363,0,520.608348683359,556.817446214291,248.59024700966086,509.21246402095187,6.6738552874806,6.6738552874806,6.6738552874806,6.6738552874806,0.0,0.0
8,1600,rayleigh,0.2497335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,974.9731072009672,4.874865536004836,7.671907776676837,0.7336343920627602,6.939981913202202,,,138.79963826404403,6.388681874505785,0.4387298559397459,200,276.16141055904967,299.61006242877636,256.3876761100238,280.7911033730989,0,651.7578176469227,642.2254056063013,603.5984018977387,551.1314359341934,6.7071211156958,6.7071211156958,6.7071211156958,6.7071211156958,0.0,0.0
9,1800,rayleigh,0.24970016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,1514.3758329457307,7.571879164728654,9.417882830721403,1.0679669210575589,8.34991590966385,,,166.99831819327702,6.681693918256713,0.4687527561932802,200,364.44141186187017,374.39254019059064,352.3802983070817,368.85473284633645,0,257.9420329807622,478.9528551137891,601.6630086435417,837.8486958691551,6.889653870581139,6.889653870581139,6.889653870581139,6.889653870581139,0.0,0.0
10,2000,rayleigh,0.24966683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,1072.8946945166958,5.364473472583479,7.578951753463594,0.6935062593571933,6.89579346856525,,,137.91586937130498,6.592560493377493,0.43529747121036055,200,256.7007571860065,364.5198292391411,244.8285008355073,354.48678157793614,0,845.0449324410944,502.64500053677807,422.9905917096487,333.58507118782546,6.89026783037955,6.89026783037955,6.89026783037955,6.89026783037955,0.0,0.0
