episode,violation
1,6.116634976294222e-15
2,5.690170556960083e-15
3,6.400019403329793e-15
4,5.545980341636891e-15
5,5.405120795387575e-15
6,5.548617121320376e-15
7,5.548894677076532e-15
8,6.115802309025753e-15
9,6.399047958183246e-15
10,5.690170556960083e-15
11,5.1209037010835345e-15
12,7.11014580545566e-15
13,9.242884235760584e-15
14,9.954259638789153e-15
15,1.1374651220918963e-14
16,8.81461570401143e-15
17,8.10476685764172e-15
18,6.259298634958554e-15
19,6.259159857080476e-15
20,5.547090564661516e-15
21,5.547645676173829e-15
22,2.988304048656687e-15
23,3.415462357381216e-15
24,5.123124147132785e-15
25,5.973416206117577e-15
26,4.414107968031544e-15
27,4.838768274950667e-15
28,3.984035323867374e-15
29,4.836825384657572e-15
30,3.558542349679783e-15
31,4.410083409567278e-15
32,4.4109160768357466e-15
33,3.841787998837276e-15
34,4.979627821199983e-15
35,5.6882276666669895e-15
36,6.257494522543538e-15
37,6.114830863879206e-15
38,3.415739913137372e-15
39,3.4149072458689033e-15
40,6.682016051584583e-15
41,5.689893001203927e-15
42,7.109451916065268e-15
43,8.532757833634719e-15
44,9.242606680004428e-15
45,6.825512377517384e-15
46,7.677886104673348e-15
47,5.545147674368422e-15
48,5.8310301032094005e-15
49,5.402761571460246e-15
50,5.972999872483342e-15
