episode,global_step,fading_model,hidden_dim,epsilon,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,steps,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
1,200,rayleigh,64,0.9994638055555556,1.0537984614001101,7.542485685859087,8.969271143267163,2.1033007528126126,22.0,597.0220681428797,1135.4959638336402,8.969271143267163,,,200,2.1033007528126126,2.1033007528126126,2.1033007528126126,2.1033007528126126,0.0,0.0
2,400,rayleigh,64,0.9989249166666667,2.4402650122253924,9.009697013368156,9.505233284032435,2.8784386059950293,13.0,589.4240857804632,938.682534432855,9.505233284032435,,,200,2.490869679403821,2.490869679403821,2.490869679403821,2.490869679403821,0.0,0.0
3,600,rayleigh,64,0.9983860277777777,1.8141653884989877,8.195235456755022,10.44463915170055,2.0850840608849714,28.0,246.99079596222154,713.916795631391,10.44463915170055,,,200,2.3556078065642048,2.3556078065642048,2.3556078065642048,2.3556078065642048,0.0,0.0
4,800,rayleigh,64,0.9978471388888889,1.0480366265135768,9.1702668221695,12.547326591174972,1.3296251332968698,23.0,102.8486908771945,539.1757217266478,12.547326591174972,,,200,2.099112138247371,2.099112138247371,2.099112138247371,2.099112138247371,0.0,0.0
5,1000,rayleigh,64,0.99730825,3.044200799026736,8.122431057146233,7.315825867013278,3.667838158019352,22.0,578.4699575997711,1044.7497928207852,7.315825867013278,,,200,2.412857342201767,2.412857342201767,2.412857342201767,2.412857342201767,0.0,0.0
6,1200,rayleigh,64,0.9967693611111111,2.781848047312344,8.492610214017343,8.776325084230933,3.077327673167165,22.0,402.38829130373955,881.5953659496228,8.776325084230933,,,200,2.523602397362667,2.523602397362667,2.523602397362667,2.523602397362667,0.0,0.0
7,1400,rayleigh,64,0.9962304722222223,0.3958565666791736,8.179446929652237,12.664156483207522,0.6769614750976127,20.0,113.07163090396787,445.81759056870317,12.664156483207522,,,200,2.259796551324802,2.259796551324802,2.259796551324802,2.259796551324802,0.0,0.0
8,1600,rayleigh,64,0.9956915833333333,2.748712583167962,9.574169518256477,10.426113528613143,3.0705360868697458,20.0,147.2722089098982,630.0949710251073,10.426113528613143,,,200,2.36113899326792,2.36113899326792,2.36113899326792,2.36113899326792,0.0,0.0
9,1800,rayleigh,64,0.9951526944444444,2.4155711417055747,7.734587291389558,8.872132905619658,2.757267008359966,19.0,396.66836371741533,948.3102302905714,8.872132905619658,,,200,2.4051532171670362,2.4051532171670362,2.4051532171670362,2.4051532171670362,0.0,0.0
10,2000,rayleigh,64,0.9946138055555556,0.7891994721150524,7.938326985224953,11.564828609726437,1.4968433249039435,22.0,109.50513774960555,539.0788301981671,11.564828609726437,,,200,2.314322227940727,2.314322227940727,2.314322227940727,2.314322227940727,0.0,0.0
11,2200,rayleigh,64,0.9940749166666667,1.6090760948653569,8.839369076497942,9.614058890625964,2.432328897794979,23.0,366.3502658021822,998.0605801511266,9.614058890625964,,,200,2.325050107018386,2.325050107018386,2.325050107018386,2.325050107018386,0.0,0.0
12,2400,rayleigh,64,0.9935360277777778,1.557707975638812,8.614482552984326,11.136544608835004,1.835181336958632,12.0,119.03547994580043,554.5049092447119,11.136544608835004,,,200,2.2842277095134063,2.2842277095134063,2.2842277095134063,2.2842277095134063,0.0,0.0
13,2600,rayleigh,64,0.9929971388888889,4.0718458656327945,8.95118201996871,6.621225907793027,5.027594313713655,15.0,446.37727516065274,1002.9035548710963,6.621225907793027,,,200,2.4952559098365024,2.4952559098365024,2.4952559098365024,2.4952559098365024,0.0,0.0
14,2800,rayleigh,64,0.99245825,2.29252694149442,7.70209113548152,8.358787117939631,2.56660816284726,22.0,456.0616375303289,941.1755140926358,8.358787117939631,,,200,2.500352499337271,2.500352499337271,2.500352499337271,2.500352499337271,0.0,0.0
15,3000,rayleigh,64,0.9919193611111111,1.3633452026241681,7.846925637580395,10.981540711160125,1.926444285473448,16.0,120.57625019642018,529.7856019465135,10.981540711160125,,,200,2.4620919517463498,2.4620919517463498,2.4620919517463498,2.4620919517463498,0.0,0.0
16,3200,rayleigh,64,0.9913804722222223,2.4193950994877373,8.459166462817276,9.523120353914855,2.8913427897029496,23.0,221.0267995805138,840.2405327061446,9.523120353914855,,,200,2.488920129118637,2.488920129118637,2.488920129118637,2.488920129118637,0.0,0.0
17,3400,rayleigh,64,0.9908415833333334,2.5003689043478285,7.968845039018188,7.99559023428487,2.800650940426696,17.0,776.9188311833968,1301.0056756547474,7.99559023428487,,,200,2.50725723566617,2.50725723566617,2.50725723566617,2.50725723566617,0.0,0.0
18,3600,rayleigh,64,0.9903026944444444,2.295786532151604,7.896827029705789,9.84856510918296,2.580557736581185,15.0,197.9974265634875,495.2537068620723,9.84856510918296,,,200,2.5113294857170043,2.5113294857170043,2.5113294857170043,2.5113294857170043,0.0,0.0
19,3800,rayleigh,64,0.9897638055555555,1.011482449944845,7.584191681941169,10.449507652926332,1.9177204353754358,21.0,189.4093242296175,472.6299761244258,10.449507652926332,,,200,2.4800869041200797,2.4800869041200797,2.4800869041200797,2.4800869041200797,0.0,0.0
20,4000,rayleigh,64,0.9892249166666667,0.7142334182319999,8.064957394415902,12.301529662565422,1.0001202434825396,11.0,80.91806416244339,370.88106207005103,12.301529662565422,,,200,2.4060885710882025,2.4060885710882025,2.4060885710882025,2.4060885710882025,0.0,0.0
21,4200,rayleigh,64,0.9886860277777778,2.7968956312581614,8.353951473387735,8.808980090873181,3.0802103038924904,19.0,604.7156845430792,1063.321497627976,8.808980090873181,,,200,2.4549340486421967,2.4549340486421967,2.438189605983645,2.438189605983645,0.016744442658551684,0.016744442658551684
22,4400,rayleigh,64,0.9881471388888889,3.3622351101398578,9.170424709604633,9.578968937569755,3.639658051626489,16.0,185.92257745291477,753.5890575621721,9.578968937569755,,,200,2.4929950209237695,2.4929950209237695,2.49280180805832,2.49280180805832,0.00019321286544959904,0.00019321286544959904
23,4600,rayleigh,64,0.98760825,2.6042558397517968,8.608875194341186,9.290131732048298,2.880039074143976,19.0,461.16052853875726,935.9123572480638,9.290131732048298,,,200,2.5327427715867197,2.5327427715867197,2.509638210931609,2.509638210931609,0.023104560655110795,0.023104560655110795
24,4800,rayleigh,64,0.9870693611111111,2.1222962240210688,8.269648599429093,10.167002312593244,2.3972079317989032,16.0,201.7000093977254,958.8249759234834,10.167002312593244,,,200,2.5861219115118215,2.5861219115118215,2.504953615967746,2.504953615967746,0.08116829554407534,0.08116829554407534
25,5000,rayleigh,64,0.9865304722222222,-0.5578873852301073,8.756328204790055,16.90062492372269,0.25108765469354527,22.0,11.44298870086026,439.24605682840513,16.90062492372269,,,200,2.4152843863455304,2.4152843863455304,2.414798977516778,2.414798977516778,0.00048540882875247604,0.00048540882875247604
26,5200,rayleigh,64,0.9859915833333334,2.644378733639462,8.457439712233345,8.249995957573034,3.1759102267717245,13.0,497.4524510837936,956.8047986136128,8.249995957573034,,,200,2.4202135140257584,2.4202135140257584,2.444072487103507,2.444072487103507,0.023858973077748757,0.023858973077748757
27,5400,rayleigh,64,0.9854526944444445,0.7760408743433642,8.406998464479113,12.440740336977449,1.070451849649555,19.0,68.06543636838406,490.8444108742306,12.440740336977449,,,200,2.4398880327533563,2.4398880327533563,2.3931976486792865,2.3931976486792865,0.04669038407406978,0.04669038407406978
28,5600,rayleigh,64,0.9849138055555555,2.0662791648937304,7.557065594944734,8.250670781067827,2.9057901006566036,24.0,594.5949274208582,1016.3249380893087,8.250670781067827,,,200,2.431650733442699,2.431650733442699,2.4115045219641904,2.4115045219641904,0.02014621147850848,0.02014621147850848
29,5800,rayleigh,64,0.9843749166666667,1.8103174543803755,7.924893097004796,10.187120795723896,2.142124608713643,21.0,189.45578693377098,587.0293554949428,10.187120795723896,,,200,2.4008936134603833,2.4008936134603833,2.4022155594383094,2.4022155594383094,0.00132194597792612,0.00132194597792612
30,6000,rayleigh,64,0.9838360277777778,1.6292740288537368,7.522083041335237,8.875473540447816,2.5927613468324604,22.0,306.6611446495449,792.0824690805239,8.875473540447816,,,200,2.4556895145568083,2.4556895145568083,2.408567085684781,2.408567085684781,0.04712242887202711,0.04712242887202711
31,6200,rayleigh,64,0.9832971388888889,1.1021854127494237,7.2331621652131135,8.34801396748043,2.205128898889617,16.0,715.9444581371025,1182.5036925407658,8.34801396748043,,,200,2.4443295146115407,2.4443295146115407,2.4020045635300984,2.4020045635300984,0.0423249510814423,0.0423249510814423
32,6400,rayleigh,64,0.98275825,1.8430862901324403,7.644605126598116,9.460087574494752,2.2083185736658186,27.0,540.282109514515,1079.6265968707605,9.460087574494752,,,200,2.4629863764469,2.4629863764469,2.3959518763468397,2.3959518763468397,0.06703450010006051,0.06703450010006051
33,6600,rayleigh,64,0.9822193611111111,3.277663092314001,8.218613584205896,7.41446406523134,3.6409515758373723,15.0,393.698346638065,809.7382750436399,7.41446406523134,,,200,2.3936542395530855,2.3936542395530855,2.433679139967765,2.433679139967765,0.04002490041467954,0.04002490041467954
34,6800,rayleigh,64,0.9816804722222222,3.199843522882316,7.973533185175572,8.694470969610663,3.4807031590861426,12.0,275.38963081554516,820.3369920987768,8.694470969610663,,,200,2.43935898936503,2.43935898936503,2.4644739640594824,2.4644739640594824,0.025114974694452563,0.025114974694452563
35,7000,rayleigh,64,0.9811415833333333,0.9509351435688239,8.783916188786382,11.485914728068309,1.6085616599290153,20.0,325.03309306711634,752.5441691339518,11.485914728068309,,,200,2.4234648580878084,2.4234648580878084,2.4400193267986117,2.4400193267986117,0.01655446871080324,0.01655446871080324
