episode,global_step,fading_model,hidden_dim,epsilon,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,steps,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
27,5400,rician,64,0.9854526944444445,2.6345930207071886,8.809428192202708,11.036480237547135,2.9124844866157917,,,200,5.129931690802323,5.129931690802323,5.160405799291341,5.160405799291341,0.03047410848901766,0.03047410848901766
28,5600,rician,64,0.9849138055555555,4.821679891573852,7.926366594754506,5.525036371190992,5.102423641136858,,,200,5.138504344276408,5.138504344276408,5.15833500792868,5.15833500792868,0.019830663652272484,0.019830663652272484
29,5800,rician,64,0.9843749166666667,5.4034460173950745,8.515863430174663,5.05119438175802,5.679761366359247,,,200,5.165694357666127,5.165694357666127,5.176315227184907,5.176315227184907,0.01062086951877994,0.01062086951877994
30,6000,rician,64,0.9838360277777778,4.627338442473144,8.070852349653219,6.285788523245672,5.019204006711452,,,200,5.148729519737485,5.148729519737485,5.171078186502458,5.171078186502458,0.022348666764973046,0.022348666764973046
31,6200,rician,64,0.9832971388888889,4.82363523309397,8.173575204920986,5.75419977398917,5.092848560454383,,,200,5.1479761480167365,5.1479761480167365,5.168554650178327,5.168554650178327,0.020578502161590073,0.020578502161590073
32,6400,rician,64,0.98275825,4.456869596233853,8.681502886334,7.437869201714608,4.764415371867687,,,200,5.167070128324987,5.167070128324987,5.15592529773112,5.15592529773112,0.011144830593867283,0.011144830593867283
33,6600,rician,64,0.9822193611111111,4.479166124495133,8.757923494437676,6.585891620260461,4.767345863939457,,,200,5.112476892890501,5.112476892890501,5.144150163373796,5.144150163373796,0.031673270483294935,0.031673270483294935
34,6800,rician,64,0.9816804722222222,3.2924224831754447,7.336208387674693,7.1536559335548695,4.066025179103794,,,200,5.009640427400507,5.009640427400507,5.112440605012914,5.112440605012914,0.10280017761240678,0.10280017761240678
35,7000,rician,64,0.9811415833333333,3.6067722441370638,7.933965721860583,7.049366603815063,4.50544768282354,,,200,4.964190810707571,4.964190810707571,5.095097950093217,5.095097950093217,0.1309071393856467,0.1309071393856467
36,7200,rician,64,0.9806026944444445,4.031963741359744,9.53413340047887,8.922915129781671,4.488220511195522,,,200,4.891357911120748,4.891357911120748,5.07824024345717,5.07824024345717,0.18688233233642215,0.18688233233642215
37,7400,rician,64,0.9800638055555555,3.991933282153288,7.979289604018942,5.29411832245493,5.151396758562889,,,200,4.886507971203164,4.886507971203164,5.0802174465681365,5.0802174465681365,0.1937094753649724,0.1937094753649724
38,7600,rician,64,0.9795249166666666,5.135197924934589,8.361460717983169,5.7465671717964995,5.446375984524208,,,200,4.843299346172961,4.843299346172961,5.089853197566979,5.089853197566979,0.24655385139401798,0.24655385139401798
39,7800,rician,64,0.9789860277777778,4.539317002265474,7.900418827053667,5.528162542427523,4.814816887967399,,,200,4.833293199096944,4.833293199096944,5.082800984500324,5.082800984500324,0.24950778540338003,0.24950778540338003
40,8000,rician,64,0.9784471388888889,5.178976836822594,9.203307190854044,6.430533310271737,5.512871529633976,,,200,4.794053054911212,4.794053054911212,5.0935527481286655,5.0935527481286655,0.2994996932174532,0.2994996932174532
41,8200,rician,64,0.97790825,5.876534929236105,9.400573506823108,4.778330640981206,6.221038499565168,,,200,4.901968517918993,4.901968517918993,5.121052400602727,5.121052400602727,0.21908388268373358,0.21908388268373358
42,8400,rician,64,0.9773693611111112,5.902105599679943,9.222208036893678,5.61547354473661,6.18047279463513,,,200,4.97901586607294,4.97901586607294,5.146276695698736,5.146276695698736,0.16726082962579625,0.16726082962579625
43,8600,rician,64,0.9768304722222222,6.294262057759478,9.438271212727921,5.584574856922937,6.5707293212085975,,,200,5.022994070208665,5.022994070208665,5.179403500943152,5.179403500943152,0.15640943073448632,0.15640943073448632
44,8800,rician,64,0.9762915833333333,3.9674690207121137,8.846030057295078,6.868631701761813,4.962189877818387,,,200,5.043212583881939,5.043212583881939,5.174466827690316,5.174466827690316,0.13125424380837725,0.13125424380837725
45,9000,rician,64,0.9757526944444445,4.855286991053679,8.69823753107479,5.802493954902324,5.445222789666891,,,200,5.088634827404565,5.088634827404565,5.180483626845351,5.180483626845351,0.09184879944078617,0.09184879944078617
46,9200,rician,64,0.9752138055555556,5.011530788102667,9.450983470637487,5.599226799797918,6.102860743592459,,,200,5.140307592869142,5.140307592869142,5.200535303296376,5.200535303296376,0.06022771042723374,0.06022771042723374
47,9400,rician,64,0.9746749166666666,3.953312403939789,8.603099908541532,8.380365067865592,4.292155599943752,,,200,5.20929114853554,5.20929114853554,5.181208075565468,5.181208075565468,0.0280830729700714,0.0280830729700714
48,9600,rician,64,0.9741360277777777,3.8007970901104686,8.457610401031173,6.855316999004608,4.78260107875752,,,200,5.193300020416573,5.193300020416573,5.172903763131969,5.172903763131969,0.020396257284604147,0.020396257284604147
49,9800,rician,64,0.9735971388888889,4.969744990067522,8.453807875285538,5.860545583020988,5.245432393469027,,,200,5.171583571772063,5.171583571772063,5.174383939261297,5.174383939261297,0.00280036748923429,0.00280036748923429
50,10000,rician,64,0.97305825,3.6402847390812734,7.729812369180138,7.606576460533072,4.261196629198756,6.399221287054152,6.399221287054152,200,5.133683202896427,5.133683202896427,5.156120193060045,5.156120193060045,0.022436990163617665,0.022436990163617665
51,10200,rician,64,0.9725193611111111,3.7446057693524972,7.8857181929505495,5.875513577982691,4.824178205064613,,6.399221287054152,200,5.120249685126939,5.120249685126939,5.149611526628763,5.149611526628763,0.029361841501824415,0.029361841501824415
52,10400,rician,64,0.9719804722222222,4.784480787112085,7.969676915165229,5.4459236336094135,5.072213085632483,,6.399221287054152,200,5.135639570815178,5.135639570815178,5.148123095071142,5.148123095071142,0.01248352425596444,0.01248352425596444
53,10600,rician,64,0.9714415833333333,5.002736800313027,7.654476113251733,4.630679515969226,5.27950303525809,,6.399221287054152,200,5.16124742938111,5.16124742938111,5.150601961867122,5.150601961867122,0.01064546751398776,0.01064546751398776
54,10800,rician,64,0.9709026944444444,4.807177339365761,8.680228982004099,6.16765916559516,5.079068001821866,,6.399221287054152,200,5.211899570517014,5.211899570517014,5.149277258903321,5.149277258903321,0.06262231161369325,0.06262231161369325
55,11000,rician,64,0.9703638055555556,3.755554153998549,7.770846321565647,7.58951719078875,4.080808698502543,,6.399221287054152,200,5.190667621300964,5.190667621300964,5.129850557805125,5.129850557805125,0.06081706349583893,0.06081706349583893
56,11200,rician,64,0.9698249166666667,5.002076551930188,10.069080971399492,7.7570793330943895,5.305389384457382,,6.399221287054152,200,5.231526064964056,5.231526064964056,5.13298517970963,5.13298517970963,0.09854088525442606,0.09854088525442606
57,11400,rician,64,0.9692860277777777,5.645259883212583,9.050071668149224,5.969580165142179,5.925807948475943,,6.399221287054152,200,5.27024662445971,5.27024662445971,5.146894351091495,5.146894351091495,0.12335227336821486,0.12335227336821486
58,11600,rician,64,0.9687471388888889,4.554582441978933,9.381219111013166,8.19340235642899,4.882148919036253,,6.399221287054152,200,5.242035271185312,5.242035271185312,5.14232977467675,5.14232977467675,0.09970549650856242,0.09970549650856242
59,11800,rician,64,0.96820825,2.84251581433974,8.784751348483011,8.28505130236199,4.312850165670093,,6.399221287054152,200,5.216936935070447,5.216936935070447,5.128270798252909,5.128270798252909,0.08866613681753854,0.08866613681753854
60,12000,rician,64,0.9676693611111111,5.282287598688437,8.44464949940973,6.6635861857495415,5.586821027110303,,6.399221287054152,200,5.220634409944264,5.220634409944264,5.135913302067198,5.135913302067198,0.08472110787706555,0.08472110787706555
61,12200,rician,64,0.9671304722222223,5.513583385402352,8.896134936145192,5.6318415215765,5.7880274322514875,,6.399221287054152,200,5.198983856578579,5.198983856578579,5.14660369764399,5.14660369764399,0.05238015893458847,0.05238015893458847
62,12400,rician,64,0.9665915833333333,4.821676564670113,7.7182348177566755,5.675119682022753,5.144650572197903,,6.399221287054152,200,5.147192745456717,5.147192745456717,5.146572195620667,5.146572195620667,0.0006205498360500883,0.0006205498360500883
63,12600,rician,64,0.9660526944444444,4.251737409059947,8.524628696048998,6.743653474886578,4.6771127864231605,,6.399221287054152,200,5.052511918717446,5.052511918717446,5.139120458966738,5.139120458966738,0.08660854024929154,0.08660854024929154
64,12800,rician,64,0.9655138055555555,4.535720474905183,8.066024633731095,5.379432614496545,4.986143227228033,,6.399221287054152,200,5.053709586187927,5.053709586187927,5.136730189720819,5.136730189720819,0.08302060353289153,0.08302060353289153
65,13000,rician,64,0.9649749166666667,4.676189905906847,7.952675426458703,6.376640104057487,4.949544717806096,,6.399221287054152,200,5.028925682594888,5.028925682594888,5.133850413229823,5.133850413229823,0.10492473063493435,0.10492473063493435
66,13200,rician,64,0.9644360277777778,4.956443884529266,8.935182302167071,6.262941478478407,5.301659703012499,,6.399221287054152,200,4.98886563056589,4.98886563056589,5.13639297822653,5.13639297822653,0.14752734766064002,0.14752734766064002
67,13400,rician,64,0.9638971388888888,5.333059912920171,7.768889465802386,4.0041771649913995,5.891441363375354,,6.399221287054152,200,5.06882991873747,5.06882991873747,5.147662357109348,5.147662357109348,0.0788324383718777,0.0788324383718777
68,13600,rician,64,0.96335825,3.6928879445913583,8.456625384773803,6.404874225378955,4.828909938949363,,6.399221287054152,200,5.071145361747062,5.071145361747062,5.142974821548172,5.142974821548172,0.07182945980111022,0.07182945980111022
69,13800,rician,64,0.9628193611111111,5.001568768306733,8.228193763948626,5.523944755334292,5.293232276689332,,6.399221287054152,200,5.073535355908078,5.073535355908078,5.145152465825579,5.145152465825579,0.07161710991750159,0.07161710991750159
70,14000,rician,64,0.9622804722222222,4.548038154892346,7.4659523008382065,4.987063367050085,4.868628762424923,,6.399221287054152,200,5.103906962569386,5.103906962569386,5.14120212720557,5.14120212720557,0.0372951646361841,0.0372951646361841
71,14200,rician,64,0.9617415833333334,4.893263200048734,9.023867423028333,6.556212532448078,5.176505896220744,,6.399221287054152,200,5.121523347127193,5.121523347127193,5.141699363388883,5.141699363388883,0.020176016261689966,0.020176016261689966
72,14400,rician,64,0.9612026944444444,5.113724616904721,9.98150836612135,7.776101297366541,5.3909169001741795,,6.399221287054152,200,5.137458537854277,5.137458537854277,5.145160718066458,5.145160718066458,0.007702180212180387,0.007702180212180387
73,14600,rician,64,0.9606638055555555,4.944843697017167,8.071852610985466,5.661286146953561,5.224228734913395,,6.399221287054152,200,5.134694822837043,5.134694822837043,5.1462438415849086,5.1462438415849086,0.011549018747865958,0.011549018747865958
74,14800,rician,64,0.9601249166666667,4.07633843458915,7.796535832538928,5.528265587770819,4.877371138102218,,6.399221287054152,200,5.12460997965106,5.12460997965106,5.14261042667298,5.14261042667298,0.01800044702191972,0.01800044702191972
75,15000,rician,64,0.9595860277777778,4.5727323447772035,7.757397144969016,5.175276415473357,4.929220063917399,,6.399221287054152,200,5.167030547921803,5.167030547921803,5.139765221836239,5.139765221836239,0.027265326085563757,0.027265326085563757
76,15200,rician,64,0.9590471388888889,4.831323118405614,8.275868377723894,5.425693474873713,5.110237157210182,,6.399221287054152,200,5.157272936559443,5.157272936559443,5.139376694670107,5.139376694670107,0.017896241889336473,0.017896241889336473
77,15400,rician,64,0.95850825,6.357643282109264,9.28331001195052,4.447894074479345,6.689962072194705,,6.399221287054152,200,5.195480642745381,5.195480642745381,5.159514167105491,5.159514167105491,0.035966475639890305,0.035966475639890305
78,15600,rician,64,0.9579693611111111,5.266656164011635,9.99880524916482,7.759828680208582,5.5412982265282436,,6.399221287054152,200,5.22843810811998,5.22843810811998,5.164408834533988,5.164408834533988,0.06402927358599264,0.06402927358599264
79,15800,rician,64,0.9574304722222222,3.7283225729116323,7.673512899462445,6.983339770536211,4.367319529906244,,6.399221287054152,200,5.231161576331788,5.231161576331788,5.154319096500725,5.154319096500725,0.07684247983106296,0.07684247983106296
80,16000,rician,64,0.9568915833333334,3.6893376899635406,8.2241631696234,7.255243401927905,4.335191392684425,,6.399221287054152,200,5.168580094610493,5.168580094610493,5.144080000203021,5.144080000203021,0.024500094407471806,0.024500094407471806
81,16200,rician,64,0.9563526944444445,5.67819593858435,9.82271383171894,7.2824862612582635,5.955443294716669,,6.399221287054152,200,5.176950887733754,5.176950887733754,5.154096830999486,5.154096830999486,0.022854056734267658,0.022854056734267658
82,16400,rician,64,0.9558138055555556,4.060070885864199,10.16573077943975,8.50332250743182,4.778446425432977,,6.399221287054152,200,5.158640680395507,5.158640680395507,5.149515728492577,5.149515728492577,0.009124951902929723,0.009124951902929723
83,16600,rician,64,0.9552749166666666,4.066998138741912,8.023608263186857,7.026145811404908,4.39824001338219,,6.399221287054152,200,5.144697041743458,5.144697041743458,5.1404642138526935,5.1404642138526935,0.004232827890764845,0.004232827890764845
84,16800,rician,64,0.9547360277777778,2.2495229395825724,8.49939127500219,9.542093976331746,3.0935628004517377,,6.399221287054152,200,5.050068020404644,5.050068020404644,5.116096339883635,5.116096339883635,0.06602831947899102,0.06602831947899102
85,17000,rician,64,0.9541971388888889,5.456935592554194,9.248445823194363,5.908816225628728,5.76871056245679,,6.399221287054152,200,5.091026312637179,5.091026312637179,5.123774154266848,5.123774154266848,0.032747841629669594,0.032747841629669594
86,17200,rician,64,0.95365825,4.912011133071487,8.374117803293194,5.925212915498905,5.207261591324954,,6.399221287054152,200,5.086306407052801,5.086306407052801,5.1247449384186865,5.1247449384186865,0.03843853136588571,0.03843853136588571
87,17400,rician,64,0.9531193611111111,4.543590314056749,7.727685290838833,5.797763888797943,4.828956008767405,,6.399221287054152,200,5.033182139322403,5.033182139322403,5.121345065664075,5.121345065664075,0.08816292634167144,0.08816292634167144
88,17600,rician,64,0.9525804722222222,5.446085826710329,8.673245649802206,5.581732471114919,5.721803422948759,,6.399221287054152,200,5.077826813522373,5.077826813522373,5.128168456087764,5.128168456087764,0.05034164256539064,0.05034164256539064
89,17800,rician,64,0.9520415833333333,3.752132126082752,8.282797526370382,6.983321493297546,4.747247726600121,,6.399221287054152,200,5.050527586017912,5.050527586017912,5.123888447891273,5.123888447891273,0.07336086187336122,0.07336086187336122
90,18000,rician,64,0.9515026944444445,4.062969710298988,7.76509092765897,6.328611185412511,4.425743174156991,,6.399221287054152,200,5.028383306604516,5.028383306604516,5.116131278183114,5.116131278183114,0.08774797157859826,0.08774797157859826
91,18200,rician,64,0.9509638055555556,5.525892577538696,9.589387705083746,6.245924498210747,5.943786834250536,,6.399221287054152,200,5.066747353506005,5.066747353506005,5.125226394183856,5.125226394183856,0.05847904067785059,0.05847904067785059
92,18400,rician,64,0.9504249166666666,4.914267653979473,8.570504585966457,5.765957722697518,5.186874185689289,,6.399221287054152,200,5.056545217781762,5.056545217781762,5.125896478874132,5.125896478874132,0.06935126109237011,0.06935126109237011
93,18600,rician,64,0.9498860277777778,4.391514597176206,8.049040895915367,6.26772596327035,4.7399725504035395,,6.399221287054152,200,5.032332408556269,5.032332408556269,5.121746759213158,5.121746759213158,0.08941435065688896,0.08941435065688896
94,18800,rician,64,0.9493471388888889,4.65567795377319,7.593891746159604,5.836996678638237,4.977531258295435,,6.399221287054152,200,5.037340414565929,5.037340414565929,5.120212551756586,5.120212551756586,0.08287213719065711,0.08287213719065711
95,19000,rician,64,0.94880825,6.876171721472027,9.418994443555817,4.064707105493735,7.157001902606133,,6.399221287054152,200,5.148729506500366,5.148729506500366,5.141652439660265,5.141652439660265,0.0070770668401012315,0.0070770668401012315
96,19200,rician,64,0.9482693611111112,6.058162635485127,8.790488841486097,4.309571362263182,6.343432773894426,,6.399221287054152,200,5.2103892873345785,5.2103892873345785,5.154170984808538,5.154170984808538,0.0562183025260401,0.0562183025260401
97,19400,rician,64,0.9477304722222222,5.042784367311311,8.090081409244469,5.08881247615812,5.653488253265293,,6.399221287054152,200,5.158565596388106,5.158565596388106,5.159318585514278,5.159318585514278,0.0007529891261714994,0.0007529891261714994
98,19600,rician,64,0.9471915833333333,2.4342138665082653,8.681138851432845,9.613874282946638,2.722738972657357,,6.399221287054152,200,5.017637633694563,5.017637633694563,5.1344555282402276,5.1344555282402276,0.11681789454566438,0.11681789454566438
99,19800,rician,64,0.9466526944444444,5.426030141446164,9.469339778982894,7.010583437383332,5.699714135625274,,6.399221287054152,200,5.084257363980514,5.084257363980514,5.140165211143107,5.140165211143107,0.055907847162592894,0.055907847162592894
100,20000,rician,64,0.9461138055555556,5.312067024432795,9.073175210179707,6.259559419614455,5.615931494738342,8.200071524581094,8.200071524581094,200,5.148294369083211,5.148294369083211,5.14492287397906,5.14492287397906,0.0033714951041510233,0.0033714951041510233
101,20200,rician,64,0.9455749166666667,5.803391664028095,8.589386447571933,4.4511014262698225,6.145350854622867,,8.200071524581094,200,5.157789747078521,5.157789747078521,5.158077679238131,5.158077679238131,0.00028793215961009366,0.00028793215961009366
102,20400,rician,64,0.9450360277777777,4.651413670757261,9.271683950732216,7.475739535775309,4.932193866172762,,8.200071524581094,200,5.1654771191155096,5.1654771191155096,5.160612259221449,5.160612259221449,0.0048648598940603804,0.0048648598940603804
103,20600,rician,64,0.9444971388888889,4.79781951715088,7.937368438968215,5.035652657900361,5.279439374814063,,8.200071524581094,200,5.209537087187104,5.209537087187104,5.159673787442139,5.159673787442139,0.04986329974496506,0.04986329974496506
104,20800,rician,64,0.94395825,6.026564170013834,9.428293986733502,5.212807027502685,6.301876334567568,,8.200071524581094,200,5.369952763892895,5.369952763892895,5.171416869963377,5.171416869963377,0.19853589392951854,0.19853589392951854
105,21000,rician,64,0.9434193611111111,5.0210722520674995,8.008590445523094,5.360938558352453,5.300426417633169,,8.200071524581094,200,5.346538556651714,5.346538556651714,5.157171996576593,5.157171996576593,0.1893665600751211,0.1893665600751211
106,21200,rician,64,0.9428804722222223,5.489078497971583,9.756098290919867,4.943546054501489,6.623322491489428,,8.200071524581094,200,5.417341601659937,5.417341601659937,5.177145810396024,5.177145810396024,0.240195791263913,0.240195791263913
107,21400,rician,64,0.9423415833333333,5.105703512072208,9.138534078312663,5.591655826986313,5.727592422795193,,8.200071524581094,200,5.462273422361328,5.462273422361328,5.180701663951812,5.180701663951812,0.2815717584095161,0.2815717584095161
108,21600,rician,64,0.9418026944444444,4.689496815022217,8.225862524847914,4.75516119678029,5.655927982928984,,8.200071524581094,200,5.458979650360339,5.458979650360339,5.187951238064552,5.187951238064552,0.2710284122957871,0.2710284122957871
109,21800,rician,64,0.9412638055555556,4.491913215343926,9.077425969739235,7.927204710597818,4.781500270120915,,8.200071524581094,200,5.4606922775363795,5.4606922775363795,5.184406629780111,5.184406629780111,0.27628564775626874,0.27628564775626874
110,22000,rician,64,0.9407249166666667,5.744481584139343,9.645073487883982,5.884578530291948,6.031414485857516,,8.200071524581094,200,5.540975843121405,5.540975843121405,5.191135766985845,5.191135766985845,0.34984007613556045,0.34984007613556045
111,22200,rician,64,0.9401860277777778,5.3739851860682935,8.045771655436415,4.614377649416186,5.650329744538465,,8.200071524581094,200,5.526302988635801,5.526302988635801,5.196559904482536,5.196559904482536,0.32974308415326536,0.32974308415326536
112,22400,rician,64,0.9396471388888888,4.552361964291838,7.97633111676764,5.7350314797640705,5.067504916126221,,8.200071524581094,200,5.520334525157648,5.520334525157648,5.203409595986771,5.203409595986771,0.31692492917087733,0.31692492917087733
113,22600,rician,64,0.93910825,4.3303802986069835,7.904739964746857,5.711467753311146,4.918576732951756,,8.200071524581094,200,5.529264734285059,5.529264734285059,5.194003257589997,5.194003257589997,0.3352614766950621,0.3352614766950621
114,22800,rician,64,0.9385693611111111,4.144533829856527,8.190586177465278,5.698887323694592,5.21858855377362,,8.200071524581094,200,5.541317599058969,5.541317599058969,5.184961598238695,5.184961598238695,0.3563560008202735,0.3563560008202735
115,23000,rician,64,0.9380304722222222,5.168768488406345,7.853279746467447,4.649599892951736,5.457610027279397,,8.200071524581094,200,5.456348005292631,5.456348005292631,5.185393298344667,5.185393298344667,0.27095470694796475,0.27095470694796475
116,23200,rician,64,0.9374915833333334,3.2994081196211176,8.522001023595282,7.343445947048275,4.424919838868689,,8.200071524581094,200,5.360422358541344,5.360422358541344,5.170193711704035,5.170193711704035,0.19022864683730933,0.19022864683730933
117,23400,rician,64,0.9369526944444444,6.349959781868631,9.266262845624416,4.5915065131823685,6.6206839991259585,,8.200071524581094,200,5.408782145834378,5.408782145834378,5.183916596126148,5.183916596126148,0.22486554970822947,0.22486554970822947
118,23600,rician,64,0.9364138055555555,6.233778813906732,9.691476347081004,5.048147986680297,6.506772394129,,8.200071524581094,200,5.59798381690796,5.59798381690796,5.185878835216156,5.185878835216156,0.41210498169180454,0.41210498169180454
119,23800,rician,64,0.9358749166666667,2.692810389752781,8.815385303376205,9.884119681669322,3.4747066500516572,,8.200071524581094,200,5.486733442629278,5.486733442629278,5.170476503421794,5.170476503421794,0.3162569392074843,0.3162569392074843
120,24000,rician,64,0.9353360277777778,4.689801104187194,7.83228969175378,4.673178831227424,5.601192026102031,,8.200071524581094,200,5.485996469197462,5.485996469197462,5.1635116795493285,5.1635116795493285,0.32248478964813376,0.32248478964813376
121,24200,rician,64,0.9347971388888889,4.649788340207432,9.144364038069174,5.94121983434099,5.578697454868892,,8.200071524581094,200,5.457663799209763,5.457663799209763,5.178671361703922,5.178671361703922,0.278992437505841,0.278992437505841
122,24400,rician,64,0.93425825,4.596198537368868,8.877944820953527,6.429562861189058,5.2806895289217,,8.200071524581094,200,5.47508858234721,5.47508858234721,5.1850829986775775,5.1850829986775775,0.29000558366963247,0.29000558366963247
123,24600,rician,64,0.9337193611111111,4.915023756527134,8.332527280209863,7.5195171178197056,5.262107996328553,,8.200071524581094,200,5.474222013422935,5.474222013422935,5.180792426255922,5.180792426255922,0.2934295871670125,0.2934295871670125
124,24800,rician,64,0.9331804722222222,3.8474305724195403,8.09303484771423,5.461285810255539,4.925084557200951,,8.200071524581094,200,5.405382424554604,5.405382424554604,5.184465075784403,5.184465075784403,0.2209173487702012,0.2209173487702012
