algorithm,episode,global_step,fading_model,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_sec_mbps,episode_secrecy_mbits,steps,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
PPO,1,200,rician,waypoint,True,-11799768.499537762,-0.05899884249768881,0.0,0.0,200,0.0,0.0,0.0
PPO,2,400,rician,waypoint,True,-13179164.108759616,-0.06589582054379808,0.0,0.0,200,0.0,0.0,0.0
PPO,3,600,rician,waypoint,True,-13714842.138832368,-0.06857421069416184,0.0,0.0,200,0.0,0.0,0.0
PPO,4,800,rician,waypoint,True,-13472108.482664436,-0.06736054241332218,0.0,0.0,200,0.0,0.0,0.0
PPO,5,1000,rician,waypoint,True,-13581384.322731033,-0.06790692161365516,0.0,0.0,200,0.0,0.0,0.0
