algorithm,fading_model,mean_avg_rsec_mbps,mean_episode_secrecy_mbits,baseline_random_avg_rsec_mbps,baseline_greedy_avg_rsec_mbps,training_log_csv,model_path
dqn,rician,7.5571154637497315,151.14230927499466,7.0001409204069915,8.365642575517693,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\dqn_rician\dqn_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\dqn_rician\dqn_qnet.pt
dqn,rayleigh,6.531465625506963,130.62931251013924,6.443609311159028,7.806652284951428,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\dqn_rayleigh\dqn_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\dqn_rayleigh\dqn_qnet.pt
ddpg,rician,0.0,0.0,7.0001409204069915,8.365642575517693,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\ddpg_rician\ddpg_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\ddpg_rician\ddpg_actor.pt
ddpg,rayleigh,0.001415075583656978,0.028301511673139563,6.443609311159028,7.806652284951428,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\ddpg_rayleigh\ddpg_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_smoke\rl_channel_matrix\ddpg_rayleigh\ddpg_actor.pt
